# code	word	layer	freq_score
# generated by wubi-build-weights — DO NOT EDIT BY HAND. Regenerate via:
#   cargo run --features tools --release --bin wubi-build-weights
wqqy	尦	0	0
wqqy	𠍖	0	0
wqr	斧	3	23744
wqrh	你看	1	38293
wqrj	斧	0	23744
wqrm	𠊐	0	0
wqrn	偬	0	12365
wqro	𪂥	0	0
wqrq	你的	1	44722
wqrr	仰拍	1	0
wqrs	𠏦	0	0
wqrt	伆	0	0
wqrv	父执	1	0
wqrw	人多势众	1	13451
wqrw	𡯫	0	0
wqrx	𡯱	0	0
wqsc	父权	1	15860
wqsg	父本	1	7574
wqsh	你想	1	39088
wqsi	低档	1	16073
wqsk	𤕒	0	0
wqst	低格	1	0
wqsu	像样	1	23409
wqtb	𠇩	0	0
wqtd	低矮	1	17096
wqtd	你争我夺	1	8339
wqtf	低等	1	20136
wqtf	华尔街	1	24146
wqtg	低垂	1	16175
wqtg	俇	0	11753
wqtg	𠍧	0	0
wqth	低处	1	15987
wqtm	低微	1	17391
wqtr	你我	1	31338
wqts	𣐗	0	0
wqtt	人急智生	1	0
wqtx	父系	1	17384
wqu	父	3	35389
wqua	作鸟兽散	1	7667
wqud	仰头	1	15022
wqud	低头	1	24031
wqud	斧头	1	22461
wquf	𡰕	0	0
wqug	伨	0	0
wquj	低音	1	22881
wquj	像章	1	15217
wquj	𧒦	0	0
wquk	俱乐部	1	31387
wquk	𡯷	0	0
wqum	低端	1	19001
wquo	𡰉	0	0
wquq	低效	1	17640
wqur	𤕛	0	0
wqus	父亲	1	38030
wqut	低产	1	14749
wqux	华尔兹	1	20573
wqvb	你好	1	38837
wqvb	您好	1	27851
wqvb	𠛈	0	0
wqvc	爹妈	1	16082
wqvc	𤕗	0	0
wqvd	依然如故	1	10532
wqvg	㑇	0	0
wqvn	𠋎	0	0
wqvv	父女	1	21377
wqvy	爹娘	1	18059
wqwd	仰仗	1	16166
wqwd	低估	1	25385
wqwg	你俩	1	26625
wqwh	像个	1	30975
wqwj	𡯗	0	0
wqwk	低保	1	19143
wqwo	佝偻	1	14149
wqwo	𩾿	0	0
wqwq	爷爷	1	31000
wqwq	爸爸	1	39639
wqwu	你们	1	45113
wqwu	您们	1	19196
wqwv	低分	1	17103
wqww	低价	1	20792
wqww	低俗	1	21481
wqww	低谷	1	21578
wqwy	㐸	0	0
wqwy	𨾝	0	0
wqxe	低级	1	23954
wqxg	父母	1	35753
wqxi	僧多粥少	1	13151
wqxu	贫铀弹	1	0
wqy	㐴	0	0
wqya	低度	1	16082
wqyg	㑾	0	0
wqyg	低语	1	18871
wqyl	𠌃	0	0
wqym	低调	1	25227
wqyn	仰望	1	23241
wqyo	侈谈	1	11561
wqys	侈靡	1	7175
wqyt	像话	1	21435
wqyu	低廉	1	20302
wqyy	仢	0	0
wqyy	𡰟	0	0
wr	伯	4	35559
wraa	便携式	1	17318
wrad	保质期	1	16744
wrah	伯牙	1	13868
wraj	𢍑	0	0
wrap	伯劳	1	11927
wraq	保护区	1	23102
wrat	人所共知	1	14304
wraw	仗势欺人	1	10403
wrca	拿手戏	1	8973
wrcn	𠈊	0	0
wrcy	仮	0	7972
wrcy	𠇗	0	0
wrdb	倒持泰阿	1	0
wrdb	𠌔	0	0
wrdd	𠍣	0	0
wrdf	食指大动	1	6844
wrdl	八抬大轿	1	11624
wrdq	伊拉克	1	29156
wrdx	欲擒故纵	1	14583
wrel	伯爵	1	29032
wrf	㒶	0	0
wrff	舍近求远	1	0
wrfh	偱	0	0
wrfp	𠎻	0	0
wrg	伯	3	34081
wrgd	倒打一耙	1	13601
wrgf	𠇯	0	0
wrgg	偟	0	0
wrgh	𠈩	0	0
wrgm	人手一册	1	0
wrgw	㑟	0	0
wrgw	假手于人	1	0
wrgx	𠈁	0	0
wrh	㐿	0	0
wrh	件	3	37499
wrh	伒	3	0
wrhc	𠌟	0	0
wrhf	𠈠	0	0
wrhf	𡋚	0	0
wrhh	件	0	37499
wrhh	𠎔	0	0
wrhj	𠉳	0	0
wrhk	优缺点	1	11718
wrhm	傂	0	0
wrhn	𠉝	0	0
wrho	𪁃	0	0
wrhw	𠐀	0	0
wri	侏	3	20823
wria	信手涂鸦	1	0
wrip	保皇党	1	12125
wrir	保皇派	1	15748
wriy	侏	0	20823
wrjj	信誓旦旦	1	15253
wrkk	仿制品	1	17060
wrld	伯恩	1	25736
wrlg	保护国	1	16616
wrlh	儛	0	0
wrlo	㒇	0	0
wrmt	众所周知	1	23437
wrnf	保护层	1	14243
wrnn	㐹	0	0
wrno	㑶	0	0
wrov	件数	1	13969
wrpu	八拜之交	1	0
wrpy	保护神	1	18638
wrq	傀	3	20412
wrqc	傀	0	20412
wrqe	𧝛	0	0
wrqi	伯乐	1	20573
wrqk	佚名	1	12661
wrqq	倒挂金钟	1	10082
wrqw	俽	0	0
wrrg	信手拈来	1	14424
wrrh	㑜	0	0
wrrm	儨	0	0
wrrr	仓皇失措	1	7175
wrss	伯林	1	16319
wrt	俾	3	22608
wrtf	俾	0	22608
wrtw	公报私仇	1	10082
wruq	件次	1	0
wruw	倚势凌人	1	0
wruy	倒插门	1	0
wrvc	拿手好戏	1	15059
wrvj	俯拾即是	1	0
wrvx	剑拔弩张	1	13564
wrw	佚	3	18675
wrwe	何年何月	1	9624
wrwf	侏儒	1	23605
wrwj	保质保量	1	17082
wrwk	伯仲	1	15503
wrwl	傀儡	1	23633
wrwp	𨘐	0	0
wrwq	伯父	1	23831
wrwr	伯伯	1	22868
wrwu	保护伞	1	19052
wrww	保护人	1	22020
wrwx	体制化	1	7847
wrwy	佚	0	18675
wrxg	伯母	1	22218
wrxj	俯拾皆是	1	12041
wrys	坐失良机	1	12516
wryt	儌	0	0
ws	休	4	34274
wsaa	体式	1	19018
wsad	何其	1	23587
wsad	何苦	1	18257
wsad	佳木斯	1	15768
wsah	𠊼	0	0
wsbb	命根子	1	17404
wsbp	体院	1	9100
wsce	体能	1	22252
wsct	休矣	1	11779
wscw	体验	1	29999
wscy	𩢮	0	0
wsdc	𠍍	0	0
wsdh	何在	1	26591
wsdm	体面	1	24214
wsdm	𠎣	0	0
wsdn	僊	0	17703
wsdp	传檄而定	1	11718
wsdq	休克	1	22327
wsdt	何故	1	20958
wsdx	𠌐	0	0
wsdy	体态	1	17646
wsed	何须	1	15919
wsee	体貌	1	14019
wseg	舍本逐末	1	11809
wsep	体腔	1	13816
wses	体彩	1	0
wset	何用	1	20553
wsfa	体裁	1	18548
wsfb	何地	1	26946
wsfc	何去	1	23189
wsfd	何需	1	19180
wsff	体坛	1	11363
wsff	𠐆	0	0
wsfg	何干	1	19143
wsfi	僄	0	6243
wsfj	休刊	1	10971
wsfj	𠎼	0	0
wsfk	𠑵	0	0
wsfl	体协	1	14468
wsft	何者	1	15547
wsfv	人杰地灵	1	16337
wsg	体	3	37896
wsg	価	3	11078
wsga	体型	1	23341
wsga	体形	1	22548
wsgc	何至	1	12870
wsge	体表	1	21975
wsgg	体	0	37896
wsgg	𠇾	0	0
wsgi	何不	1	30646
wsgk	休整	1	22170
wsgk	何事	1	30511
wsgm	体现	1	31545
wsgo	何来	1	21045
wsgq	𧡊	0	0
wsgv	休妻	1	13412
wsgy	休班	1	17257
wsh	仃	3	14812
wshh	休止	1	20988
wshh	何止	1	18538
wshk	休战	1	19487
wshn	休眠	1	19373
wsif	公检法	1	14274
wsii	追根溯源	1	14540
wsij	体温	1	27552
wsim	体测	1	17577
wsip	休学	1	18124
wsip	何尝	1	18928
wsiq	休渔	1	15717
wsiy	体液	1	17919
wsjf	何时	1	30899
wsjj	何日	1	15425
wsk	何	3	37555
wskf	体味	1	18314
wskg	何	0	37555
wskg	𠉉	0	0
wskh	何足	1	16212
wskk	何患	1	13546
wskm	售票员	1	13130
wskn	𢚨	0	0
wslt	体力	1	25915
wsly	体罚	1	18708
wsly	𠏹	0	0
wsmh	体贴	1	24101
wsmt	𥣃	0	0
wsmw	体内	1	29043
wsmy	價	0	32564
wsna	体惜	1	0
wsng	体悟	1	15334
wsnh	何惧	1	12541
wsnn	体己	1	8490
wsnt	体恤	1	17338
wsnt	何必	1	26334
wsnt	𥠌	0	0
wsnu	恷	0	0
wsny	何以	1	24890
wso	僳	3	14582
wsog	休业	1	9569
wsou	烋	0	0
wsou	𤈢	0	0
wsoy	僳	0	14582
wspe	分析家	1	18652
wspg	候机室	1	10574
wspi	追本穷源	1	0
wspk	修桥补路	1	0
wspw	体察	1	17358
wspy	追根究底	1	14036
wsq	鸺	3	6054
wsqg	鸺	0	6054
wsqh	体外	1	20491
wsqh	僲	0	0
wsrf	体质	1	22130
wsrg	休兵	1	10856
wsrh	何年	1	17046
wsrj	休提	1	10034
wsrk	体操	1	21630
wsrm	体制	1	29309
wsrr	体魄	1	17849
wss	傈	3	15610
wsse	何极	1	0
wssh	休想	1	24462
wssh	儊	0	0
wssi	僸	0	0
wsso	候机楼	1	14319
wsss	𠎊	0	0
wsst	体格	1	19829
wssu	体校	1	11329
wssv	𠏕	0	0
wssw	体检	1	24058
wssy	㑣	0	0
wssy	傈	0	15610
wstd	休憩	1	20813
wstf	何等	1	22597
wstf	𠉟	0	0
wstg	体重	1	26383
wsth	休息	1	34607
wsth	何处	1	27028
wstk	体积	1	24647
wstk	何种	1	22841
wsto	何愁	1	14409
wstr	何物	1	22380
wstv	体委	1	12390
wstx	体系	1	32469
wsu	𣐦	0	0
wsu	𤼨	0	0
wsud	休养	1	21925
wsuj	何意	1	23112
wsuk	何况	1	25676
wsul	何曾	1	17215
wsup	何啻	1	0
wsuq	体癣	1	0
wsus	休闲	1	25518
wsvg	偠	0	0
wsvk	何如	1	21518
wsvm	剑树刀山	1	0
wsvy	何妨	1	17907
wswa	位极人臣	1	0
wswc	倯	0	0
wswf	体会	1	28367
wswg	体例	1	15789
wswn	休假	1	26860
wswo	鵂	0	0
wswo	𪀪	0	0
wswq	𠍅	0	0
wsws	像模像样	1	13885
wswu	体位	1	19933
wsww	何人	1	33620
wsww	倈	0	8229
wsww	债权人	1	14289
wswx	人格化	1	15276
wswy	体念	1	0
wsxu	体弱	1	16935
wsxy	体统	1	17331
wsy	休	3	32849
wsya	休谟	1	10446
wsyc	体育	1	30810
wsyg	合格证	1	11748
wsyl	何谓	1	17002
wsym	休市	1	10359
wsyo	何谈	1	14497
wsyt	休庭	1	21028
wsyt	何许	1	14424
wsyw	体认	1	16016
wsyx	合格率	1	13564
wsyy	体谅	1	21719
wsyy	何方	1	25508
wsyy	𠇲	0	0
wt	作	4	42814
wta	伥	3	7750
wtaa	八戒	1	17331
wtad	任其	1	21250
wtad	任期	1	28391
wtaf	人造革	1	9162
wtah	㐼	0	0
wtah	佭	0	0
wtai	作东	1	10403
wtal	侮蔑	1	11496
wtam	𠏤	0	0
wtan	仛	0	0
wtaq	保税区	1	15121
wtat	𢧅	0	0
wtav	余切	1	9457
wtaw	作孽	1	13045
wtay	伥	0	7750
wtay	舍我其谁	1	16500
wtbb	傻子	1	26883
wtbb	𪘗	0	0
wtbc	任取	1	8634
wtbg	㑧	0	0
wtbh	䣄	0	0
wtbj	斜阳	1	14365
wtbk	任职	1	24921
wtbm	作出	1	33954
wtbm	作祟	1	20474
wtbn	傻了	1	27177
wtbu	作陪	1	14842
wtbw	凭险	1	0
wtby	舍生取义	1	14540
wtc	叙	3	24925
wtca	傻劲	1	7175
wtcf	作对	1	24096
wtcm	人生观	1	21983
wtcw	作难	1	18450
wtcy	仫	0	10059
wtcy	俬	0	13738
wtcy	叙	0	24925
wtd	侨	3	23197
wtdf	侮辱	1	28351
wtdg	伤感	1	23631
wtdg	作古	1	13508
wtdg	佸	0	0
wtdg	𠎷	0	0
wtdh	余存	1	7380
wtdh	𠉏	0	0
wtdi	伤耗	1	0
wtdj	伤悲	1	16533
wtdj	侨	0	23197
wtdk	倁	0	0
wtdk	僑	0	25508
wtdm	斜面	1	17082
wtdn	八成	1	23874
wtdn	𠉗	0	0
wtdn	𠌤	0	0
wtdt	似笑非笑	1	11656
wtdu	𤼩	0	0
wtdy	仸	0	0
wtdy	作态	1	19126
wtec	𠌞	0	0
wtee	八月	1	27262
wtem	八股	1	16883
wtem	𠐬	0	0
wten	𠉑	0	0
wteq	侨胞	1	15717
wtet	任用	1	23792
wtet	作用	1	36232
wtet	俢	0	7049
wtey	侜	0	0
wtf	任	3	38512
wtfa	斜塔	1	11898
wtfb	余地	1	24021
wtfc	全自动	1	19085
wtfd	贪得无厌	1	17867
wtfe	𧙨	0	0
wtff	余款	1	14180
wtff	倂	0	6750
wtff	偫	0	0
wtff	八卦	1	26260
wtff	𠎬	0	0
wtff	𠑥	0	0
wtff	𡌆	0	0
wtfg	䣸	0	0
wtfg	任	0	38512
wtfg	八十	1	29850
wtfg	𠄶	0	0
wtfg	𠈬	0	0
wtfh	仟	0	13402
wtfh	仵	0	15074
wtfh	斜坡	1	21688
wtfh	𠇪	0	0
wtfi	䋕	0	0
wtfj	𠊏	0	0
wtfk	俈	0	0
wtfl	作协	1	20996
wtfm	伤筋动骨	1	7175
wtfm	儹	0	0
wtfm	凭	0	28079
wtfm	賃	0	19884
wtfm	赁	0	18142
wtfn	作声	1	15860
wtfn	恁	0	14774
wtfn	𠇔	0	0
wtfn	𠐷	0	0
wtfo	㶵	0	0
wtfo	鵀	0	0
wtfo	𤇲	0	0
wtfo	𩷀	0	0
wtfo	𪀼	0	0
wtfp	侹	0	0
wtfp	信得过	1	20139
wtfq	侁	0	9945
wtfs	栠	0	7574
wtft	任教	1	25842
wtft	作者	1	33078
wtft	𨉃	0	0
wtfv	偛	0	0
wtfv	𡜟	0	0
wtfw	𦚮	0	0
wtfy	作坊	1	22164
wtfy	𠐸	0	0
wtfy	𨿂	0	0
wtga	作弄	1	19385
wtgc	做得到	1	24055
wtgf	倕	0	10059
wtgf	偅	0	0
wtgg	八一	1	22019
wtgg	𠇷	0	0
wtgh	余下	1	21875
wtgk	傻逼	1	25053
wtgk	叙事	1	22213
wtgl	作画	1	20828
wtgl	働	0	11236
wtgo	作恶	1	19729
wtgo	叙利亚	1	23515
wtgq	伤残	1	18600
wtgr	值得一提	1	23948
wtgw	公私两便	1	0
wtgx	余毒	1	8774
wth	亻	3	0
wthc	敍	0	16946
wthd	𠈨	0	0
wthf	作	0	41035
wthf	𣥳	0	0
wthg	㑅	0	0
wthg	㑑	0	0
wthi	凭眺	1	0
wthj	偺	0	0
wthj	叙旧	1	18334
wthj	𠏿	0	0
wthk	作战	1	32397
wthk	倃	0	0
wthn	㤰	0	0
wthp	𠈰	0	0
wthp	𠑟	0	0
wthp	𢌣	0	0
wthp	𨓕	0	0
wthv	傻眼	1	15121
wthy	𠐈	0	0
wtia	信笔涂鸦	1	0
wtif	作法	1	24593
wtih	余波	1	14569
wtij	余温	1	13254
wtip	余党	1	14540
wtiq	余光	1	18042
wtir	作派	1	11927
wtiw	余兴	1	14003
wtj	俐	3	18774
wtjf	𡒟	0	0
wtjh	俐	0	18774
wtjj	休息日	1	19521
wtjn	余暇	1	7380
wtjp	余晖	1	16680
wtjr	傷	0	31829
wtjv	斜照	1	12416
wtka	作呕	1	21305
wtkf	余味	1	13638
wtkg	佫	0	0
wtkg	俰	0	0
wtkh	途中	1	28977
wtkk	伤口	1	29049
wtkk	作品	1	35677
wtkl	作别	1	13172
wtkm	伤员	1	22637
wtkm	公务员	1	26281
wtkm	凭吊	1	15264
wtkt	作响	1	21118
wtkw	含血喷人	1	8262
wtky	偊	0	0
wtl	伤	3	34348
wtlf	作罢	1	17521
wtlf	畬	0	10525
wtlg	侐	0	6977
wtlg	俄国	1	30080
wtlg	俻	0	0
wtli	𠍸	0	0
wtlk	伏特加	1	24076
wtln	伤	0	34348
wtln	傯	0	6150
wtln	𠋐	0	0
wtlo	𤌈	0	0
wtlp	斜边	1	11809
wtlq	𠈈	0	0
wtlt	余力	1	20443
wtlt	作图	1	14117
wtlt	傻	0	31086
wtlw	侨办	1	7667
wtma	作曲	1	26975
wtmf	伤财	1	16415
wtmh	任由	1	23326
wtmj	峹	0	0
wtmm	嵞	0	0
wtmm	𡽚	0	0
wtmq	作风	1	31483
wtmt	㑗	0	0
wtmw	任内	1	20768
wtmw	𦛝	0	0
wtn	仡	3	14780
wtna	侨民	1	18410
wtnc	作怪	1	19163
wtnd	侨居	1	11561
wtnf	凭恃	1	0
wtng	贪生怕死	1	15899
wtnh	傻蛋	1	19833
wtnj	侮慢	1	0
wtnk	斜壁	1	0
wtnm	八届	1	21106
wtnn	仡	0	14780
wtnq	分秒必争	1	15717
wtnt	任性	1	23606
wtnt	创造性	1	24699
wtnu	悆	0	6243
wtny	伤心	1	29951
wtny	𠑝	0	0
wtog	作业	1	28957
wtol	僠	0	0
wton	僁	0	0
wton	僽	0	0
wtou	作料	1	12013
wtov	余数	1	16483
wtoy	余粮	1	14068
wtoy	偢	0	0
wtoy	𠊅	0	0
wtp	途	3	31500
wtpb	八字	1	20434
wtpd	伤害	1	34689
wtpe	作家	1	31822
wtpf	伤寒	1	20022
wtpf	倭寇	1	18345
wtpg	叙写	1	0
wtpi	途	0	31500
wtpn	作官	1	13067
wtpr	众矢之的	1	15686
wtpt	余额	1	19389
wtpt	作客	1	21422
wtpu	余裕	1	0
wtpv	作案	1	24932
wtpw	凭空	1	21639
wtpy	斜视	1	14680
wtpy	𠇖	0	0
wtqc	作色	1	9834
wtqe	八角	1	21268
wtqe	斜角	1	16640
wtqg	余钱	1	8908
wtqh	余外	1	0
wtqi	作乐	1	20012
wtqj	㒐	0	0
wtqj	八旬	1	14511
wtqk	任免	1	18975
wtql	食物链	1	19292
wtqo	𪇝	0	0
wtqq	公积金	1	17131
wtqy	余留	1	6958
wtr	俄	3	31529
wtrb	侨报	1	9162
wtrc	傻瓜	1	31367
wtrg	伤兵	1	18745
wtrh	余年	1	23653
wtrk	作揖	1	16120
wtrm	余缺	1	0
wtrn	凭据	1	12870
wtrr	伤逝	1	6727
wtrt	俄	0	31529
wtrv	伤势	1	22130
wtrv	余热	1	16111
wtry	𤫿	0	0
wtsc	优先权	1	18037
wtsg	作梗	1	16257
wtsh	令行禁止	1	17670
wtsk	八哥	1	17236
wtsl	人微权轻	1	0
wtsn	𢟂	0	0
wtso	余杰	1	9457
wtsr	人造棉	1	0
wtsu	人行横道	1	9162
wtsy	叙述	1	24187
wttc	途径	1	28464
wttd	作乱	1	17324
wtte	作秀	1	20223
wttf	任选	1	15536
wttg	余生	1	25930
wtth	作息	1	19385
wttk	途程	1	0
wttl	任务	1	36507
wttm	伤身	1	16230
wttr	作物	1	26058
wtts	分身乏术	1	11624
wttt	傻笑	1	20443
wttu	伤科	1	9223
wttw	作答	1	18400
wtty	敘	0	23165
wtu	余	3	31809
wtub	厁	0	0
wtuc	伤疤	1	23507
wtuc	伤痛	1	23319
wtud	凭着	1	22506
wtue	任前	1	18119
wtuf	㙦	0	0
wtuf	任重道远	1	18130
wtuf	斜	0	26148
wtug	伤病	1	20127
wtuh	𠇼	0	0
wtuj	任意	1	27971
wtuk	余部	1	21062
wtum	作弊	1	26138
wtun	修身养性	1	15948
wtuq	侨资	1	7667
wtus	余闲	1	15334
wtut	人行道	1	23908
wtuv	伤痕	1	23985
wtuw	作准	1	19323
wtuy	佟	0	16293
wtuy	倒行逆施	1	14583
wtv	倭	3	21113
wtvb	𠐉	0	0
wtvg	倭	0	21113
wtvg	𠈍	0	0
wtvi	余姚	1	16712
wtvp	人生如寄	1	0
wtvr	含笑九泉	1	12312
wtvt	任君	1	16994
wtwa	凭借	1	25155
wtwc	全知全能	1	13527
wtwe	伤俘	1	14775
wtwf	从我做起	1	16389
wtwf	𠍮	0	0
wtwg	任命	1	29915
wtwg	伤愈	1	11687
wtwh	傱	0	0
wtwk	作保	1	19276
wtwk	𠍹	0	0
wtwm	八仙	1	20171
wtwn	作假	1	23044
wtwo	䳜	0	0
wtws	任何	1	40448
wtwt	任凭	1	19220
wtwt	𠎳	0	0
wtwu	作伴	1	19708
wtwv	八分	1	22102
wtww	伤人	1	23474
wtww	作价	1	13953
wtww	候选人	1	27128
wtwx	信息化	1	23513
wtwy	雓	0	0
wtx	侮	3	24832
wtxc	途经	1	20921
wtxd	俄顷	1	0
wtxf	𠐫	0	0
wtxg	斜线	1	13527
wtxi	係	0	31854
wtxk	八强	1	13692
wtxt	侨乡	1	13508
wtxt	𠍁	0	0
wtxu	侮	0	24832
wtxy	斜纹	1	10489
wtxy	𠇓	0	0
wty	八	3	34973
wty	𠆢	0	0
wtya	伊利诺	1	21409
wtyc	作序	1	13373
wtyd	余庆	1	9514
wtyf	作诗	1	19960
wtyg	作主	1	25834
wtyg	作证	1	27910
wtyg	凭证	1	19232
wtyg	𠉫	0	0
wtyj	任课	1	12491
wtyl	作为	1	38639
wtym	斜高	1	0
wtyn	伤亡	1	27634
wtyn	作废	1	18465
wtyn	作词	1	18113
wtyo	叙谈	1	0
wtyt	八旗	1	20133
wtyu	叙说	1	8101
wtyx	斜率	1	15264
wtyy	从长计议	1	13546
wtyy	作文	1	24259
wtyy	八方	1	24001
wtyy	𠇒	0	0
wtyy	𣁏	0	0
wu	们	4	46482
wuaa	含辛茹苦	1	13969
wuah	併	0	26799
wuaj	含羞草	1	11190
wuat	佯攻	1	17031
wubb	位子	1	27136
wubd	伴随	1	26070
wubf	父慈子孝	1	11839
wubp	修道院	1	25434
wubt	伞降	1	12614
wuce	位能	1	20102
wuck	倦怠	1	16266
wud	倦	3	25156
wuda	傞	0	0
wudb	倦	0	25156
wudc	儯	0	0
wude	伴有	1	19904
wude	𠐒	0	0
wudg	倍感	1	20802
wudh	佯	0	19362
wudj	𦍐	0	0
wudk	僐	0	0
wudl	𠉮	0	0
wudn	𠊡	0	0
wudp	𠌡	0	0
wudp	𨓵	0	0
wudu	念兹在兹	1	12661
wudv	𠉅	0	0
wudv	𠊶	0	0
wudw	伴奏	1	23020
wudy	倦态	1	0
wudy	𠈪	0	0
wudy	𠈫	0	0
wudy	𠌍	0	0
wued	儱	0	0
wuee	伴月	1	12516
wuee	𠑡	0	0
wueg	僩	0	7387
wuej	偂	0	0
wuep	倍受	1	19465
wuev	𠑑	0	0
wuey	𠎵	0	0
wuf	伴	3	31117
wufc	佯动	1	12206
wuff	坐北朝南	1	14611
wufh	伴	0	31117
wufq	位元	1	24688
wuft	倚门卖笑	1	0
wufu	倍增	1	20872
wug	位	3	38811
wug	們	3	38364
wuga	伞形	1	10574
wugf	位于	1	32429
wugg	𠇸	0	0
wugi	𠍵	0	0
wugk	倍速	1	12779
wugm	𠌩	0	0
wugn	从头到尾	1	20800
wugp	坐立不安	1	17683
wugq	位列	1	23196
wugq	𠏌	0	0
wugt	儀	0	28696
wugu	假痴不癫	1	0
wugv	𠋄	0	0
wugy	低头不语	1	0
wugy	𠏜	0	0
wuh	伞	3	25057
wuh	𠉄	0	0
wuhi	倍频	1	8705
wuhj	伞	0	25057
wuhw	伞具	1	0
wuif	𠉓	0	0
wuig	倍添	1	0
wuii	傍水	1	14019
wuip	假道学	1	11718
wuiu	𠊺	0	0
wuiv	伴当	1	0
wuiy	伴游	1	13489
wuj	僮	3	14985
wujf	僮	0	14985
wujf	𫢸	0	0
wujg	偣	0	0
wujg	僴	0	0
wujh	傽	0	0
wujn	億	0	30565
wujn	𠊋	0	0
wujq	傍晚	1	26385
wujq	傹	0	0
wujt	伴星	1	18288
wujw	𣤗	0	0
wuk	倍	3	30082
wukf	傅立叶	1	11593
wukg	倍	0	30082
wukg	𠍒	0	0
wukj	伴唱	1	18385
wukk	化妆品	1	22436
wukm	伤病员	1	16672
wukn	𠐥	0	0
wuko	分门别类	1	15145
wukq	侻	0	0
wukw	俯首听命	1	0
wuky	分门别户	1	0
wuky	𠍭	0	0
wul	僧	3	26200
wulf	位置	1	35431
wulg	公交车	1	23416
wulj	僧	0	26200
wulk	倍加	1	16852
wult	位图	1	15675
wumb	俯首帖耳	1	9457
wumc	𠑖	0	0
wumd	㒀	0	0
wumd	傍岸	1	0
wume	伞骨	1	0
wumg	伴同	1	12541
wumh	𢁰	0	0
wump	𠐝	0	0
wumq	𤕨	0	0
wumt	𠍯	0	0
wumy	𥜼	0	0
wun	们	3	44550
wunc	𠈼	0	0
wund	位居	1	24653
wunt	𠑨	0	0
wunx	僧尼	1	15919
wuny	𠎒	0	0
wuog	𠊧	0	0
wuop	焦头烂额	1	17456
wuov	倍数	1	18440
wup	傍	3	24150
wuph	偙	0	0
wupj	伴宴	1	0
wupw	倦容	1	8101
wupy	傍	0	24150
wuq	佼	3	18378
wuqc	倦色	1	0
wuql	俲	0	0
wuqn	何首乌	1	0
wuqq	余音袅袅	1	0
wuqt	傚	0	14252
wuqv	𠐩	0	0
wuqw	佽	0	17241
wuqy	佼	0	18378
wurf	人头攒动	1	16583
wurg	伞兵	1	20202
wurk	健美操	1	10616
wurl	伴舞	1	16129
wurq	分道扬镳	1	19883
wurt	位卑	1	15514
wurv	位势	1	6606
wusf	僔	0	0
wusg	偤	0	0
wusg	𠊍	0	0
wush	位相	1	20263
wusk	𠋣	0	0
wusl	𥂝	0	0
wusq	儭	0	0
wusw	坐冷板凳	1	14164
wusy	似曾相识	1	19292
wusy	𠋆	0	0
wutd	㑵	0	0
wute	偐	0	0
wutf	僧徒	1	11718
wutf	𠐵	0	0
wutg	伴生	1	15633
wutp	倦乏	1	13781
wutq	位移	1	21201
wutr	伴我	1	18562
wuts	集装箱	1	21611
wutt	休养生息	1	16814
wutv	𠑆	0	0
wuu	仒	3	0
wuud	伴着	1	20653
wuuf	佯装	1	16275
wuug	傡	0	0
wuuj	伴音	1	0
wuuj	倦意	1	8634
wuul	贫病交加	1	0
wuuo	佛头着粪	1	0
wuuq	位次	1	14117
wuur	贫病交迫	1	0
wuut	僧道	1	11046
wuuu	𨥄	0	0
wuuy	众叛亲离	1	11155
wuvg	倿	0	0
wuvi	从善如流	1	6958
wuvo	傔	0	0
wuvy	伴娘	1	22675
wuwe	傻头傻脑	1	8908
wuwg	八音盒	1	11397
wuwi	侯门似海	1	0
wuwk	伴侣	1	26232
wuwn	仰首伸眉	1	0
wuwq	伴你	1	19576
wuwr	人前人后	1	0
wuww	僧人	1	22205
wuxe	偝	0	9546
wuxi	余音绕梁	1	7758
wuxt	俤	0	0
wuxu	欲盖弥彰	1	8563
wuxx	余音缭绕	1	0
wuy	𠆾	0	0
wuyd	食前方丈	1	0
wuyf	伴读	1	6844
wuym	位高	1	22489
wuyv	伴郎	1	21163
wuyx	分辨率	1	22052
wuyy	人道主义	1	22097
wuyy	𠎓	0	0
wv	分	4	41856
wvaa	分工	1	25204
wvab	分节	1	13851
wvad	分期	1	22708
wvad	贫苦	1	19358
wvae	分散	1	28606
wvaf	𠎅	0	0
wvaj	弅	0	7188
wvaq	分区	1	24926
wvas	𣛊	0	0
wvat	𢦳	0	0
wvaw	分蘖	1	7667
wvb	分	3	40116
wvbb	分子	1	33872
wvbe	分阴	1	13314
wvbf	倾巢出动	1	10034
wvbg	分隔	1	24263
wvbh	邠	0	10169
wvbi	仇隙	1	0
wvbm	分出	1	24189
wvbp	分院	1	19612
wvbw	分队	1	24953
wvcb	㑡	0	0
wvcq	众怒难犯	1	0
wvcq	𠌰	0	0
wvcu	𠬰	0	0
wvcy	伮	0	0
wvcy	分叉	1	17331
wvd	颁	3	24915
wvdb	倾巢而出	1	14468
wvdd	健硕	1	15436
wvde	分有	1	23702
wvdf	侵夺	1	8182
wvdg	㑬	0	0
wvdg	分厂	1	15323
wvdg	𠊜	0	0
wvdh	健在	1	20332
wvdl	𥂾	0	0
wvdm	分布	1	29873
wvdm	分页	1	12260
wvdm	頒	0	26452
wvdm	颁	0	24915
wvdm	颁布	1	24759
wvdn	分成	1	28694
wvdu	𡗯	0	0
wvdw	伊春	1	11868
