# code	word	layer	freq_score
# generated by wubi-build-weights — DO NOT EDIT BY HAND. Regenerate via:
#   cargo run --features tools --release --bin wubi-build-weights
gusd	平顶	1	17731
gusg	㻥	0	0
gusj	夹棍	1	9783
gusk	𤦺	0	0
gusr	夹板	1	15311
gusr	平板	1	23341
gutd	事关重大	1	16054
gute	平盘	1	0
gutf	平等	1	29942
gutf	平行	1	26262
gutg	平生	1	22060
guth	平息	1	25406
gutj	平利	1	12958
gutk	平和	1	26185
gutm	平躺	1	16310
gutn	整装待发	1	18685
gutq	平移	1	18731
gutq	平稳	1	24877
gutq	平衡	1	30965
guts	至关重要	1	24883
guty	夹入	1	0
guud	平头	1	16248
guue	夹剪	1	0
guuf	平装	1	13583
guug	平靖	1	6606
guuq	五颜六色	1	15958
guuq	残羹冷炙	1	12614
guut	夹道	1	14984
guuu	不关痛痒	1	0
guuy	平凉	1	13412
guva	平媒	1	0
guvh	亊	0	10326
guvo	㻩	0	0
guvr	整章建制	1	0
guvs	夹杂	1	18996
guw	夹	3	27000
guwb	平仓	1	10817
guwb	郏	0	11898
guwi	夹	0	27000
guwj	刾	0	0
guwj	平伸	1	7667
guwm	頬	0	8077
guwm	颊	0	20217
guwn	事关全局	1	11225
guwo	𪒨	0	0
guwv	平分	1	23295
guww	平价	1	17398
guwy	夹住	1	18064
guwy	平信	1	13233
guxa	开门红	1	9783
guxe	平缓	1	18662
guxt	夹缝	1	15241
guxt	珶	0	0
guxx	𤧹	0	0
guya	平度	1	15997
guyd	不差毫厘	1	0
guye	夹衣	1	11225
guyk	下意识	1	17861
guym	平调	1	14597
guyn	平房	1	19342
guyq	平底	1	19292
guyu	束装就道	1	0
guyv	平庸	1	22412
guyy	平方	1	31771
gv	妻	4	33438
gvaa	天女散花	1	9677
gvab	䣆	0	0
gvad	不好惹	1	16883
gvaf	巠	0	0
gvaf	璕	0	0
gvaj	剄	0	0
gval	勁	0	25252
gvam	頸	0	23861
gvam	𢀫	0	0
gvan	𤭓	0	0
gvao	鵛	0	0
gvap	逕	0	17822
gvaq	巰	0	0
gvav	一刀切	1	20988
gvay	𨿋	0	0
gvbb	妻子	1	36049
gvbl	瓦努阿图	1	7279
gvcb	𤧨	0	0
gvdv	一好百好	1	0
gvey	珢	0	0
gvfb	𤥶	0	0
gvfe	𤦯	0	0
gvfe	𤧎	0	0
gvff	坙	0	0
gvfh	珒	0	0
gvfj	璛	0	9164
gvfp	𤧣	0	0
gvfy	𬍤	0	0
gvg	𤣷	0	0
gvgb	惠灵顿	1	17411
gvgf	再好不过	1	19857
gvgg	𤤻	0	0
gvgo	一刀两断	1	16736
gvgp	𨓷	0	0
gvgv	一忍再忍	1	0
gvgw	璵	0	11016
gvgy	不即不离	1	0
gvh	妻	3	32048
gvhb	郪	0	10452
gvhb	𪘂	0	0
gvhh	𤪆	0	0
gvhi	疌	0	0
gvhl	璶	0	27604
gvhn	㼮	0	0
gvhn	𣮌	0	0
gvho	鶈	0	0
gvhp	𨓰	0	0
gvhs	𣏲	0	0
gvhv	妻	0	32048
gvhy	𨿩	0	0
gvih	妻小	1	13109
gvii	𣏃	0	0
gviy	㻖	0	0
gviy	琭	0	11802
gvjn	𤦄	0	0
gvjs	璅	0	6421
gvjx	𤧜	0	0
gvkg	玿	0	7574
gvko	吞刀吐火	1	0
gvln	㼃	0	0
gvmh	𤤼	0	0
gvmx	刺刀见红	1	9037
gvmy	𤨏	0	0
gvnn	𠃞	0	0
gvoy	㻏	0	0
gvpg	妻室	1	12390
gvqg	瑙鲁	1	10034
gvqn	𤦤	0	0
gvqt	妻儿	1	19802
gvrc	𤫅	0	0
gvt	瑙	3	20298
gvtf	𡿱	0	0
gvtk	珺	0	14260
gvtk	𠰶	0	0
gvtq	瑙	0	20298
gvtt	𤣹	0	0
gvtv	静如处女	1	0
gvug	天灵盖	1	0
gvul	不好意思	1	33935
gvuv	妻妾	1	17096
gvux	妻弟	1	12491
gvvc	妻孥	1	8101
gvvg	𤦆	0	0
gvvl	妻舅	1	12614
gvvn	𤤊	0	0
gvvt	一如既往	1	22739
gvvv	妻女	1	19612
gvwl	一九八四	1	14424
gvwm	𧵹	0	0
gvwq	天怒人怨	1	0
gvwy	现如今	1	18425
gvwy	𤧙	0	0
gvxt	𤦥	0	0
gvyy	不忍卒读	1	0
gw	珍	4	32282
gwa	玳	3	16305
gwad	珍藏	1	22448
gwaf	一个萝卜一个坑	1	0
gwah	不信邪	1	9569
gwau	两全其美	1	13527
gwau	事倍功半	1	14334
gway	玳	0	16305
gwbn	玱	0	16823
gwck	一个巴掌拍不响	1	6844
gwcn	𤥼	0	0
gwco	更仆难数	1	0
gwcy	玜	0	13657
gwdc	瑖	0	0
gwdf	弄假成真	1	8182
gwdg	责任感	1	24756
gwdh	珍存	1	0
gwdi	不登大雅之堂	1	0
gwdj	天命有归	1	0
gwds	珍奇	1	14554
gwdu	珍禽奇兽	1	0
gwdw	五谷丰登	1	9283
gwe	珍	3	30940
gwep	珍爱	1	20367
gwet	珍	0	30940
gwfc	㻅	0	0
gwff	𡉊	0	0
gwfg	一传十	1	12491
gwfk	瓦釜雷鸣	1	0
gwfk	𤦜	0	0
gwfl	五代十国	1	14842
gwfm	𩒤	0	0
gwfn	𡐜	0	0
gwft	与会者	1	17565
gwfu	天公地道	1	12755
gwfw	𤫂	0	0
gwfw	𤫌	0	0
gwfy	𤤕	0	0
gwg	瑜	3	24792
gwga	𤦎	0	0
gwgc	不值一驳	1	0
gwgc	𤧲	0	0
gwgd	玲珑	1	18355
gwgf	珍玩	1	8774
gwgg	㻇	0	0
gwgi	不但不	1	19637
gwgj	玳瑁	1	18504
gwgj	瑜	0	24792
gwgj	璯	0	0
gwgj	𤦠	0	0
gwgk	珨	0	20190
gwgl	瑜珈	1	18037
gwgm	与众不同	1	26203
gwgn	𠀒	0	0
gwgn	𢢭	0	0
gwgn	𤪂	0	0
gwgo	不伦不类	1	12206
gwgo	𤇟	0	0
gwgq	不依不饶	1	12638
gwgr	珍珠	1	27836
gwgt	𤨝	0	0
gwgu	天公不作美	1	13024
gwgu	璒	0	0
gwgw	不偏不倚	1	17890
gwgx	𤧰	0	0
gwgy	不仁不义	1	12614
gwhg	不念旧恶	1	0
gwi	𠔀	0	0
gwir	现代派	1	12847
gwjf	𣅆	0	0
gwjh	玠	0	14356
gwjp	不合时宜	1	19240
gwkh	珍贵	1	27126
gwkk	一命呜呼	1	15169
gwkk	珍品	1	19147
gwks	𤦸	0	0
gwky	王公贵族	1	12801
gwlf	不假思索	1	14868
gwlg	开倒车	1	0
gwll	不分轩轾	1	0
gwlm	不修边幅	1	12286
gwlq	𠀮	0	0
gwmc	𣀑	0	0
gwmf	壐	0	0
gwmf	𡔈	0	0
gwmf	𨤻	0	0
gwmg	𪓿	0	0
gwmh	𤦍	0	0
gwmi	一代风流	1	0
gwmj	殊途同归	1	11463
gwmj	蠒	0	0
gwmk	𠀹	0	0
gwmn	𢣭	0	0
gwmo	鸍	0	0
gwmp	邇	0	13583
gwmq	爾	0	34981
gwmq	覼	0	0
gwmq	𨮪	0	0
gwms	不食周粟	1	8490
gwmy	璽	0	19421
gwmy	𩁖	0	0
gwna	珍惜	1	27872
gwnd	恶作剧	1	24611
gwnd	𤧝	0	0
gwnf	𤦞	0	0
gwnh	王八蛋	1	28079
gwnh	瑡	0	0
gwnn	𤤷	0	0
gwno	瑦	0	0
gwnp	𤧫	0	0
gwnu	珍禽异兽	1	9223
gwny	𤤽	0	0
gwoy	𤪟	0	0
gwpg	一人之下	1	14881
gwpg	珍宝	1	22108
gwpq	天伦之乐	1	16346
gwpu	一念之差	1	9624
gwpw	天作之合	1	13314
gwpy	珍视	1	17609
gwqg	蚕食鲸吞	1	0
gwqn	珍馐	1	14289
gwqt	一会儿	1	32365
gwrf	五体投地	1	15414
gwrm	责任制	1	19917
gwrp	亚伯拉罕	1	21496
gwrr	不分皂白	1	0
gwsf	琴剑飘零	1	0
gwsg	珍本	1	11329
gwsu	一个样	1	21215
gwtg	珍重	1	18538
gwth	珍版	1	8563
gwtq	平分秋色	1	13527
gwtq	珍稀	1	19196
gwtu	一人得道	1	0
gwtu	正合我意	1	16194
gwty	㻌	0	0
gwu	兲	3	0
gwu	𠆣	0	0
gwub	珍闻	1	7175
gwud	责任状	1	12661
gwus	王侯将相	1	8841
gwuv	再作冯妇	1	0
gwv	玢	3	6421
gwvb	正人君子	1	16591
gwvg	𤦦	0	0
gwvi	一贫如洗	1	17031
gwvl	𤧒	0	0
gwvn	玢	0	6421
gwvo	鳿	0	0
gwvo	𩾏	0	0
gwwa	一代代	1	19513
gwwa	𢍦	0	0
gwwa	𤪩	0	0
gwwc	不仅仅	1	29132
gwwd	天从人愿	1	0
gwwd	𠁊	0	0
gwwg	天人合一	1	14802
gwwh	㻜	0	0
gwwh	一个个	1	26854
gwwh	𤩣	0	0
gwwh	𪋿	0	0
gwwk	𤥫	0	0
gwwl	瑜伽	1	22637
gwwn	𤦴	0	0
gwwn	𤨜	0	0
gwwo	不食人间烟火	1	10532
gwwo	𪂐	0	0
gwwr	一件件	1	19339
gwwt	致命伤	1	17652
gwwu	静候佳音	1	7175
gwwx	现代化	1	30355
gwwy	珍禽	1	12466
gwxc	融会贯通	1	17229
gwy	玐	3	12021
gwy	玲	3	25538
gwyb	𣃙	0	0
gwyc	玲	0	25538
gwye	㻪	0	0
gwyf	一分为二	1	19568
gwyg	琟	0	0
gwyk	琀	0	0
gwyk	瑲	0	0
gwyl	不作为	1	23950
gwym	㻽	0	0
gwyn	五保户	1	0
gwyn	玪	0	12856
gwyn	𤦬	0	0
gwyp	璡	0	7972
gwyu	与人为善	1	15860
gwyv	亚健康	1	9223
gwyy	现代主义	1	19097
gx	互	4	33755
gxae	素菜	1	14540
gxah	素雅	1	13373
gxaj	毒草	1	14721
gxak	𤩇	0	0
gxak	𤩈	0	0
gxal	毒菌	1	9514
gxaq	互敬	1	11260
gxax	毒药	1	25398
gxbh	𨚏	0	0
gxbu	互联	1	30207
gxce	互通	1	23574
gxcq	素鸡	1	0
gxde	素有	1	22942
gxdg	互感	1	13781
gxdm	不约而同	1	16406
gxdn	𦑢	0	0
gxdr	素愿	1	0
gxdt	互帮	1	18146
gxeb	素服	1	12125
gxeg	互助	1	24295
gxep	互爱	1	13254
gxer	毒腺	1	8563
gxet	互用	1	16542
gxey	瑑	0	6671
gxf	纛	3	11913
gxfa	毒霸	1	0
gxfc	互动	1	25453
gxfj	𧔄	0	0
gxfm	瑻	0	12198
gxfn	素志	1	8101
gxft	互教	1	0
gxfy	天经地义	1	17521
gxg	互	3	32351
gxga	一丝不苟	1	18257
gxgb	不绝于耳	1	15547
gxgb	𨚎	0	0
gxgd	互	0	32351
gxgg	不经一事	1	0
gxgi	互不	1	23292
gxgi	纛	0	11913
gxgj	互惠	1	20601
gxgm	毒刺	1	13353
gxgn	𤬮	0	0
gxgo	素来	1	16965
gxgo	𩿍	0	0
gxgq	毒死	1	24203
gxgr	一丝不挂	1	17936
gxgu	毒	0	35692
gxgx	毒素	1	25419
gxgx	璏	0	10248
gxgy	一丝一毫	1	17378
gxgy	𠀕	0	0
gxhc	𢻽	0	0
gxhq	素餐	1	15022
gxi	素	3	33482
gxia	𢍣	0	0
gxia	𢍵	0	0
gxib	𦅫	0	0
gxic	𦅻	0	0
gxie	恶贯满盈	1	11956
gxif	素洁	1	0
gxif	𦆾	0	0
gxij	繛	0	0
gxij	𠞓	0	0
gxij	𧔓	0	0
gxik	𦃅	0	0
gxim	素油	1	6727
gxim	𩔥	0	0
gxio	素淡	1	9985
gxip	素常	1	8101
gxir	互派	1	13868
gxis	毒酒	1	17365
gxiu	素	0	33482
gxiy	䋤	0	0
gxiy	毒液	1	23726
gxjh	毒虫	1	18586
gxjh	𤤖	0	0
gxjj	素日	1	9457
gxjp	毒蛇	1	22594
gxkk	毒品	1	31450
gxkl	不费吹灰之力	1	14708
gxlf	还乡团	1	0
gxln	𤤬	0	0
gxlp	互连	1	16575
gxmh	青纱帐	1	12892
gxmh	𢁴	0	0
gxmq	互见	1	0
gxmr	毒贩	1	25332
gxmu	互赠	1	7380
gxnt	毒性	1	25212
gxny	素心	1	10403
gxor	死缠烂打	1	14243
gxot	残编断简	1	0
gxov	素数	1	20423
gxpd	毒害	1	21632
gxpi	𨑼	0	0
gxpu	互补	1	20606
gxpv	毒案	1	16432
gxpy	一纸空文	1	14597
gxpy	不经之谈	1	0
gxqc	素色	1	12870
gxqf	毒针	1	11898
gxqk	互勉	1	0
gxqn	毒饵	1	0
gxqs	毒杀	1	19039
gxqt	毒犯	1	14227
gxqy	毒枭	1	19924
gxra	素描	1	22407
gxrf	素质	1	29044
gxrn	毒气	1	25806
gxrq	互换	1	19698
gxrr	青红皂白	1	14721
gxrs	毒打	1	20352
gxrs	瓅	0	0
gxrt	毒手	1	19513
gxry	互斥	1	12125
gxsd	一级棒	1	13656
gxsf	素材	1	23405
gxsh	互相	1	32624
gxtb	𤩬	0	0
gxtg	互生	1	15850
gxth	𤪦	0	0
gxtj	互利	1	20060
gxtq	素称	1	14775
gxtr	毒物	1	22223
gxtu	毒箭	1	13969
gxu	𢆰	0	0
gxub	毒瘾	1	21428
gxub	素闻	1	9100
gxud	素养	1	25031
gxuf	素装	1	0
gxug	毒辣	1	16632
gxuj	不经意	1	21040
gxuk	素问	1	15276
gxuq	毒瘤	1	19068
gxuq	素净	1	12589
gxut	互道	1	12312
gxuv	素妆	1	0
gxux	互递	1	0
gxvv	素女	1	12914
gxvx	不绝如缕	1	11225
gxw	夷	3	27157
gxwa	互借	1	12125
gxwd	正经八百	1	0
gxwi	夷	0	27157
gxwj	𠜁	0	0
gxwk	互保	1	12661
gxwn	灭绝人性	1	9342
gxwn	𡙧	0	0
gxwo	鴺	0	0
gxwo	𩿒	0	0
gxwx	严丝合缝	1	12416
gxwx	毒化	1	15978
gxwy	互信	1	20195
gxwy	素食	1	23226
gxxe	𢎯	0	0
gxxf	𡌥	0	0
gxxg	𠄮	0	0
gxxh	𤪫	0	0
gxxi	素纱	1	0
gxxl	㼄	0	0
gxxn	玭	0	16031
gxxo	一缕缕	1	11430
gxxr	瑎	0	0
gxxr	𣂱	0	0
gxxt	璣	0	18343
gxya	毒谋	1	10129
gxyc	互译	1	0
gxyf	毒计	1	13728
gxyg	互评	1	7847
gxyh	互让	1	0
gxyj	毒剂	1	21859
gxyl	互为	1	18059
gxym	互设	1	14907
gxyt	夷族	1	12069
gxyu	五线谱	1	13254
gxyw	互认	1	16166
gxyy	互访	1	11593
gxyy	互谅	1	0
gy	玉	4	31969
gyad	班期	1	13334
gyag	不谋其政	1	0
gyan	𤤙	0	0
gyao	不计其数	1	19468
gyap	一言蔽之	1	0
gyaw	㼅	0	0
gyb	璃	3	27414
gyba	妻离子散	1	13192
gybb	班子	1	26462
gybc	璃	0	27414
gybh	𨚝	0	0
gybp	下议院	1	17089
gybt	㻻	0	0
gybw	玉坠	1	0
gyby	𤫚	0	0
gyc	琉	3	23933
gyca	𤥡	0	0
gycb	斑蝥	1	0
gyce	㻙	0	0
gyck	天文台	1	25804
gycn	一言难尽	1	16928
gycn	斑马	1	20981
gycq	斑驳	1	15253
gycq	珫	0	6243
gycq	琉	0	23933
gycu	一语双关	1	10403
gydd	𤫓	0	0
gydg	玉石	1	20981
gydj	𤧿	0	0
gydk	不言而喻	1	18572
gydm	一方面	1	32284
gydn	玉成	1	16656
gydq	正言厉色	1	0
gydr	一语破的	1	0
gydt	一望而知	1	0
gydu	死记硬背	1	13527
gydw	不谋而合	1	16035
gydw	开诚布公	1	18799
gydy	一语成谶	1	0
gyet	珳	0	0
gyex	琼脂	1	8019
gyfb	一望无际	1	16860
gyfd	天高地厚	1	14243
gyff	一望无垠	1	8973
gyfg	天诛地灭	1	9935
gyfh	至高无上	1	20002
gyfj	王府井	1	12892
gyfj	𤧠	0	0
gyfl	天旋地转	1	12936
gyfn	斑块	1	14149
gyfs	玉霜	1	12013
gyft	天主教	1	29827
gyfw	班规	1	0
gyfx	天衣无缝	1	19110
gyfy	𤥦	0	0
gyg	斑	3	26372
gyg	琂	3	13124
gyga	正方形	1	20736
gygb	一府两院	1	11225
gyge	琼瑶	1	13969
gygf	夷为平地	1	18553
gygg	斑	0	26372
gygg	𤤛	0	0
gygi	一衣带水	1	12958
gygj	互为表里	1	0
gygk	玉带	1	14868
gygm	璇玑	1	9730
gygn	一言不发	1	19224
gygq	一文不名	1	15169
gygr	不亢不卑	1	7175
gygs	不识一丁	1	0
gygt	一言一行	1	18875
gygw	刑讯逼供	1	15009
gygy	琉璃	1	21678
gygy	𤤴	0	0
gyhk	斑点	1	21713
gyhy	玣	0	0
gyi	玉	3	30640
gyi	玊	3	11369
gyie	玉溪	1	12013
gyip	一言堂	1	14540
gyis	豆腐渣	1	14497
gyit	琼海	1	12779
gyiy	琼	0	26628
gyjc	𤥥	0	0
gyjf	班里	1	19224
gyjf	𤪮	0	0
gyjg	璾	0	6750
gyjt	不识时务	1	12466
gyjv	玉照	1	12491
gyke	瓖	0	9767
gykh	琼中	1	9885
gykk	玉器	1	16458
gykl	班别	1	0
gykm	速记员	1	12732
gykr	一语中的	1	13088
gykw	恶语中伤	1	0
gyle	瓌	0	10059
gylg	班车	1	21855
gylg	璮	0	6243
gylj	互为因果	1	9342
gylu	五讲四美	1	0
gylw	理论界	1	8973
gymf	玉雕	1	13564
gymj	𤣶	0	0
gymk	𤧼	0	0
gymm	玉山	1	20626
gymq	班风	1	0
gyn	𤤁	0	0
gyna	㻞	0	0
gyna	王永民	1	0
gync	𤨖	0	0
gynd	琼剧	1	0
gyng	一夜情	1	19648
gyni	𤤯	0	0
gynk	玉璧	1	13620
gynp	一言以蔽之	1	14842
gynr	𢨥	0	0
gyns	𤥾	0	0
gynv	𤥑	0	0
gynx	𤨞	0	0
gyog	再就业	1	12312
gyou	𤈅	0	0
gyoy	平方米	1	27374
gyoy	玉米	1	28300
gyoy	𤥂	0	0
gype	理论家	1	18971
gype	𤪗	0	0
gypf	一席之地	1	20454
gypg	更衣室	1	23101
gypl	天府之国	1	13412
gypm	不义之财	1	14409
gypm	𤦻	0	0
gyps	𤧟	0	0
gypu	一夜之间	1	19022
gypw	玉容	1	0
gypy	班禅	1	16203
gyqc	玉色	1	12541
gyqc	𤧾	0	0
gyqi	玉玺	1	16987
gyqk	玉兔	1	14180
gyql	玉镯	1	7279
gyqt	不亦乐乎	1	16230
gyrd	天高气爽	1	12491
gyre	𤪿	0	0
gyrg	玉皇	1	18329
gyri	不识抬举	1	10738
gyrm	玉帛	1	14829
gyrp	𤩻	0	0
gyrr	斑白	1	9400
gyrt	玉手	1	11593
gyrx	玉指	1	6606
gysc	玉树	1	16550
gysl	恶语相加	1	0
gysm	班机	1	24786
gyso	琼楼	1	8634
gyss	玉林	1	18003
gysv	平方根	1	16542
gysx	形迹可疑	1	15047
gyt	班	3	34647
gyta	班长	1	24438
gytb	㻢	0	0
gytb	𤦽	0	0
gyte	玉盘	1	0
gytf	开户行	1	0
gytg	班	0	34647
gytg	𪉒	0	0
gyth	璇	0	19527
gyth	𠀦	0	0
gytj	不言自明	1	16138
gytl	班务	1	8339
gytm	斑秃	1	0
gytm	𩔮	0	0
gyto	𤧦	0	0
gyto	𪄕	0	0
gytp	𤧻	0	0
gytq	一诺千金	1	13274
gytr	一试身手	1	6844
gytt	斑竹	1	13868
gytv	班委	1	11225
gytv	𠞢	0	0
gyud	一语道破	1	8101
gyuf	玉兰	1	18954
gyuh	𤨘	0	0
gyuj	𤨼	0	0
gyup	玉帝	1	17913
gyuq	班次	1	23313
gyut	玉颜	1	0
gyut	𤩺	0	0
gyuv	斑痕	1	7847
gyuw	斑疹	1	14468
gyuy	一言半语	1	0
gyv	琅	3	20414
gyvb	一言既出	1	10738
gyvb	瑯	0	15074
gyve	琅	0	20414
gyve	𤨡	0	0
gyve	𤨭	0	0
gyvg	不识好歹	1	11624
gyvh	一言九鼎	1	10738
gyvk	瑭	0	15032
gyvn	𤨫	0	0
gyvq	斑鸠	1	15288
gyvv	玉女	1	18400
gywf	班会	1	15121
gywf	琗	0	11424
gywm	玉佩	1	14453
gywo	𩿱	0	0
gyws	玉体	1	10223
gywt	班主任	1	23020
gywu	𤥽	0	0
gyww	一应俱全	1	18140
gywx	玉佛	1	16822
gywy	𤥿	0	0
gyxe	班级	1	22667
gyxe	班组	1	15276
gyxf	㻭	0	0
gyxj	班费	1	15696
gyxy	斑纹	1	16284
gyxy	玹	0	9887
gyy	玟	3	17347
gyyf	五言诗	1	12416
gyyg	班主	1	23255
gyyh	不识庐山真面目	1	9624
gyyn	班房	1	16680
gyyp	一言为定	1	20885
gyyq	班底	1	17670
gyyt	一席话	1	15334
gyyu	斑斓	1	19292
gyyv	逼良为娼	1	8908
gyyx	死亡率	1	25570
gyyy	天方夜谭	1	17443
h	上	5	43403
ha	虎	4	31358
haa	虐	3	27107
haae	𧈉	0	0
haag	虐	0	27107
haag	𥅞	0	0
haah	虎牙	1	15034
haak	䁥	0	0
haal	𥍍	0	0
haap	虚荣	1	20834
haaq	虔敬	1	14243
haas	瞸	0	0
haaw	紫荆花	1	9457
haaw	𧆾	0	0
habb	虎子	1	17590
habk	虚职	1	12097
haca	虎劲	1	0
hace	𧆿	0	0
haci	𧆛	0	0
hact	虚骄	1	0
hacy	瞒骗	1	10616
hada	䁳	0	0
hadd	虚套	1	0
hadd	𧇁	0	0
hade	𧆴	0	0
hadf	虚夸	1	0
hadg	虎威	1	14101
hadh	卡萨布兰卡	1	17110
hadi	虚耗	1	7478
hadk	睰	0	9013
hadk	𧆱	0	0
hadm	䁰	0	0
hadt	䖗	0	0
hadt	𥅯	0	0
hae	遽	3	19516
haeb	䣜	0	0
haeb	𨞙	0	0
haec	㪥	0	0
haec	皻	0	0
haec	𠭯	0	0
haec	𨞦	0	0
haed	虎须	1	0
haee	虎豹	1	16640
haeg	虘	0	0
haeg	𧇣	0	0
haeg	𧇿	0	0
haei	豦	0	0
haei	𧆝	0	0
haej	劇	0	31408
haej	𪖸	0	0
haek	虚肿	1	0
hael	勮	0	0
haeo	𪆺	0	0
haep	遽	0	19516
haep	𨖆	0	0
haeq	覰	0	0
haet	𥋌	0	0
haeu	虚脱	1	11225
haey	𩁋	0	0
haf	𥃿	0	0
hafa	虎贲	1	14984
hafb	𧆣	0	0
hafe	𥇔	0	0
hafj	𣦡	0	0
hafm	𩔺	0	0
hafn	𧆜	0	0
hafp	瞒过	1	15323
hafp	𨘈	0	0
hafq	虚无	1	23101
hag	眶	3	20606
hag	𥃽	0	0
haga	戲	0	30996
hagb	齾	0	0
hagb	𨞘	0	0
hagb	𪚊	0	0
hagc	𥋀	0	0
hagd	獻	0	28301
hagf	䖉	0	0
hagf	瞱	0	0
hagf	𧰜	0	0
hagg	眶	0	20606
hagh	虐政	1	7175
hagh	鬳	0	0
hagh	𧇩	0	0
hagj	𥈣	0	0
hagk	虎落平川	1	0
hagl	𧈚	0	0
hagl	𨏾	0	0
hagm	𦉧	0	0
hagm	𧇔	0	0
hagn	甗	0	0
hagn	𤮙	0	0
hagn	𧆪	0	0
hagq	覻	0	0
hagu	䖒	0	0
hagw	㱆	0	0
hagw	瞒	0	26351
hagw	𣤴	0	0
hagy	𤬘	0	0
hagy	𤬝	0	0
hahc	虎皮	1	16898
hahc	𥍜	0	0
hahd	矇眬	1	0
hahf	𥉸	0	0
hahl	𥌈	0	0
hahm	頥	0	0
hahm	𧷤	0	0
hahn	𧈂	0	0
hahq	𥍖	0	0
haht	𧈓	0	0
haie	虚浮	1	12097
haif	虚汗	1	0
haih	虚渺	1	0
haii	眼药水	1	13936
haij	𧇪	0	0
haik	𥋷	0	0
haiw	虚誉	1	0
haj	𥃲	0	0
hajd	瞙	0	0
haji	虚晃	1	14101
hajv	𥈔	0	0
hak	虞	3	23627
haka	瞒哄	1	0
hakb	𪙿	0	0
hakd	虞	0	23627
hakd	𤟜	0	0
hakg	𥇿	0	0
hakk	瞘	0	0
hakk	虎口	1	18059
hakl	𥃓	0	0
hako	鸆	0	0
haku	𧆲	0	0
hakv	虎啸	1	7478
hakw	䁧	0	0
haky	矔	0	0
hal	瞄	3	25337
halc	㪭	0	0
halc	𢿊	0	0
halc	𣀞	0	0
halc	𥀵	0	0
hald	𧆨	0	0
hale	膚	0	24257
halg	瞄	0	25337
halh	矒	0	0
hali	𧇴	0	0
halk	𧆥	0	0
hall	㔧	0	0
hall	勴	0	0
hall	盧	0	26422
hall	虜	0	20757
hall	𥃈	0	0
hall	𨏧	0	0
halm	顱	0	17812
haln	慮	0	29575
haln	𤮣	0	0
haln	𤮧	0	0
haln	𥌯	0	0
halo	鸕	0	10452
halo	𪇸	0	0
halq	𥌋	0	0
halt	䁾	0	0
halv	虏	0	23785
halw	𧇽	0	0
halw	𧈀	0	0
halx	𥍇	0	0
haly	𤬛	0	0
haly	𩁨	0	0
ham	虎	3	30054
hama	虥	0	0
hamb	𧆰	0	0
hamb	𧇯	0	0
hamb	𨛵	0	0
hamc	𧆤	0	0
hamc	𧆷	0	0
hamc	𧈑	0	0
hamc	𧈜	0	0
hamc	𨛸	0	0
hamc	𩤌	0	0
hamc	𩦶	0	0
hamd	䁐	0	0
hamd	𧆭	0	0
hamd	𧆻	0	0
hamd	𧇹	0	0
hame	彪	0	23776
hame	𧈇	0	0
hamf	甝	0	10169
hamf	𧇛	0	0
hamf	𧈙	0	0
hamg	䖕	0	0
hamg	𧇇	0	0
hamh	𧆞	0	0
hamh	𧆢	0	0
hamh	𧆮	0	0
hamh	𧇒	0	0
hamh	𧇭	0	0
hami	䖛	0	0
hamj	䖌	0	0
hamj	䖑	0	0
hamj	䖜	0	0
hamj	䬌	0	0
hamj	𧇅	0	0
hamj	𧇶	0	0
hamk	𧇌	0	0
hamk	𧇎	0	0
hamk	𧇟	0	0
hamk	𧇮	0	0
haml	䖖	0	0
haml	𧇙	0	0
hamm	虤	0	0
hamm	贙	0	0
hamm	𥈞	0	0
hamm	𧷠	0	0
hamm	𧸾	0	0
hamm	𧹂	0	0
hamn	𧆫	0	0
hamn	𧆹	0	0
hamn	𧇞	0	0
hamn	𧇰	0	0
hamo	䖚	0	0
hamo	虪	0	0
hamo	𧆸	0	0
hamo	𧇸	0	0
hamo	𪂬	0	0
hamp	𨔛	0	0
hamp	𨕑	0	0
hamp	𨘮	0	0
hamq	虚岁	1	10895
hamq	覤	0	0
hamq	𧇓	0	0
hamr	虝	0	0
hamr	𧆽	0	0
hamr	𧇚	0	0
hams	𧇥	0	0
hams	𧈈	0	0
hamt	𧆯	0	0
hamt	𧇱	0	0
hamt	𧈄	0	0
hamu	𧆼	0	0
hamu	𧇻	0	0
hamu	𧈆	0	0
hamv	虎	0	30054
hamv	𧆟	0	0
hamv	𧆬	0	0
hamw	䖋	0	0
hamw	𣣍	0	0
hamy	䖘	0	0
hamy	瞞	0	22323
hamy	𥈿	0	0
hamy	𧈋	0	0
hamy	𧈒	0	0
han	虑	3	30698
hana	戱	0	0
hang	歫	0	0
hang	虛	0	27309
hang	𥄷	0	0
hang	𥅋	0	0
hani	虑	0	30698
hanj	彪悍	1	15157
hanm	𩕚	0	0
hano	㷡	0	0
hans	䁋	0	0
hant	眓	0	0
hant	虙	0	0
hany	虚心	1	19740
hany	虚惊	1	16616
hao	虚	3	29661
haoa	戯	0	9945
haob	𨝹	0	0
haoc	𩴥	0	0
haog	彪炳	1	15425
haog	虚	0	29661
haoh	𩏣	0	0
haom	𧇠	0	0
haon	𡰐	0	0
haon	𤮆	0	0
haon	𧇊	0	0
haoo	虚火	1	13192
haoo	𪆛	0	0
haoq	覷	0	11769
haoq	觑	0	16146
haov	虚数	1	11748
haow	歔	0	7693
