loaded 1845 rows across 6 chars

=== verdict tally (1845 rows) ===
  UNCERTAIN         :  1579  ( 85.6%)
  LIKELY_SPURIOUS   :   133  (  7.2%)
  SPURIOUS          :   117  (  6.3%)
  LEGITIMATE        :    16  (  0.9%)

=== verdict by source char ===
  地: {'LEGITIMATE': 8, 'UNCERTAIN': 573, 'SPURIOUS': 37, 'LIKELY_SPURIOUS': 85}
  得: {'UNCERTAIN': 626, 'LEGITIMATE': 1, 'LIKELY_SPURIOUS': 23}
  的: {'UNCERTAIN': 101, 'SPURIOUS': 80, 'LIKELY_SPURIOUS': 7}
  了: {'LEGITIMATE': 4, 'UNCERTAIN': 222, 'LIKELY_SPURIOUS': 18}
  谁: {'LEGITIMATE': 2, 'UNCERTAIN': 57}
  那: {'LEGITIMATE': 1}
char	wrong_code	word	freq	primary	verdict	note
地	saide	赛地	9005	saidi	UNCERTAIN	single-char prefix '赛' + 助词 (likely legitimate N+助词,但 ambiguous)
地	quanshenggede	全省各地	8959	quanshenggedi	LIKELY_SPURIOUS	>=3-char prefix '全省各' + 助词 (long phrase + 助词)
地	luyingde	露营地	8863	luyingdi	UNCERTAIN	2-char prefix '露营' + 助词 (V+助词 or 2-char N+助词)
地	zuguogede	祖国各地	8848	zuguogedi	LIKELY_SPURIOUS	>=3-char prefix '祖国各' + 助词 (long phrase + 助词)
地	mohude	模糊地	8843	mohudi	UNCERTAIN	2-char prefix '模糊' + 助词 (V+助词 or 2-char N+助词)
地	liulide	流利地	8757	liulidi	UNCERTAIN	2-char prefix '流利' + 助词 (V+助词 or 2-char N+助词)
地	nanguode	难过地	8731	nanguodi	UNCERTAIN	2-char prefix '难过' + 助词 (V+助词 or 2-char N+助词)
地	dexian	地县	8700	dixian	UNCERTAIN	default
地	gongjingde	恭敬地	8697	gongjingdi	UNCERTAIN	2-char prefix '恭敬' + 助词 (V+助词 or 2-char N+助词)
地	qijibande	奇迹般地	8686	qijibandi	LIKELY_SPURIOUS	>=3-char prefix '奇迹般' + 助词 (long phrase + 助词)
地	mengliede	猛烈地	8669	mengliedi	UNCERTAIN	2-char prefix '猛烈' + 助词 (V+助词 or 2-char N+助词)
地	timiande	体面地	8651	timiandi	UNCERTAIN	2-char prefix '体面' + 助词 (V+助词 or 2-char N+助词)
地	jide	祭地	8604	jidi	UNCERTAIN	single-char prefix '祭' + 助词 (likely legitimate N+助词,但 ambiguous)
地	shuliande	熟练地	8604	shuliandi	UNCERTAIN	2-char prefix '熟练' + 助词 (V+助词 or 2-char N+助词)
地	jijiede	集结地	8595	jijiedi	UNCERTAIN	2-char prefix '集结' + 助词 (V+助词 or 2-char N+助词)
地	deji	地籍	8504	diji	UNCERTAIN	default
地	dedahan	地大喊	8398	didahan	UNCERTAIN	default
地	dedaihan	地大喊	8398	didahan	UNCERTAIN	default
地	yuchunde	愚蠢地	8349	yuchundi	UNCERTAIN	2-char prefix '愚蠢' + 助词 (V+助词 or 2-char N+助词)
地	dujiade	度假地	8327	dujiadi	UNCERTAIN	2-char prefix '度假' + 助词 (V+助词 or 2-char N+助词)
地	muxide	木樨地	8323	muxidi	UNCERTAIN	2-char prefix '木樨' + 助词 (V+助词 or 2-char N+助词)
地	waijingde	外景地	8323	waijingdi	UNCERTAIN	2-char prefix '外景' + 助词 (V+助词 or 2-char N+助词)
地	chichide	痴痴地	8315	chichidi	SPURIOUS	重叠副词 '痴痴' + 助词
地	youcaide	油菜地	8228	youcaidi	UNCERTAIN	2-char prefix '油菜' + 助词 (V+助词 or 2-char N+助词)
地	zhusude	住宿地	8097	zhusudi	UNCERTAIN	2-char prefix '住宿' + 助词 (V+助词 or 2-char N+助词)
地	fangde	坊地	8091	fangdi	UNCERTAIN	single-char prefix '坊' + 助词 (likely legitimate N+助词,但 ambiguous)
地	tiantiande	甜甜地	8091	tiantiandi	SPURIOUS	重叠副词 '甜甜' + 助词
地	changde	厂地	8067	changdi	UNCERTAIN	single-char prefix '厂' + 助词 (likely legitimate N+助词,但 ambiguous)
地	huodedao	火地岛	8029	huodidao	UNCERTAIN	default
地	deba	地霸	7994	diba	UNCERTAIN	default
地	fande	番地	7971	fandi	UNCERTAIN	single-char prefix '番' + 助词 (likely legitimate N+助词,但 ambiguous)
地	fanzhide	繁殖地	7960	fanzhidi	UNCERTAIN	2-char prefix '繁殖' + 助词 (V+助词 or 2-char N+助词)
地	shifade	始发地	7934	shifadi	UNCERTAIN	2-char prefix '始发' + 助词 (V+助词 or 2-char N+助词)
地	nuannuande	暖暖地	7836	nuannuandi	SPURIOUS	重叠副词 '暖暖' + 助词
地	zhizhide	直直地	7836	zhizhidi	SPURIOUS	重叠副词 '直直' + 助词
地	xide	吸地	7791	xidi	UNCERTAIN	single-char prefix '吸' + 助词 (likely legitimate N+助词,但 ambiguous)
地	dejuan	地圈	7739	diquan	UNCERTAIN	default
地	dequan	地圈	7739	diquan	UNCERTAIN	default
地	liaoyangde	疗养地	7730	liaoyangdi	UNCERTAIN	2-char prefix '疗养' + 助词 (V+助词 or 2-char N+助词)
地	jiade	甲地	7590	jiadi	UNCERTAIN	single-char prefix '甲' + 助词 (likely legitimate N+助词,但 ambiguous)
地	liuchangde	流畅地	7575	liuchangdi	UNCERTAIN	2-char prefix '流畅' + 助词 (V+助词 or 2-char N+助词)
地	wulunhede	无论何地	7552	wulunhedi	LIKELY_SPURIOUS	>=3-char prefix '无论何' + 助词 (long phrase + 助词)
地	deqian	地钱	7482	diqian	UNCERTAIN	default
地	renduodeshao	人多地少	7482	renduodishao	UNCERTAIN	default
地	zhongzhuande	中转地	7422	zhongzhuandi	UNCERTAIN	2-char prefix '中转' + 助词 (V+助词 or 2-char N+助词)
地	ziyuande	自愿地	7393	ziyuandi	UNCERTAIN	2-char prefix '自愿' + 助词 (V+助词 or 2-char N+助词)
地	kuangde	旷地	7387	kuangdi	UNCERTAIN	single-char prefix '旷' + 助词 (likely legitimate N+助词,但 ambiguous)
地	hanhude	含糊地	7264	hanhudi	UNCERTAIN	2-char prefix '含糊' + 助词 (V+助词 or 2-char N+助词)
地	mangmangde	忙忙地	7253	mangmangdi	SPURIOUS	重叠副词 '忙忙' + 助词
地	langfeide	浪费地	7233	langfeidi	UNCERTAIN	2-char prefix '浪费' + 助词 (V+助词 or 2-char N+助词)
地	sude	簌地	7233	sudi	UNCERTAIN	single-char prefix '簌' + 助词 (likely legitimate N+助词,但 ambiguous)
地	yude	舆地	7180	yudi	UNCERTAIN	single-char prefix '舆' + 助词 (likely legitimate N+助词,但 ambiguous)
地	chouxiangde	抽象地	7173	chouxiangdi	UNCERTAIN	2-char prefix '抽象' + 助词 (V+助词 or 2-char N+助词)
地	wangde	旺地	7146	wangdi	UNCERTAIN	single-char prefix '旺' + 助词 (likely legitimate N+助词,但 ambiguous)
地	kongkuangde	空旷地	7099	kongkuangdi	UNCERTAIN	2-char prefix '空旷' + 助词 (V+助词 or 2-char N+助词)
地	meidaoyide	每到一地	7048	meidaoyidi	LIKELY_SPURIOUS	>=3-char prefix '每到一' + 助词 (long phrase + 助词)
地	yinyinde	隐隐地	6907	yinyindi	SPURIOUS	重叠副词 '隐隐' + 助词
地	detangongyuan	地坛公园	6868	ditangongyuan	UNCERTAIN	default
地	youyoude	幽幽地	6868	youyoudi	SPURIOUS	重叠副词 '幽幽' + 助词
地	fushude	附属地	6848	fushudi	UNCERTAIN	2-char prefix '附属' + 助词 (V+助词 or 2-char N+助词)
地	pingde	坪地	6795	pingdi	UNCERTAIN	single-char prefix '坪' + 助词 (likely legitimate N+助词,但 ambiguous)
地	chandoude	颤抖地	6675	chandoudi	UNCERTAIN	2-char prefix '颤抖' + 助词 (V+助词 or 2-char N+助词)
地	feiqide	废弃地	6593	feiqidi	UNCERTAIN	2-char prefix '废弃' + 助词 (V+助词 or 2-char N+助词)
地	desha	地煞	6551	disha	UNCERTAIN	default
地	yinshiyinde	因时因地	6514	yinshiyindi	LIKELY_SPURIOUS	>=3-char prefix '因时因' + 助词 (long phrase + 助词)
地	dege	地格	6487	dige	UNCERTAIN	default
地	dejin	地锦	6463	dijin	UNCERTAIN	default
地	defengli	地缝里	6442	difengli	UNCERTAIN	default
地	deshouhou	地守候	6442	dishouhou	UNCERTAIN	default
地	xiuxiande	休闲地	6412	xiuxiandi	UNCERTAIN	2-char prefix '休闲' + 助词 (V+助词 or 2-char N+助词)
地	yide	乙地	6403	yidi	UNCERTAIN	single-char prefix '乙' + 助词 (likely legitimate N+助词,但 ambiguous)
地	shuchude	输出地	6369	shuchudi	UNCERTAIN	2-char prefix '输出' + 助词 (V+助词 or 2-char N+助词)
地	wawade	哇哇地	6369	wawadi	SPURIOUS	重叠副词 '哇哇' + 助词
地	liufangde	流放地	6359	liufangdi	UNCERTAIN	2-char prefix '流放' + 助词 (V+助词 or 2-char N+助词)
地	kede	客地	6312	kedi	UNCERTAIN	single-char prefix '客' + 助词 (likely legitimate N+助词,但 ambiguous)
地	lianjiade	廉价地	6312	lianjiadi	UNCERTAIN	2-char prefix '廉价' + 助词 (V+助词 or 2-char N+助词)
地	delaoshu	地老鼠	6235	dilaoshu	UNCERTAIN	default
地	mande	蛮地	6117	mandi	UNCERTAIN	single-char prefix '蛮' + 助词 (likely legitimate N+助词,但 ambiguous)
地	reqiede	热切地	6117	reqiedi	UNCERTAIN	2-char prefix '热切' + 助词 (V+助词 or 2-char N+助词)
地	zhucede	注册地	5940	zhucedi	UNCERTAIN	2-char prefix '注册' + 助词 (V+助词 or 2-char N+助词)
地	diede	嗲地	5930	diedi	UNCERTAIN	single-char prefix '嗲' + 助词 (likely legitimate N+助词,但 ambiguous)
地	feide	废地	5930	feidi	UNCERTAIN	single-char prefix '废' + 助词 (likely legitimate N+助词,但 ambiguous)
地	wengwengde	嗡嗡地	5930	wengwengdi	SPURIOUS	重叠副词 '嗡嗡' + 助词
地	yaoraode	妖娆地	5930	yaoraodi	UNCERTAIN	2-char prefix '妖娆' + 助词 (V+助词 or 2-char N+助词)
地	defu	地肤	5895	difu	UNCERTAIN	default
地	qishenzhide	栖身之地	5895	qishenzhidi	LIKELY_SPURIOUS	>=3-char prefix '栖身之' + 助词 (long phrase + 助词)
地	chide	尺地	5879	chidi	UNCERTAIN	single-char prefix '尺' + 助词 (likely legitimate N+助词,但 ambiguous)
地	liurude	流入地	5835	liurudi	UNCERTAIN	2-char prefix '流入' + 助词 (V+助词 or 2-char N+助词)
地	chengbaode	承包地	5771	chengbaodi	UNCERTAIN	2-char prefix '承包' + 助词 (V+助词 or 2-char N+助词)
地	xiongmengde	凶猛地	5771	xiongmengdi	UNCERTAIN	2-char prefix '凶猛' + 助词 (V+助词 or 2-char N+助词)
地	shurude	输入地	5686	shurudi	UNCERTAIN	2-char prefix '输入' + 助词 (V+助词 or 2-char N+助词)
地	huanchongde	缓冲地	5663	huanchongdi	UNCERTAIN	2-char prefix '缓冲' + 助词 (V+助词 or 2-char N+助词)
地	jihaode	极好地	5633	jihaodi	UNCERTAIN	2-char prefix '极好' + 助词 (V+助词 or 2-char N+助词)
地	xiaode	销地	5633	xiaodi	UNCERTAIN	single-char prefix '销' + 助词 (likely legitimate N+助词,但 ambiguous)
地	minjiede	敏捷地	5577	minjiedi	UNCERTAIN	2-char prefix '敏捷' + 助词 (V+助词 or 2-char N+助词)
地	tianhaizaode	填海造地	5527	tianhaizaodi	LIKELY_SPURIOUS	>=3-char prefix '填海造' + 助词 (long phrase + 助词)
地	jianduande	简短地	5489	jianduandi	UNCERTAIN	2-char prefix '简短' + 助词 (V+助词 or 2-char N+助词)
地	edude	恶毒地	5433	edudi	UNCERTAIN	2-char prefix '恶毒' + 助词 (V+助词 or 2-char N+助词)
地	deburong	地不容	5393	diburong	UNCERTAIN	default
地	youzhixude	有秩序地	5393	youzhixudi	LIKELY_SPURIOUS	>=3-char prefix '有秩序' + 助词 (long phrase + 助词)
地	banamade	巴拿马地	5354	banamadi	LIKELY_SPURIOUS	>=3-char prefix '巴拿马' + 助词 (long phrase + 助词)
地	chaoshengde	朝圣地	5354	chaoshengdi	UNCERTAIN	2-char prefix '朝圣' + 助词 (V+助词 or 2-char N+助词)
地	maizangde	埋葬地	5354	maizangdi	UNCERTAIN	2-char prefix '埋葬' + 助词 (V+助词 or 2-char N+助词)
地	boluode	波罗地	5311	boluodi	UNCERTAIN	2-char prefix '波罗' + 助词 (V+助词 or 2-char N+助词)
地	delu	地炉	5286	dilu	UNCERTAIN	default
地	paomade	跑马地	5286	paomadi	UNCERTAIN	2-char prefix '跑马' + 助词 (V+助词 or 2-char N+助词)
地	wuweide	无畏地	5286	wuweidi	UNCERTAIN	2-char prefix '无畏' + 助词 (V+助词 or 2-char N+助词)
地	aode	凹地	5167	aodi	UNCERTAIN	single-char prefix '凹' + 助词 (likely legitimate N+助词,但 ambiguous)
地	bugaoxingde	不高兴地	5167	bugaoxingdi	LIKELY_SPURIOUS	>=3-char prefix '不高兴' + 助词 (long phrase + 助词)
地	siyoude	私有地	5073	siyoudi	UNCERTAIN	2-char prefix '私有' + 助词 (V+助词 or 2-char N+助词)
地	tiyuchangde	体育场地	4961	tiyuchangdi	LIKELY_SPURIOUS	>=3-char prefix '体育场' + 助词 (long phrase + 助词)
地	chaofengde	嘲讽地	4842	chaofengdi	UNCERTAIN	2-char prefix '嘲讽' + 助词 (V+助词 or 2-char N+助词)
地	jiaohuade	狡猾地	4842	jiaohuadi	UNCERTAIN	2-char prefix '狡猾' + 助词 (V+助词 or 2-char N+助词)
地	kongduide	空对地	4842	kongduidi	UNCERTAIN	2-char prefix '空对' + 助词 (V+助词 or 2-char N+助词)
地	zanzhude	暂住地	4842	zanzhudi	UNCERTAIN	2-char prefix '暂住' + 助词 (V+助词 or 2-char N+助词)
地	zhubande	主办地	4804	zhubandi	UNCERTAIN	2-char prefix '主办' + 助词 (V+助词 or 2-char N+助词)
地	zhuchande	主产地	4804	zhuchandi	UNCERTAIN	2-char prefix '主产' + 助词 (V+助词 or 2-char N+助词)
地	kongdongde	空洞地	4747	kongdongdi	UNCERTAIN	2-char prefix '空洞' + 助词 (V+助词 or 2-char N+助词)
地	zhusuode	住所地	4747	zhusuodi	UNCERTAIN	2-char prefix '住所' + 助词 (V+助词 or 2-char N+助词)
地	decao	地槽	4734	dicao	UNCERTAIN	default
地	kende	垦地	4734	kendi	UNCERTAIN	single-char prefix '垦' + 助词 (likely legitimate N+助词,但 ambiguous)
地	laogude	牢固地	4734	laogudi	UNCERTAIN	2-char prefix '牢固' + 助词 (V+助词 or 2-char N+助词)
地	liuchude	流出地	4734	liuchudi	UNCERTAIN	2-char prefix '流出' + 助词 (V+助词 or 2-char N+助词)
地	dewozi	地窝子	4652	diwozi	UNCERTAIN	default
地	qianrude	迁入地	4652	qianrudi	UNCERTAIN	2-char prefix '迁入' + 助词 (V+助词 or 2-char N+助词)
地	zhouqixingde	周期性地	4480	zhouqixingdi	LIKELY_SPURIOUS	>=3-char prefix '周期性' + 助词 (long phrase + 助词)
地	baobaode	薄薄地	4422	baobaodi	SPURIOUS	重叠副词 '薄薄' + 助词
地	chaoxiaode	嘲笑地	4422	chaoxiaodi	UNCERTAIN	2-char prefix '嘲笑' + 助词 (V+助词 or 2-char N+助词)
地	dela	地蜡	4422	dila	UNCERTAIN	default
地	dezoudong	地走动	4422	dizoudong	UNCERTAIN	default
地	jiazhuangde	假装地	4422	jiazhuangdi	UNCERTAIN	2-char prefix '假装' + 助词 (V+助词 or 2-char N+助词)
地	kuaihuode	快活地	4422	kuaihuodi	UNCERTAIN	2-char prefix '快活' + 助词 (V+助词 or 2-char N+助词)
地	nongchangde	农场地	4422	nongchangdi	UNCERTAIN	2-char prefix '农场' + 助词 (V+助词 or 2-char N+助词)
地	qianxunde	谦逊地	4422	qianxundi	UNCERTAIN	2-char prefix '谦逊' + 助词 (V+助词 or 2-char N+助词)
地	xiede	泻地	4422	xiedi	UNCERTAIN	single-char prefix '泻' + 助词 (likely legitimate N+助词,但 ambiguous)
地	youzhide	幼稚地	4422	youzhidi	UNCERTAIN	2-char prefix '幼稚' + 助词 (V+助词 or 2-char N+助词)
地	tuoguande	托管地	4193	tuoguandi	UNCERTAIN	2-char prefix '托管' + 助词 (V+助词 or 2-char N+助词)
地	demao	地锚	4131	dimao	UNCERTAIN	default
地	jidude	极度地	4131	jidudi	UNCERTAIN	2-char prefix '极度' + 助词 (V+助词 or 2-char N+助词)
地	zangshenzhide	葬身之地	4131	zangshenzhidi	LIKELY_SPURIOUS	>=3-char prefix '葬身之' + 助词 (long phrase + 助词)
地	anzangde	安葬地	3861	anzangdi	UNCERTAIN	2-char prefix '安葬' + 助词 (V+助词 or 2-char N+助词)
地	degaoxin	地高辛	3861	digaoxin	UNCERTAIN	default
地	dejisheng	地纪胜	3861	dijisheng	UNCERTAIN	default
地	juliede	剧烈地	3861	juliedi	UNCERTAIN	2-char prefix '剧烈' + 助词 (V+助词 or 2-char N+助词)
地	kenqiede	恳切地	3861	kenqiedi	UNCERTAIN	2-char prefix '恳切' + 助词 (V+助词 or 2-char N+助词)
地	qingkuaide	轻快地	3831	qingkuaidi	UNCERTAIN	2-char prefix '轻快' + 助词 (V+助词 or 2-char N+助词)
地	nuomande	诺曼地	3727	nuomandi	UNCERTAIN	2-char prefix '诺曼' + 助词 (V+助词 or 2-char N+助词)
地	chengshilvde	城市绿地	3686	chengshilvdi	LIKELY_SPURIOUS	>=3-char prefix '城市绿' + 助词 (long phrase + 助词)
地	detangtui	地堂腿	3686	ditangtui	UNCERTAIN	default
地	mubande	木板地	3686	mubandi	UNCERTAIN	2-char prefix '木板' + 助词 (V+助词 or 2-char N+助词)
地	qingshuaide	轻率地	3686	qingshuaidi	UNCERTAIN	2-char prefix '轻率' + 助词 (V+助词 or 2-char N+助词)
地	tantude	滩涂地	3686	tantudi	UNCERTAIN	2-char prefix '滩涂' + 助词 (V+助词 or 2-char N+助词)
地	buzhiqingde	不知情地	3468	buzhiqingdi	LIKELY_SPURIOUS	>=3-char prefix '不知情' + 助词 (long phrase + 助词)
地	caoshuaide	草率地	3468	caoshuaidi	UNCERTAIN	2-char prefix '草率' + 助词 (V+助词 or 2-char N+助词)
地	detingji	地厅级	3468	ditingji	UNCERTAIN	default
地	qingxiede	倾斜地	3468	qingxiedi	UNCERTAIN	2-char prefix '倾斜' + 助词 (V+助词 or 2-char N+助词)
地	tulaode	徒劳地	3468	tulaodi	UNCERTAIN	2-char prefix '徒劳' + 助词 (V+助词 or 2-char N+助词)
地	yinhande	隐含地	3468	yinhandi	UNCERTAIN	2-char prefix '隐含' + 助词 (V+助词 or 2-char N+助词)
地	defantu	地翻土	3239	difantu	UNCERTAIN	default
地	gunde	滚地	3239	gundi	UNCERTAIN	single-char prefix '滚' + 助词 (likely legitimate N+助词,但 ambiguous)
地	aolide	奥利地	3135	aolidi	UNCERTAIN	2-char prefix '奥利' + 助词 (V+助词 or 2-char N+助词)
地	chande	禅地	3094	chandi	UNCERTAIN	single-char prefix '禅' + 助词 (likely legitimate N+助词,但 ambiguous)
地	chendiandiande	沉甸甸地	3094	chendiandiandi	LIKELY_SPURIOUS	>=3-char prefix '沉甸甸' + 助词 (long phrase + 助词)
地	dejieshe	地接社	3094	dijieshe	UNCERTAIN	default
地	dekanyuan	地堪院	3094	dikanyuan	UNCERTAIN	default
地	delieshanbeng	地裂山崩	3094	dilieshanbeng	UNCERTAIN	default
地	demaideng	地埋灯	3094	dimaideng	UNCERTAIN	default
地	demandeng	地埋灯	3094	dimaideng	UNCERTAIN	default
地	detiaogang	地条钢	3094	ditiaogang	UNCERTAIN	default
地	duofade	多发地	3094	duofadi	UNCERTAIN	2-char prefix '多发' + 助词 (V+助词 or 2-char N+助词)
地	fangcunde	方寸地	3094	fangcundi	UNCERTAIN	2-char prefix '方寸' + 助词 (V+助词 or 2-char N+助词)
地	guimide	诡秘地	3094	guimidi	UNCERTAIN	2-char prefix '诡秘' + 助词 (V+助词 or 2-char N+助词)
地	huanxiangde	幻想地	3094	huanxiangdi	UNCERTAIN	2-char prefix '幻想' + 助词 (V+助词 or 2-char N+助词)
地	huopode	活泼地	3094	huopodi	SPURIOUS	V/Adj '活泼' + 助词
地	jiguande	籍贯地	3094	jiguandi	UNCERTAIN	2-char prefix '籍贯' + 助词 (V+助词 or 2-char N+助词)
地	jingjuede	警觉地	3094	jingjuedi	UNCERTAIN	2-char prefix '警觉' + 助词 (V+助词 or 2-char N+助词)
地	jixunde	集训地	3094	jixundi	UNCERTAIN	2-char prefix '集训' + 助词 (V+助词 or 2-char N+助词)
地	kutiankude	哭天哭地	3094	kutiankudi	LIKELY_SPURIOUS	>=3-char prefix '哭天哭' + 助词 (long phrase + 助词)
地	lansande	懒散地	3094	lansandi	UNCERTAIN	2-char prefix '懒散' + 助词 (V+助词 or 2-char N+助词)
地	shanshande	闪闪地	3094	shanshandi	SPURIOUS	重叠副词 '闪闪' + 助词
地	shilide	失礼地	3094	shilidi	UNCERTAIN	2-char prefix '失礼' + 助词 (V+助词 or 2-char N+助词)
地	taotaode	滔滔地	3094	taotaodi	SPURIOUS	重叠副词 '滔滔' + 助词
地	touyunde	头晕地	3094	touyundi	UNCERTAIN	2-char prefix '头晕' + 助词 (V+助词 or 2-char N+助词)
地	waiwaide	歪歪地	3094	waiwaidi	SPURIOUS	重叠副词 '歪歪' + 助词
地	xishude	稀疏地	3094	xishudi	UNCERTAIN	2-char prefix '稀疏' + 助词 (V+助词 or 2-char N+助词)
地	xunmengde	迅猛地	3094	xunmengdi	UNCERTAIN	2-char prefix '迅猛' + 助词 (V+助词 or 2-char N+助词)
地	yaoyaode	遥遥地	3094	yaoyaodi	SPURIOUS	重叠副词 '遥遥' + 助词
地	youzhunbeide	有准备地	3094	youzhunbeidi	LIKELY_SPURIOUS	>=3-char prefix '有准备' + 助词 (long phrase + 助词)
地	zhengjiede	整洁地	3094	zhengjiedi	UNCERTAIN	2-char prefix '整洁' + 助词 (V+助词 or 2-char N+助词)
地	zhengkuaide	整块地	3094	zhengkuaidi	UNCERTAIN	2-char prefix '整块' + 助词 (V+助词 or 2-char N+助词)
地	zhentianhande	震天撼地	3094	zhentianhandi	LIKELY_SPURIOUS	>=3-char prefix '震天撼' + 助词 (long phrase + 助词)
地	zhongshizhide	众矢之地	3094	zhongshizhidi	LIKELY_SPURIOUS	>=3-char prefix '众矢之' + 助词 (long phrase + 助词)
地	zuzude	足足地	3094	zuzudi	SPURIOUS	重叠副词 '足足' + 助词
地	baofuxingde	报复性地	2987	baofuxingdi	LIKELY_SPURIOUS	>=3-char prefix '报复性' + 助词 (long phrase + 助词)
地	dejiao	地椒	2987	dijiao	UNCERTAIN	default
地	faxiangzhide	发祥之地	2987	faxiangzhidi	LIKELY_SPURIOUS	>=3-char prefix '发祥之' + 助词 (long phrase + 助词)
地	geshide	各市地	2987	geshidi	UNCERTAIN	2-char prefix '各市' + 助词 (V+助词 or 2-char N+助词)
地	gongyingde	供应地	2987	gongyingdi	UNCERTAIN	2-char prefix '供应' + 助词 (V+助词 or 2-char N+助词)
地	huajide	滑稽地	2987	huajidi	UNCERTAIN	2-char prefix '滑稽' + 助词 (V+助词 or 2-char N+助词)
地	qiaojude	侨居地	2987	qiaojudi	UNCERTAIN	2-char prefix '侨居' + 助词 (V+助词 or 2-char N+助词)
地	songsande	松散地	2987	songsandi	UNCERTAIN	2-char prefix '松散' + 助词 (V+助词 or 2-char N+助词)
地	suxide	苏悉地	2987	suxidi	UNCERTAIN	2-char prefix '苏悉' + 助词 (V+助词 or 2-char N+助词)
地	xianmingde	贤明地	2987	xianmingdi	UNCERTAIN	2-char prefix '贤明' + 助词 (V+助词 or 2-char N+助词)
地	detang	地趟	2367	ditang	UNCERTAIN	default
地	dezhuanfeng	地转风	2367	dizhuanfeng	UNCERTAIN	default
地	duanrande	断然地	2367	duanrandi	UNCERTAIN	2-char prefix '断然' + 助词 (V+助词 or 2-char N+助词)
地	maicangde	埋藏地	2367	maicangdi	UNCERTAIN	2-char prefix '埋藏' + 助词 (V+助词 or 2-char N+助词)
地	miaode	描地	2367	miaodi	UNCERTAIN	single-char prefix '描' + 助词 (likely legitimate N+助词,但 ambiguous)
地	nannande	喃喃地	2367	nannandi	SPURIOUS	重叠副词 '喃喃' + 助词
地	qiangongde	谦恭地	2367	qiangongdi	UNCERTAIN	2-char prefix '谦恭' + 助词 (V+助词 or 2-char N+助词)
地	taxiande	塌陷地	2367	taxiandi	UNCERTAIN	2-char prefix '塌陷' + 助词 (V+助词 or 2-char N+助词)
地	weiyande	威严地	2367	weiyandi	UNCERTAIN	2-char prefix '威严' + 助词 (V+助词 or 2-char N+助词)
地	xiuyangde	休养地	2367	xiuyangdi	UNCERTAIN	2-char prefix '休养' + 助词 (V+助词 or 2-char N+助词)
地	yeyingde	野营地	2367	yeyingdi	UNCERTAIN	2-char prefix '野营' + 助词 (V+助词 or 2-char N+助词)
地	zhuzhade	驻扎地	2367	zhuzhadi	UNCERTAIN	2-char prefix '驻扎' + 助词 (V+助词 or 2-char N+助词)
地	chaonongde	嘲弄地	1493	chaonongdi	UNCERTAIN	2-char prefix '嘲弄' + 助词 (V+助词 or 2-char N+助词)
地	defuzi	地肤子	1493	difuzi	UNCERTAIN	default
地	deguangbing	地广兵	1493	diguangbing	UNCERTAIN	default
地	dehuagu	地花鼓	1493	dihuagu	UNCERTAIN	default
地	dejianchu	地检处	1493	dijianchu	UNCERTAIN	default
地	dejiding	地计丁	1493	dijiding	UNCERTAIN	default
地	deshenglan	地生兰	1493	dishenglan	UNCERTAIN	default
地	deshengtaixue	地生态学	1493	dishengtaixue	UNCERTAIN	default
地	dewenfeng	地闻风	1493	diwenfeng	UNCERTAIN	default
地	feifande	非凡地	1493	feifandi	UNCERTAIN	2-char prefix '非凡' + 助词 (V+助词 or 2-char N+助词)
地	hangde	夯地	1493	hangdi	UNCERTAIN	single-char prefix '夯' + 助词 (likely legitimate N+助词,但 ambiguous)
地	hehuande	和缓地	1493	hehuandi	UNCERTAIN	2-char prefix '和缓' + 助词 (V+助词 or 2-char N+助词)
地	huixiede	诙谐地	1493	huixiedi	UNCERTAIN	2-char prefix '诙谐' + 助词 (V+助词 or 2-char N+助词)
地	kaikende	开垦地	1493	kaikendi	UNCERTAIN	2-char prefix '开垦' + 助词 (V+助词 or 2-char N+助词)
地	lade	蜡地	1493	ladi	UNCERTAIN	single-char prefix '蜡' + 助词 (likely legitimate N+助词,但 ambiguous)
地	laode	涝地	1493	laodi	UNCERTAIN	single-char prefix '涝' + 助词 (likely legitimate N+助词,但 ambiguous)
地	liuxiangde	流向地	1493	liuxiangdi	UNCERTAIN	2-char prefix '流向' + 助词 (V+助词 or 2-char N+助词)
地	weihaizaode	围海造地	1493	weihaizaodi	LIKELY_SPURIOUS	>=3-char prefix '围海造' + 助词 (long phrase + 助词)
地	yinbide	荫蔽地	1493	yinbidi	UNCERTAIN	2-char prefix '荫蔽' + 助词 (V+助词 or 2-char N+助词)
地	youxichangde	游戏场地	1493	youxichangdi	LIKELY_SPURIOUS	>=3-char prefix '游戏场' + 助词 (long phrase + 助词)
地	aidecha	矮地茶	0	aidicha	UNCERTAIN	default
地	aiqiude	哀求地	0	aiqiudi	SPURIOUS	V/Adj '哀求' + 助词
地	anxiande	安闲地	0	anxiandi	UNCERTAIN	2-char prefix '安闲' + 助词 (V+助词 or 2-char N+助词)
地	baoshade	薄砂地	0	baoshadi	UNCERTAIN	2-char prefix '薄砂' + 助词 (V+助词 or 2-char N+助词)
地	baoyuande	抱怨地	0	baoyuandi	UNCERTAIN	2-char prefix '抱怨' + 助词 (V+助词 or 2-char N+助词)
地	beiliede	卑劣地	0	beiliedi	UNCERTAIN	2-char prefix '卑劣' + 助词 (V+助词 or 2-char N+助词)
