loaded 1845 rows across 6 chars

=== verdict tally (1845 rows) ===
  UNCERTAIN         :  1579  ( 85.6%)
  LIKELY_SPURIOUS   :   133  (  7.2%)
  SPURIOUS          :   117  (  6.3%)
  LEGITIMATE        :    16  (  0.9%)

=== verdict by source char ===
  地: {'LEGITIMATE': 8, 'UNCERTAIN': 573, 'SPURIOUS': 37, 'LIKELY_SPURIOUS': 85}
  得: {'UNCERTAIN': 626, 'LEGITIMATE': 1, 'LIKELY_SPURIOUS': 23}
  的: {'UNCERTAIN': 101, 'SPURIOUS': 80, 'LIKELY_SPURIOUS': 7}
  了: {'LEGITIMATE': 4, 'UNCERTAIN': 222, 'LIKELY_SPURIOUS': 18}
  谁: {'LEGITIMATE': 2, 'UNCERTAIN': 57}
  那: {'LEGITIMATE': 1}
char	wrong_code	word	freq	primary	verdict	note
得	zhangdeishuai	长得帅	22690	zhangdeshuai	UNCERTAIN	default
得	shuodeidui	说得对	22607	shuodedui	UNCERTAIN	default
得	kaidei	开得	21582	kaide	UNCERTAIN	single-char prefix '开' + 助词 (likely legitimate N+助词,但 ambiguous)
得	zhendei	真得	21455	zhende	UNCERTAIN	single-char prefix '真' + 助词 (likely legitimate N+助词,但 ambiguous)
得	jiandei	兼得	21415	jiande	UNCERTAIN	single-char prefix '兼' + 助词 (likely legitimate N+助词,但 ambiguous)
得	peidei	配得	21327	peide	UNCERTAIN	single-char prefix '配' + 助词 (likely legitimate N+助词,但 ambiguous)
得	leidei	累得	21271	leide	UNCERTAIN	single-char prefix '累' + 助词 (likely legitimate N+助词,但 ambiguous)
得	lidei	理得	21210	lide	UNCERTAIN	single-char prefix '理' + 助词 (likely legitimate N+助词,但 ambiguous)
得	zuodeihao	做得好	21168	zuodehao	UNCERTAIN	default
得	deili	得利	21139	deli	UNCERTAIN	default
得	dongdei	冻得	20969	dongde	UNCERTAIN	single-char prefix '冻' + 助词 (likely legitimate N+助词,但 ambiguous)
得	liaodei	聊得	20886	liaode	UNCERTAIN	single-char prefix '聊' + 助词 (likely legitimate N+助词,但 ambiguous)
得	fangdei	放得	20765	fangde	UNCERTAIN	single-char prefix '放' + 助词 (likely legitimate N+助词,但 ambiguous)
得	qiudei	求得	20739	qiude	LEGITIMATE	whitelist N+助词
得	dengdei	等得	20702	dengde	UNCERTAIN	single-char prefix '等' + 助词 (likely legitimate N+助词,但 ambiguous)
得	yangdei	养得	20661	yangde	UNCERTAIN	single-char prefix '养' + 助词 (likely legitimate N+助词,但 ambiguous)
得	hedei	喝得	20610	hede	UNCERTAIN	single-char prefix '喝' + 助词 (likely legitimate N+助词,但 ambiguous)
得	haidei	害得	20548	haide	UNCERTAIN	single-char prefix '害' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deipiao	得票	20458	depiao	UNCERTAIN	default
得	lidei	立得	20316	lide	UNCERTAIN	single-char prefix '立' + 助词 (likely legitimate N+助词,但 ambiguous)
得	zhengdei	整得	20316	zhengde	UNCERTAIN	single-char prefix '整' + 助词 (likely legitimate N+助词,但 ambiguous)
得	shengdei	生得	20301	shengde	UNCERTAIN	single-char prefix '生' + 助词 (likely legitimate N+助词,但 ambiguous)
得	xiangdeimei	想得美	20282	xiangdemei	UNCERTAIN	default
得	yandei	演得	20254	yande	UNCERTAIN	single-char prefix '演' + 助词 (likely legitimate N+助词,但 ambiguous)
得	bingdei	病得	20229	bingde	UNCERTAIN	single-char prefix '病' + 助词 (likely legitimate N+助词,但 ambiguous)
得	zhuangdei	装得	20168	zhuangde	UNCERTAIN	single-char prefix '装' + 助词 (likely legitimate N+助词,但 ambiguous)
得	huidei	回得	20033	huide	UNCERTAIN	single-char prefix '回' + 助词 (likely legitimate N+助词,但 ambiguous)
得	feidei	飞得	19948	feide	UNCERTAIN	single-char prefix '飞' + 助词 (likely legitimate N+助词,但 ambiguous)
得	chengdei	撑得	19908	chengde	UNCERTAIN	single-char prefix '撑' + 助词 (likely legitimate N+助词,但 ambiguous)
得	dedei	得得	19641	dede	UNCERTAIN	single-char prefix '得' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deide	得得	19641	dede	UNCERTAIN	single-char prefix '得' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deidei	得得	19641	dede	UNCERTAIN	single-char prefix '得' + 助词 (likely legitimate N+助词,但 ambiguous)
得	bidei	比得	19486	bide	UNCERTAIN	single-char prefix '比' + 助词 (likely legitimate N+助词,但 ambiguous)
得	gandei	赶得	19453	gande	UNCERTAIN	single-char prefix '赶' + 助词 (likely legitimate N+助词,但 ambiguous)
得	xingdeitong	行得通	19446	xingdetong	UNCERTAIN	default
得	yidei	易得	19376	yide	UNCERTAIN	single-char prefix '易' + 助词 (likely legitimate N+助词,但 ambiguous)
得	hedei	合得	19337	hede	UNCERTAIN	single-char prefix '合' + 助词 (likely legitimate N+助词,但 ambiguous)
得	chudei	出得	19283	chude	UNCERTAIN	single-char prefix '出' + 助词 (likely legitimate N+助词,但 ambiguous)
得	zhaodei	照得	19225	zhaode	UNCERTAIN	single-char prefix '照' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deigai	得该	19100	degai	UNCERTAIN	default
得	zhengdei	挣得	18860	zhengde	UNCERTAIN	single-char prefix '挣' + 助词 (likely legitimate N+助词,但 ambiguous)
得	naidei	耐得	18785	naide	UNCERTAIN	single-char prefix '耐' + 助词 (likely legitimate N+助词,但 ambiguous)
得	yongdeizhao	用得着	18714	yongdezhe	UNCERTAIN	default
得	yongdeizhe	用得着	18714	yongdezhe	UNCERTAIN	default
得	yongdeizhuo	用得着	18714	yongdezhe	UNCERTAIN	default
得	jingdeizhu	经得住	18689	jingdezhu	UNCERTAIN	default
得	liudei	留得	18630	liude	UNCERTAIN	single-char prefix '留' + 助词 (likely legitimate N+助词,但 ambiguous)
得	liandei	练得	18621	liande	UNCERTAIN	single-char prefix '练' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deifenshou	得分手	18618	defenshou	UNCERTAIN	default
得	paodeikuai	跑得快	18510	paodekuai	UNCERTAIN	default
得	fudei	复得	18486	fude	UNCERTAIN	single-char prefix '复' + 助词 (likely legitimate N+助词,但 ambiguous)
得	zuodei	坐得	18316	zuode	UNCERTAIN	single-char prefix '坐' + 助词 (likely legitimate N+助词,但 ambiguous)
得	zhibuzhidei	值不值得	18209	zhibuzhide	LIKELY_SPURIOUS	>=3-char prefix '值不值' + 助词 (long phrase + 助词)
得	shudei	输得	18071	shude	UNCERTAIN	single-char prefix '输' + 助词 (likely legitimate N+助词,但 ambiguous)
得	chideibao	吃得饱	18064	chidebao	UNCERTAIN	default
得	xiudei	修得	17909	xiude	UNCERTAIN	single-char prefix '修' + 助词 (likely legitimate N+助词,但 ambiguous)
得	zhuadei	抓得	17762	zhuade	UNCERTAIN	single-char prefix '抓' + 助词 (likely legitimate N+助词,但 ambiguous)
得	hundei	混得	17553	hunde	UNCERTAIN	single-char prefix '混' + 助词 (likely legitimate N+助词,但 ambiguous)
得	shengbidei	圣彼得	17491	shengbide	UNCERTAIN	2-char prefix '圣彼' + 助词 (V+助词 or 2-char N+助词)
得	haodeiduo	好得多	17480	haodeduo	UNCERTAIN	default
得	bandei	扮得	17470	bande	UNCERTAIN	single-char prefix '扮' + 助词 (likely legitimate N+助词,但 ambiguous)
得	diandei	点得	17465	diande	UNCERTAIN	single-char prefix '点' + 助词 (likely legitimate N+助词,但 ambiguous)
得	xindei	信得	17462	xinde	UNCERTAIN	single-char prefix '信' + 助词 (likely legitimate N+助词,但 ambiguous)
得	meideishuo	没得说	17441	meideshuo	UNCERTAIN	default
得	dangdei	当得	17385	dangde	UNCERTAIN	single-char prefix '当' + 助词 (likely legitimate N+助词,但 ambiguous)
得	shengbideibao	圣彼得堡	17328	shengbidebao	UNCERTAIN	default
得	deiqi	得气	17296	deqi	UNCERTAIN	default
得	deichong	得宠	17271	dechong	UNCERTAIN	default
得	shendeiwoxin	深得我心	17265	shendewoxin	UNCERTAIN	default
得	deiling	得令	17240	deling	UNCERTAIN	default
得	rendei	忍得	17194	rende	UNCERTAIN	single-char prefix '忍' + 助词 (likely legitimate N+助词,但 ambiguous)
得	duodeiduo	多得多	17144	duodeduo	UNCERTAIN	default
得	qiangdei	抢得	17029	qiangde	UNCERTAIN	single-char prefix '抢' + 助词 (likely legitimate N+助词,但 ambiguous)
得	xidei	洗得	17027	xide	UNCERTAIN	single-char prefix '洗' + 助词 (likely legitimate N+助词,但 ambiguous)
得	paidei	排得	17013	paide	UNCERTAIN	single-char prefix '排' + 助词 (likely legitimate N+助词,但 ambiguous)
得	fandei	烦得	16947	fande	UNCERTAIN	single-char prefix '烦' + 助词 (likely legitimate N+助词,但 ambiguous)
得	xiangdeikai	想得开	16914	xiangdekai	UNCERTAIN	default
得	fadei	发得	16815	fade	UNCERTAIN	single-char prefix '发' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deichujielun	得出结论	16798	dechujielun	UNCERTAIN	default
得	caidei	猜得	16779	caide	UNCERTAIN	single-char prefix '猜' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deixi	得悉	16723	dexi	UNCERTAIN	default
得	gendei	跟得	16716	gende	UNCERTAIN	single-char prefix '跟' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deishun	得顺	16706	deshun	UNCERTAIN	default
得	yadei	压得	16639	yade	UNCERTAIN	single-char prefix '压' + 助词 (likely legitimate N+助词,但 ambiguous)
得	gaidei	改得	16604	gaide	UNCERTAIN	single-char prefix '改' + 助词 (likely legitimate N+助词,但 ambiguous)
得	chudei	处得	16514	chude	UNCERTAIN	single-char prefix '处' + 助词 (likely legitimate N+助词,但 ambiguous)
得	haodeikuai	好得快	16407	haodekuai	UNCERTAIN	default
得	kuadei	夸得	16399	kuade	UNCERTAIN	single-char prefix '夸' + 助词 (likely legitimate N+助词,但 ambiguous)
得	shaodei	烧得	16348	shaode	UNCERTAIN	single-char prefix '烧' + 助词 (likely legitimate N+助词,但 ambiguous)
得	shoudei	收得	16287	shoude	UNCERTAIN	single-char prefix '收' + 助词 (likely legitimate N+助词,但 ambiguous)
得	jindei	进得	16285	jinde	UNCERTAIN	single-char prefix '进' + 助词 (likely legitimate N+助词,但 ambiguous)
得	tandei	谈得	16279	tande	UNCERTAIN	single-char prefix '谈' + 助词 (likely legitimate N+助词,但 ambiguous)
得	shidei	识得	16198	shide	UNCERTAIN	single-char prefix '识' + 助词 (likely legitimate N+助词,但 ambiguous)
得	guaidei	乖得	16125	guaide	UNCERTAIN	single-char prefix '乖' + 助词 (likely legitimate N+助词,但 ambiguous)
得	guodei	裹得	16073	guode	UNCERTAIN	single-char prefix '裹' + 助词 (likely legitimate N+助词,但 ambiguous)
得	tidei	题得	16033	tide	UNCERTAIN	single-char prefix '题' + 助词 (likely legitimate N+助词,但 ambiguous)
得	duodei	躲得	16018	duode	UNCERTAIN	single-char prefix '躲' + 助词 (likely legitimate N+助词,但 ambiguous)
得	fudei	服得	16003	fude	UNCERTAIN	single-char prefix '服' + 助词 (likely legitimate N+助词,但 ambiguous)
得	gendeishang	跟得上	15896	gendeshang	UNCERTAIN	default
得	jiedei	接得	15892	jiede	UNCERTAIN	single-char prefix '接' + 助词 (likely legitimate N+助词,但 ambiguous)
得	bideibao	彼得堡	15855	bidebao	UNCERTAIN	default
得	deikesasi	得克萨斯	15819	dekesasi	UNCERTAIN	default
得	jiedei	结得	15801	jiede	UNCERTAIN	single-char prefix '结' + 助词 (likely legitimate N+助词,但 ambiguous)
得	huideilai	回得来	15779	huidelai	UNCERTAIN	default
得	ludei	录得	15773	lude	UNCERTAIN	single-char prefix '录' + 助词 (likely legitimate N+助词,但 ambiguous)
得	didei	抵得	15758	dide	UNCERTAIN	single-char prefix '抵' + 助词 (likely legitimate N+助词,但 ambiguous)
得	chendei	沉得	15749	chende	UNCERTAIN	single-char prefix '沉' + 助词 (likely legitimate N+助词,但 ambiguous)
得	duodeihen	多得很	15735	duodehen	UNCERTAIN	default
得	tingdei	挺得	15728	tingde	UNCERTAIN	single-char prefix '挺' + 助词 (likely legitimate N+助词,但 ambiguous)
得	shidei	始得	15725	shide	UNCERTAIN	single-char prefix '始' + 助词 (likely legitimate N+助词,但 ambiguous)
得	chideiqi	吃得起	15721	chideqi	UNCERTAIN	default
得	andei	安得	15675	ande	UNCERTAIN	single-char prefix '安' + 助词 (likely legitimate N+助词,但 ambiguous)
得	feidei	肥得	15637	feide	UNCERTAIN	single-char prefix '肥' + 助词 (likely legitimate N+助词,但 ambiguous)
得	xuandei	选得	15617	xuande	UNCERTAIN	single-char prefix '选' + 助词 (likely legitimate N+助词,但 ambiguous)
得	xiudei	休得	15586	xiude	UNCERTAIN	single-char prefix '休' + 助词 (likely legitimate N+助词,但 ambiguous)
得	fandei	翻得	15555	fande	UNCERTAIN	single-char prefix '翻' + 助词 (likely legitimate N+助词,但 ambiguous)
得	zhengdei	征得	15494	zhengde	UNCERTAIN	single-char prefix '征' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deiyu	得愈	15462	deyu	UNCERTAIN	default
得	duodeishi	多得是	15437	duodeshi	UNCERTAIN	default
得	yidei	已得	15420	yide	UNCERTAIN	single-char prefix '已' + 助词 (likely legitimate N+助词,但 ambiguous)
得	xiaodei	消得	15393	xiaode	UNCERTAIN	single-char prefix '消' + 助词 (likely legitimate N+助词,但 ambiguous)
得	dadeiduo	大得多	15391	dadeduo	UNCERTAIN	default
得	zhongdei	种得	15348	zhongde	UNCERTAIN	single-char prefix '种' + 助词 (likely legitimate N+助词,但 ambiguous)
得	ganjuedeidao	感觉得到	15275	ganjuededao	UNCERTAIN	default
得	chadei	查得	15263	chade	UNCERTAIN	single-char prefix '查' + 助词 (likely legitimate N+助词,但 ambiguous)
得	zaodeihen	早得很	15187	zaodehen	UNCERTAIN	default
得	tandei	贪得	15175	tande	UNCERTAIN	single-char prefix '贪' + 助词 (likely legitimate N+助词,但 ambiguous)
得	chengdeizhu	撑得住	15093	chengdezhu	UNCERTAIN	default
得	chideiwan	吃得完	15051	chidewan	UNCERTAIN	default
得	deipiaolv	得票率	14987	depiaolv	UNCERTAIN	default
得	deipiaoshuai	得票率	14987	depiaolv	UNCERTAIN	default
得	tuodei	拖得	14975	tuode	UNCERTAIN	single-char prefix '拖' + 助词 (likely legitimate N+助词,但 ambiguous)
得	langdeixuming	浪得虚名	14919	langdexuming	UNCERTAIN	default
得	suhuashuodeihao	俗话说得好	14835	suhuashuodehao	UNCERTAIN	default
得	fufudeizheng	负负得正	14783	fufudezheng	UNCERTAIN	default
得	bandei	搬得	14775	bande	UNCERTAIN	single-char prefix '搬' + 助词 (likely legitimate N+助词,但 ambiguous)
得	caideidao	猜得到	14775	caidedao	UNCERTAIN	default
得	zhuandei	转得	14773	zhuande	UNCERTAIN	single-char prefix '转' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deimian	得免	14772	demian	UNCERTAIN	default
得	diaodei	调得	14736	diaode	UNCERTAIN	single-char prefix '调' + 助词 (likely legitimate N+助词,但 ambiguous)
得	ladei	辣得	14713	lade	UNCERTAIN	single-char prefix '辣' + 助词 (likely legitimate N+助词,但 ambiguous)
得	shidei	拾得	14697	shide	UNCERTAIN	single-char prefix '拾' + 助词 (likely legitimate N+助词,但 ambiguous)
得	xidei	喜得	14688	xide	UNCERTAIN	single-char prefix '喜' + 助词 (likely legitimate N+助词,但 ambiguous)
得	yongdeishang	用得上	14676	yongdeshang	UNCERTAIN	default
得	randei	染得	14653	rande	UNCERTAIN	single-char prefix '染' + 助词 (likely legitimate N+助词,但 ambiguous)
得	mendei	闷得	14621	mende	UNCERTAIN	single-char prefix '闷' + 助词 (likely legitimate N+助词,但 ambiguous)
得	jiandei	减得	14526	jiande	UNCERTAIN	single-char prefix '减' + 助词 (likely legitimate N+助词,但 ambiguous)
得	zenmedeile	怎么得了	14480	zenmedele	LIKELY_SPURIOUS	>=3-char prefix '怎么得' + 助词 (long phrase + 助词)
得	zenmedeiliao	怎么得了	14480	zenmedele	LIKELY_SPURIOUS	>=3-char prefix '怎么得' + 助词 (long phrase + 助词)
得	bideisen	彼得森	14455	bidesen	UNCERTAIN	default
得	guadei	刮得	14392	guade	UNCERTAIN	single-char prefix '刮' + 助词 (likely legitimate N+助词,但 ambiguous)
得	xiaodeiren	消得人	14291	xiaoderen	UNCERTAIN	default
得	shedei	设得	14256	shede	UNCERTAIN	single-char prefix '设' + 助词 (likely legitimate N+助词,但 ambiguous)
得	biandeifuza	变得复杂	14237	biandefuza	UNCERTAIN	default
得	bingdei	并得	14216	bingde	UNCERTAIN	single-char prefix '并' + 助词 (likely legitimate N+助词,但 ambiguous)
得	pengdei	捧得	14164	pengde	UNCERTAIN	single-char prefix '捧' + 助词 (likely legitimate N+助词,但 ambiguous)
得	chendeizhu	沉得住	14143	chendezhu	UNCERTAIN	default
得	huideiqu	回得去	14134	huidequ	UNCERTAIN	default
得	dudei	独得	14125	dude	UNCERTAIN	single-char prefix '独' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deiji	得计	14098	deji	UNCERTAIN	default
得	chideile	吃得了	14083	chidele	UNCERTAIN	2-char prefix '吃得' + 助词 (V+助词 or 2-char N+助词)
得	chideiliao	吃得了	14083	chidele	UNCERTAIN	2-char prefix '吃得' + 助词 (V+助词 or 2-char N+助词)
得	shidei	试得	14083	shide	UNCERTAIN	single-char prefix '试' + 助词 (likely legitimate N+助词,但 ambiguous)
得	midei	觅得	14046	mide	UNCERTAIN	single-char prefix '觅' + 助词 (likely legitimate N+助词,但 ambiguous)
得	tidei	提得	14009	tide	UNCERTAIN	single-char prefix '提' + 助词 (likely legitimate N+助词,但 ambiguous)
得	chendeizhuqi	沉得住气	13997	chendezhuqi	UNCERTAIN	default
得	jiangdei	降得	13954	jiangde	UNCERTAIN	single-char prefix '降' + 助词 (likely legitimate N+助词,但 ambiguous)
得	zhidei	直得	13951	zhide	UNCERTAIN	single-char prefix '直' + 助词 (likely legitimate N+助词,但 ambiguous)
得	dingdeizhu	顶得住	13920	dingdezhu	UNCERTAIN	default
得	zoudeikuai	走得快	13920	zoudekuai	UNCERTAIN	default
得	shoudeizhu	受得住	13882	shoudezhu	UNCERTAIN	default
得	kandeiren	看得人	13880	kanderen	UNCERTAIN	default
得	chuandei	传得	13837	chuande	UNCERTAIN	single-char prefix '传' + 助词 (likely legitimate N+助词,但 ambiguous)
得	taodei	逃得	13800	taode	UNCERTAIN	single-char prefix '逃' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deikesasizhou	得克萨斯州	13755	dekesasizhou	UNCERTAIN	default
得	deishi	得势	13743	deshi	UNCERTAIN	default
得	duidei	堆得	13678	duide	UNCERTAIN	single-char prefix '堆' + 助词 (likely legitimate N+助词,但 ambiguous)
得	nongdeihao	弄得好	13658	nongdehao	UNCERTAIN	default
得	caidei	踩得	13651	caide	UNCERTAIN	single-char prefix '踩' + 助词 (likely legitimate N+助词,但 ambiguous)
得	pengdei	碰得	13650	pengde	UNCERTAIN	single-char prefix '碰' + 助词 (likely legitimate N+助词,但 ambiguous)
得	kedei	咳得	13630	kede	UNCERTAIN	single-char prefix '咳' + 助词 (likely legitimate N+助词,但 ambiguous)
得	shudei	熟得	13532	shude	UNCERTAIN	single-char prefix '熟' + 助词 (likely legitimate N+助词,但 ambiguous)
得	tangdei	烫得	13508	tangde	UNCERTAIN	single-char prefix '烫' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deiminxin	得民心	13505	deminxin	UNCERTAIN	default
得	cedei	测得	13490	cede	UNCERTAIN	single-char prefix '测' + 助词 (likely legitimate N+助词,但 ambiguous)
得	tingdeichu	听得出	13459	tingdechu	UNCERTAIN	default
得	modeizhao	摸得着	13410	modezhe	UNCERTAIN	default
得	modeizhe	摸得着	13410	modezhe	UNCERTAIN	default
得	modeizhuo	摸得着	13410	modezhe	UNCERTAIN	default
得	tuidei	推得	13396	tuide	UNCERTAIN	single-char prefix '推' + 助词 (likely legitimate N+助词,但 ambiguous)
得	taidei	抬得	13362	taide	UNCERTAIN	single-char prefix '抬' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deise	得色	13343	dese	UNCERTAIN	default
得	bideiguo	比得过	13339	bideguo	UNCERTAIN	default
得	deiyi	得宜	13268	deyi	UNCERTAIN	default
得	deiliburao	得理不饶	13212	deliburao	UNCERTAIN	default
得	haideiqi	还得起	13212	haideqi	UNCERTAIN	default
得	kendei	啃得	13202	kende	UNCERTAIN	single-char prefix '啃' + 助词 (likely legitimate N+助词,但 ambiguous)
得	baidei	摆得	13180	baide	UNCERTAIN	single-char prefix '摆' + 助词 (likely legitimate N+助词,但 ambiguous)
得	xundei	熏得	13165	xunde	UNCERTAIN	single-char prefix '熏' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deirong	得荣	13120	derong	UNCERTAIN	default
得	jiangdeizhu	奖得主	13109	jiangdezhu	UNCERTAIN	default
得	pindei	拼得	13087	pinde	UNCERTAIN	single-char prefix '拼' + 助词 (likely legitimate N+助词,但 ambiguous)
得	xiandeiwuliao	闲得无聊	13079	xiandewuliao	UNCERTAIN	default
得	deibiao	得标	13071	debiao	UNCERTAIN	default
得	paodeiman	跑得慢	13056	paodeman	UNCERTAIN	default
得	guangdei	逛得	13045	guangde	UNCERTAIN	single-char prefix '逛' + 助词 (likely legitimate N+助词,但 ambiguous)
得	zhadei	乍得	12954	zhade	UNCERTAIN	single-char prefix '乍' + 助词 (likely legitimate N+助词,但 ambiguous)
得	bodei	播得	12937	bode	UNCERTAIN	single-char prefix '播' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deipiaoshu	得票数	12903	depiaoshu	UNCERTAIN	default
得	xidei	吸得	12871	xide	UNCERTAIN	single-char prefix '吸' + 助词 (likely legitimate N+助词,但 ambiguous)
得	zhaidei	摘得	12839	zhaide	UNCERTAIN	single-char prefix '摘' + 助词 (likely legitimate N+助词,但 ambiguous)
得	kandeiyuan	看得远	12825	kandeyuan	UNCERTAIN	default
得	tuodei	脱得	12713	tuode	UNCERTAIN	single-char prefix '脱' + 助词 (likely legitimate N+助词,但 ambiguous)
得	zhandeizhu	站得住	12685	zhandezhu	UNCERTAIN	default
得	caideichu	猜得出	12681	caidechu	UNCERTAIN	default
得	toudei	投得	12677	toude	UNCERTAIN	single-char prefix '投' + 助词 (likely legitimate N+助词,但 ambiguous)
得	tongdei	通得	12592	tongde	UNCERTAIN	single-char prefix '通' + 助词 (likely legitimate N+助词,但 ambiguous)
得	liudei	流得	12587	liude	UNCERTAIN	single-char prefix '流' + 助词 (likely legitimate N+助词,但 ambiguous)
得	renrendeier	人人得而	12505	renrendeer	UNCERTAIN	default
得	bideisi	彼得斯	12464	bidesi	UNCERTAIN	default
得	lindei	淋得	12459	linde	UNCERTAIN	single-char prefix '淋' + 助词 (likely legitimate N+助词,但 ambiguous)
得	hudei	护得	12404	hude	UNCERTAIN	single-char prefix '护' + 助词 (likely legitimate N+助词,但 ambiguous)
得	zhedei	遮得	12375	zhede	UNCERTAIN	single-char prefix '遮' + 助词 (likely legitimate N+助词,但 ambiguous)
得	gedei	割得	12342	gede	UNCERTAIN	single-char prefix '割' + 助词 (likely legitimate N+助词,但 ambiguous)
得	liudeiqingshan	留得青山	12334	liudeqingshan	UNCERTAIN	default
得	liaodei	料得	12327	liaode	UNCERTAIN	single-char prefix '料' + 助词 (likely legitimate N+助词,但 ambiguous)
得	shengdei	升得	12320	shengde	UNCERTAIN	single-char prefix '升' + 助词 (likely legitimate N+助词,但 ambiguous)
得	sadei	洒得	12284	sade	UNCERTAIN	single-char prefix '洒' + 助词 (likely legitimate N+助词,但 ambiguous)
得	tiaodei	挑得	12215	tiaode	UNCERTAIN	single-char prefix '挑' + 助词 (likely legitimate N+助词,但 ambiguous)
得	biandei	编得	12189	biande	UNCERTAIN	single-char prefix '编' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deiraorenchu	得饶人处	12189	deraorenchu	UNCERTAIN	default
得	goudeizhao	够得着	12189	goudezhe	UNCERTAIN	default
得	goudeizhe	够得着	12189	goudezhe	UNCERTAIN	default
得	goudeizhuo	够得着	12189	goudezhe	UNCERTAIN	default
得	pideihen	皮得很	12189	pidehen	UNCERTAIN	default
得	shuodeiyouli	说得有理	12164	shuodeyouli	UNCERTAIN	default
得	yaodei	摇得	12154	yaode	UNCERTAIN	single-char prefix '摇' + 助词 (likely legitimate N+助词,但 ambiguous)
得	koudei	扣得	12092	koude	UNCERTAIN	single-char prefix '扣' + 助词 (likely legitimate N+助词,但 ambiguous)
得	deiyu	得于	12090	deyu	UNCERTAIN	default
得	tingdeichulai	听得出来	12039	tingdechulai	UNCERTAIN	default
得	deikuan	得款	12009	dekuan	UNCERTAIN	default
得	mangdeibuke	忙得不可	12008	mangdebuke	UNCERTAIN	default
得	liudeiqingshanzai	留得青山在	11999	liudeqingshanzai	UNCERTAIN	default
得	jidei	既得	11969	jide	UNCERTAIN	single-char prefix '既' + 助词 (likely legitimate N+助词,但 ambiguous)
得	zangdei	脏得	11962	zangde	UNCERTAIN	single-char prefix '脏' + 助词 (likely legitimate N+助词,但 ambiguous)
得	mendeihuang	闷得慌	11934	mendehuang	UNCERTAIN	default
得	sidei	撕得	11934	side	UNCERTAIN	single-char prefix '撕' + 助词 (likely legitimate N+助词,但 ambiguous)
得	luodeidao	罗得岛	11844	luodedao	UNCERTAIN	default
得	deiyushi	得与失	11818	deyushi	UNCERTAIN	default
得	fudeiliuyou	富得流油	11768	fudeliuyou	UNCERTAIN	default
得	niudei	扭得	11768	niude	UNCERTAIN	single-char prefix '扭' + 助词 (likely legitimate N+助词,但 ambiguous)
得	maidei	埋得	11747	maide	UNCERTAIN	single-char prefix '埋' + 助词 (likely legitimate N+助词,但 ambiguous)
得	pingdei	评得	11691	pingde	UNCERTAIN	single-char prefix '评' + 助词 (likely legitimate N+助词,但 ambiguous)
得	dadeiying	打得赢	11681	dadeying	UNCERTAIN	default
得	ludeiqing	露得清	11651	ludeqing	UNCERTAIN	default
得	huadei	滑得	11644	huade	UNCERTAIN	single-char prefix '滑' + 助词 (likely legitimate N+助词,但 ambiguous)
得	zoudeiman	走得慢	11444	zoudeman	UNCERTAIN	default
得	deishixin	得失心	11374	deshixin	UNCERTAIN	default
得	deimeiyin	得梅因	11301	demeiyin	UNCERTAIN	default
得	kuaideiduo	快得多	11287	kuaideduo	UNCERTAIN	default
得	jiedei	借得	11240	jiede	UNCERTAIN	single-char prefix '借' + 助词 (likely legitimate N+助词,但 ambiguous)
得	xiaodeiduo	小得多	11225	xiaodeduo	UNCERTAIN	default
得	moudei	谋得	11211	moude	UNCERTAIN	single-char prefix '谋' + 助词 (likely legitimate N+助词,但 ambiguous)
得	shuideizhengxiang	睡得正香	11193	shuidezhengxiang	UNCERTAIN	default
得	coudei	凑得	11151	coude	UNCERTAIN	single-char prefix '凑' + 助词 (likely legitimate N+助词,但 ambiguous)
得	fengdei	疯得	11120	fengde	UNCERTAIN	single-char prefix '疯' + 助词 (likely legitimate N+助词,但 ambiguous)
得	tingdei	停得	11120	tingde	UNCERTAIN	single-char prefix '停' + 助词 (likely legitimate N+助词,但 ambiguous)
得	weidei	围得	11115	weide	UNCERTAIN	single-char prefix '围' + 助词 (likely legitimate N+助词,但 ambiguous)
得	wadei	挖得	11045	wade	UNCERTAIN	single-char prefix '挖' + 助词 (likely legitimate N+助词,但 ambiguous)
得	lideikai	离得开	10888	lidekai	UNCERTAIN	default
得	taodei	套得	10886	taode	UNCERTAIN	single-char prefix '套' + 助词 (likely legitimate N+助词,但 ambiguous)
得	guandei	惯得	10806	guande	UNCERTAIN	single-char prefix '惯' + 助词 (likely legitimate N+助词,但 ambiguous)
