# pinyin	word	freq_score
# generated by pinyin-build-weights — DO NOT EDIT BY HAND. Regenerate via:
#   cargo run --features tools --release --bin pinyin-build-weights
ju	𠉧	0
ju	𠋬	0
ju	𠙆	0
ju	𠚵	0
ju	𠜹	0
ju	𠟰	0
ju	𠤄	0
ju	𠨭	0
ju	𠮑	0
ju	𠰾	0
ju	𡉎	0
ju	𡒍	0
ju	𡕖	0
ju	𡢒	0
ju	𡥶	0
ju	𡨅	0
ju	𡨢	0
ju	𡫬	0
ju	𡱾	0
ju	𡳘	0
ju	𡶋	0
ju	𡸘	0
ju	𡸨	0
ju	𡿾	0
ju	𢚆	0
ju	𢤫	0
ju	𢩁	0
ju	𢯺	0
ju	𣌬	0
ju	𣍇	0
ju	𣎛	0
ju	𣖣	0
ju	𣶝	0
ju	𣻐	0
ju	𤔋	0
ju	𤖵	0
ju	𤜔	0
ju	𤢓	0
ju	𤷢	0
ju	𤼳	0
ju	𥂃	0
ju	𥄷	0
ju	𥇛	0
ju	𥈋	0
ju	𥉁	0
ju	𥘮	0
ju	𥢧	0
ju	𥪏	0
ju	𥬙	0
ju	𥮗	0
ju	𥯔	0
ju	𥲜	0
ju	𥴧	0
ju	𥴪	0
ju	𥷚	0
ju	𦀣	0
ju	𦅽	0
ju	𦇙	0
ju	𦊐	0
ju	𦗻	0
ju	𦙮	0
ju	𦛓	0
ju	𦜛	0
ju	𦞇	0
ju	𦟳	0
ju	𦥑	0
ju	𦱅	0
ju	𦺖	0
ju	𦼈	0
ju	𧂜	0
ju	𧄛	0
ju	𧝲	0
ju	𧣒	0
ju	𧣻	0
ju	𧤑	0
ju	𧲋	0
ju	𧵞	0
ju	𧷾	0
ju	𧸧	0
ju	𧹕	0
ju	𧺹	0
ju	𧻗	0
ju	𧽻	0
ju	𧾣	0
ju	𧿻	0
ju	𨁺	0
ju	𨋧	0
ju	𨍯	0
ju	𨛮	0
ju	𨝮	0
ju	𨧙	0
ju	𨨠	0
ju	𨸰	0
ju	𩉸	0
ju	𩋜	0
ju	𩍔	0
ju	𩍸	0
ju	𩛺	0
ju	𩜃	0
ju	𩧒	0
ju	𩧺	0
ju	𩫴	0
ju	𩬜	0
ju	𩭊	0
ju	𩰤	0
ju	𩳵	0
ju	𩴘	0
ju	𩷐	0
ju	𩿝	0
ju	𪀏	0
ju	𪀣	0
ju	𪁥	0
ju	𪂓	0
ju	𪗖	0
ju	𪧘	0
ju	𫎌	0
ju	𬶋	0
ju	𰘈	0
ju	𰺅	0
ju	𱅃	0
ju	𱇽	0
ju	𱈀	0
ju	𱉐	0
ju	𱉘	0
ju	𱊇	0
ju	𱊌	0
ju	𱖑	0
ju	𲌉	0
juaer	居阿尔	0
juai	举哀	8686
juan	㢧	0
juan	㢾	0
juan	㪻	0
juan	㯞	0
juan	㷷	0
juan	䄅	0
juan	䅌	0
juan	䌸	0
juan	䖭	0
juan	䚈	0
juan	䡓	0
juan	䣺	0
juan	䳪	0
juan	倦	26456
juan	劵	18655
juan	勌	0
juan	勬	0
juan	卷	40177
juan	呟	0
juan	圈	38964
juan	埍	0
juan	奆	0
juan	姢	0
juan	娟	26551
juan	居岸	2895
juan	巨案	0
juan	巻	18979
juan	帣	0
juan	慻	0
juan	拒按	2895
juan	捐	35581
juan	捲	28606
juan	桊	0
juan	涓	23417
juan	淃	0
juan	焆	0
juan	狷	14969
juan	獧	4589
juan	瓹	0
juan	眷	26500
juan	睊	0
juan	睠	8129
juan	絭	0
juan	絹	21503
juan	縳	11024
juan	绢	23963
juan	罥	8129
juan	羂	8129
juan	聚胺	17033
juan	脧	0
juan	臇	4589
juan	菤	0
juan	蔨	0
juan	蠲	16083
juan	裐	0
juan	鄄	13610
juan	錈	0
juan	鎸	0
juan	鐫	17626
juan	锩	0
juan	镌	20903
juan	隽	18459
juan	雋	19361
juan	飬	0
juan	餋	4589
juan	鵑	17747
juan	鹃	22091
juan	𠔉	0
juan	𠡶	0
juan	𠢚	0
juan	𡘰	0
juan	𡡀	0
juan	𡫂	0
juan	𡱑	0
juan	𢋄	0
juan	𢍏	0
juan	𢎥	0
juan	𢝓	0
juan	𣙢	0
juan	𣚓	0
juan	𣜨	0
juan	𣬋	0
juan	𣬏	0
juan	𤎱	0
juan	𤲨	0
juan	𤺻	0
juan	𥁠	0
juan	𥅬	0
juan	𥆞	0
juan	𥱽	0
juan	𦊌	0
juan	𦦽	0
juan	𦬾	0
juan	𦮻	0
juan	𦳽	0
juan	𦼱	0
juan	𧎖	0
juan	𧕲	0
juan	𧭦	0
juan	𧯦	0
juan	𨆈	0
juan	𨌫	0
juan	𨤑	0
juan	𨹵	0
juan	𩎳	0
juan	𩏗	0
juan	𩏹	0
juan	𩔱	0
juan	𩜇	0
juan	𩠉	0
juan	𬣤	0
juan	𰭔	0
juan	𰶍	0
juan	𰾹	0
juanai	涓埃	4589
juanai	眷爱	0
juanaizhili	涓埃之力	0
juanba	隽拔	0
juanbai	卷柏	5791
juanbanji	卷板机	0
juanben	绢本	7485
juanbenzhumo	捐本逐末	0
juanbi	圈闭	0
juanbidao	卷笔刀	10715
juanbirongji	圈闭容积	0
juanbo	绢帛	4589
juanbu	卷布	0
juanbu	绢布	4589
juanbuban	绢布版	0
juancai	卷材	2895
juancanqusha	捐残去杀	0
juancao	圈操	2895
juance	卷册	0
juanceng	圈层	12300
juancengyun	卷层云	0
juanchan	卷缠	0
juancheng	卷成	11835
juancheng	鄄城	12074
juanchengxian	鄄城县	4589
juanchi	卷尺	14731
juanchou	绢绸	0
juanchu	捐出	20643
juanchu	蠲除	6723
juancun	眷村	15712
juandai	倦怠	16815
juandaigan	倦怠感	4589
juandan	卷丹	2895
juandi	涓滴	11582
juandian	圈点	10017
juandibulou	涓滴不漏	0
juandibuyi	涓滴不遗	0
juandichenghe	涓滴成河	0
juandiguigong	涓滴归公	0
juanding	圈定	12718
juandiweili	涓滴微利	0
juandizhilao	涓滴之劳	0
juandong	卷动	5791
juandongmen	卷动门	0
juandushu	据鞍读书	0
juaner	卷儿	0
juanfa	倦乏	11024
juanfa	卷发	23923
juanfajia	卷发夹	9178
juanfang	绢纺	0
juanfangchang	绢纺厂	0
juanfaqi	卷发器	8129
juanfei	圈肥	0
juanfeng	卷风	19999
juanfenqixia	捐忿弃瑕	0
juangan	倦感	8129
juangei	捐给	13276
juangu	眷顾	24312
juangumingxin	镌骨铭心	0
juanhao	娟好	0
juanhaojingxiu	娟好静秀	0
juanhongweicui	眷红偎翠	0
juanhua	绢画	4589
juanhua	绢花	7485
juanhuai	眷怀	0
juanhuan	圈环	5791
juanhuawushi	捐华务实	0
juanhuihuifu	卷回恢复	0
juanji	卷积	15712
juanji	捐给	13276
juanjiabeidao	卷甲倍道	0
juanjian	捐建	13920
juanjiashubing	卷甲束兵	0
juanjiataoge	卷甲韬戈	0
juanjiaxianmei	卷甲衔枚	0
juanjidingli	卷积定理	5791
juanjiezhishi	狷介之士	0
juanjima	卷积码	0
juanjin	卷紧	4589
juanjin	卷进	27312
juanjin	圈进	2895
juanjing	捐精	8129
juanjiyun	卷积云	0
juanjuan	圈圈	22215
juanjuan	涓涓	15613
juanjuan	眷眷	4589
juanjuanbuwang	眷眷不忘	0
juanjuandiandian	圈圈点点	0
juanjuanxiliu	涓涓细流	12074
juanjuanzhiqing	眷眷之情	0
juanjuanzhixin	眷眷之心	0
juanke	镌刻	18889
juankongwangshi	镌空妄实	0
juankou	眷口	4589
juanku	卷库	2895
juankuan	捐款	29683
juankuanjuanwu	捐款捐物	13768
juankuanren	捐款人	13276
juankuantaozou	卷款逃走	0
juankuanxiang	捐款箱	14345
juankuanzhe	捐款者	12074
juanlaijuanqu	卷来卷去	0
juanlao	圈牢	8129
juanlaoyangwu	圈牢养物	0
juanli	圈里	14731
juanlian	卷帘	4589
juanlian	眷恋	15410
juanliang	圈梁	4589
juanliang	眷粮	0
juanliang	隽良	2895
juanliange	卷帘格	0
juanlianmen	卷帘门	4589
juanlianzhao	眷恋着	0
juanlianzhe	眷恋着	0
juanlianzhuo	眷恋着	0
juanling	卷领	0
juanliren	圈里人	0
juanliu	涓流	11312
juanlong	圈拢	0
juanlou	镌镂	0
juanlvwei	居安虑危	0
juanma	圈马	0
juanmao	卷毛	7485
juanmao	隽茂	0
juanmian	卷面	9619
juanmian	蠲免	10380
juanmin	隽敏	0
juanmo	卷末	9619
juanmu	捐募	0
juanna	捐纳	0
juannei	卷内	11024
juannei	圈内	18979
juanneiren	圈内人	11024
juannian	眷念	12300
juanniaoguichao	倦鸟归巢	0
juanniaotoulin	倦鸟投林	0
juanniaozhifan	倦鸟知返	0
juanniaozhigui	倦鸟知归	0
juanniaozhihuan	倦鸟知还	0
juanniu	圈牛	0
juanpizhuoshen	镌脾琢肾	0
juanpugai	卷铺盖	0
juanpugaizouren	卷铺盖走人	0
juanqi	卷起	19401
juanqi	圈起	11312
juanqi	捐弃	8686
juanqian	圈钱	8686
juanqian	捐钱	8686
juanqiang	圈墙	2895
juanqianxiang	捐钱箱	0
juanqilai	圈起来	4589
juanqimei	举案齐眉	5791
juanqin	倦勤	10017
juanqiqianxian	捐弃前嫌	0
juanqixigu	卷旗息鼓	4589
juanqu	卷取	7485
juanqu	卷曲	18357
juanqu	捐躯	17103
juanqu	眷区	0
juanquan	圈圈	22215
juanquandiandian	圈圈点点	0
juanqubaoguo	捐躯报国	0
juanqudu	卷曲度	0
juanqufunan	捐躯赴难	0
juanquluoxuan	卷曲螺旋	0
juanqumeisu	卷曲霉素	0
juanquxunguo	捐躯殉国	4589
juanr	卷儿	0
juanran	卷染	0
juanrao	卷绕	5791
juanrong	倦容	4589
juanru	卷入	29781
juanru	捐入	2895
juanrujiufen	卷入纠纷	0
juanruxuanwo	卷入漩涡	0
juanse	倦色	0
juansha	卷杀	6723
juanshan	绢扇	7485
juanshang	卷上	17103
juanshang	卷商	0
juanshe	卷舌	14477
juanshe	圈舍	8686
juanshenxunyi	捐身徇义	0
juansheyin	卷舌音	11312
juansheyuanyin	卷舌元音	0
juanshichonglai	卷士重来	0
juanshizhonglai	卷士重来	0
juanshou	卷收	9178
juanshou	卷首	15084
juanshouyu	卷首语	0
juanshu	卷数	8129
juanshu	卷舒	7485
juanshu	捐书	0
juanshu	眷属	17564
juanshui	捐税	13276
juansi	绢丝	5791
juansifang	绢丝纺	0
juansipin	绢丝品	0
juansiwei	居安思危	16889
juansu	绢素	2895
juansuo	卷缩	4589
juansuofa	卷缩发	0
juantai	倦态	5791
juantao	卷逃	0
juantao	圈套	29403
juantong	卷筒	9178
juantongzhi	卷筒纸	0
juantu	卷图	2895
juantuchonglai	卷土重来	22512
juanwai	圈外	16424
juanwairen	圈外人	7485
juanwei	卷尾	9619
juanwei	卷纬	0
juanwei	圈围	6723
juanweichise	倦尾赤色	0
juanweihou	卷尾猴	10715
juanwu	捐物	15513
juanxian	捐献	28142
juanxianxiang	捐献箱	0
juanxianzhe	捐献者	12514
juanxie	捐血	20789
juanxieche	捐血车	0
juanxieren	捐血人	11312
juanxierju	卷席而居	0
juanxierzang	卷席而葬	0
juanxincai	卷心菜	22894
juanxing	圈形	8129
juanxingkahuan	圈形卡环	0
juanxinminggu	镌心铭骨	0
juanxiu	卷袖	0
juanxiu	娟秀	11582
juanxizuoyong	卷吸作用	0
juanxu	卷须	8686
juanxuan	圈选	0
juanxue	捐血	20789
juanxueche	捐血车	0
juanxueren	捐血人	11312
juanyan	卷烟	18797
juanyan	卷菸	0
juanyanchang	卷烟厂	12912
juanyang	卷扬	0
juanyang	圈养	17747
juanyang	圈羊	0
juanyangji	卷扬机	0
juanyanhe	卷烟盒	0
juanyanji	卷烟机	8129
juanyanzhi	卷烟纸	7485
juanyechong	卷叶虫	0
juanyee	卷叶蛾	0
juanyeming	卷叶螟	5791
juanyi	倦意	11024
juanyi	居安邑	0
juanyi	捐衣	0
juanyidunxiao	倦意顿消	0
juanyin	镌印	0
juanyong	隽永	13446
juanyou	倦游	0
juanyun	卷云	11835
juanyuzhenyan	隽语箴言	0
juanzeng	捐赠	30960
juanzengdianhua	捐赠电话	0
juanzengren	捐赠人	8686
juanzengzhe	捐赠者	11312
juanzhamen	卷闸门	0
juanzhan	圈占	9619
juanzhi	卷帙	10715
juanzhi	卷纸	8129
juanzhi	圈秩	0
juanzhi	聚氨脂	0
juanzhi	聚氨酯	15410
juanzhi	聚胺脂	0
juanzhihaofan	卷帙浩繁	8129
juanzhou	卷轴	22005
juanzhoujia	卷轴架	0
juanzhoushi	卷轴式	0
juanzhouzhuang	卷轴装	4589
juanzhu	卷住	0
juanzhu	圈住	0
juanzhu	捐助	26100
juanzhu	眷注	2895
juanzhuang	卷装	2895
juanzhudian	捐助点	0
juanzhuguo	捐助国	4589
juanzhukuan	捐助款	0
juanzhuren	捐助人	4589
juanzhuzhe	捐助者	14606
juanzi	卷子	19857
juanzi	娟子	0
juanzi	捐资	18607
juanzi	涓子	6723
juanzi	绢子	0
juanziben	卷子本	0
juanzili	圈子里	10017
juanzishen	居安资深	0
juanzizhujiao	捐资助教	0
juanzizhuxue	捐资助学	7485
juanzong	卷宗	23081
juanzu	卷族	0
juanzuo	镌琢	0
juao	倨傲	10017
juaobugong	倨傲不恭	0
juaozida	踞傲自大	0
juaozidai	踞傲自大	0
jubaisai	居柏塞	0
jubaise	居柏塞	0
juban	举办	33214
juban	拘板	0
jubande	举办地	15993
jubandi	举办地	15993
jubanfang	举办方	0
jubanguo	举办国	12074
jubangzhu	居帮主	0
jubanhuodong	举办活动	9619
jubanquan	举办权	10017
jubanzhe	举办者	4589
jubao	举报	28690
jubao	具保	13098
jubao	具报	2895
jubao	聚宝	13610
jubaodianhua	举报电话	9178
jubaopen	聚宝盆	13610
jubaoren	举报人	14606
jubaoshu	举报书	0
jubaoxiang	举报箱	0
jubaoxiansuo	举报线索	0
jubaoxin	举报信	10380
jubaozhe	举报者	7485
jubaozhongxin	举报中心	0
jubei	举杯	24148
jubei	俱备	13098
jubei	具备	30382
jubei	巨臂	7485
jubeichangyin	举杯畅饮	0
jubeitiaojian	具备条件	10017
juben	剧本	33974
juben	聚苯	13610
jubenan	聚苯胺	2895
jubenban	聚苯板	0
jubencheng	具本承	0
jubenchuangzuo	剧本创作	5791
jubenliumi	聚苯硫醚	0
jubenmi	聚苯醚	0
jubenxiaoshuo	剧本小说	0
jubenyixi	聚苯乙烯	14969
jubenzhou	居本洲	0
jubi	巨臂	7485
jubian	剧变	17626
jubian	巨匾	7485
jubian	巨变	21354
jubian	聚变	22512
jubianfanying	聚变反应	8129
jubing	举兵	15993
jubing	句柄	10715
jubing	桔饼	0
jubingxi	聚丙烯	17979
jubingxi	聚丙稀	0
jubingxijing	聚丙烯腈	9619
jubingxisuan	聚丙烯酸	4589
jubo	巨擘	15712
jubosai	居伯塞	0
jubosai	居柏塞	0
jubose	居伯塞	0
jubose	居柏塞	0
jubu	举步	13920
jubu	局部	28805
jubu	拒不	19673
jubu	拒捕	20931
jubu	拘捕	31028
jububianliang	局部变量	6723
jubucanshu	局部参数	2895
jubuchengren	拒不承认	8129
jubuchongxi	居不重席	0
jubuchongyin	居不重茵	0
jubudaishu	局部代数	0
jubudequ	局部地区	11024
jubudiqu	局部地区	11024
jubufangxing	矩步方行	0
jubuhuida	拒不回答	2895
jubuhuigai	拒不悔改	0
jubujieshou	拒不接受	9619
jubujinqun	局部紧群	0
jubuliyi	局部利益	8129
jubulvhang	拒不履行	0
jubulvxing	拒不履行	0
jubumabi	局部麻痹	0
jubuqiuan	居不求安	0
jubuquan	拘捕权	0
juburenfu	拒不认付	0
jubushengfeng	举步生风	0
jubushengju	举不胜举	11312
jubushenshu	局部参数	2895
jubushoulian	局部收敛	0
jubutu	局部凸	0
jubuweijian	举步为艰	4589
jubuweijian	举步维艰	16585
jubuxing	局部性	13610
jubuyouhua	局部优化	0
jubuyu	局部域	0
jubuzhanzheng	局部战争	12300
jubuzhihang	拒不执行	5791
jubuzhixing	拒不执行	5791
jucai	聚财	10017
jucai	锯材	0
jucan	聚餐	25271
jucanhui	聚餐会	4589
jucankuai	聚餐会	4589
jucaolu	居草庐	0
juceding	据测定	7485
jucegong	居侧宫	5791
jucha	据查	7485
juchang	剧场	29421
juchang	拒唱	5791
juchangan	居长安	0
juchangban	剧场版	15513
juchangji	局长级	0
juchangli	居昌黎	0
juchanglvbian	居常虑变	0
juchangsheng	居长生	0
juchangtu	居常土	2895
juchao	居巢	12300
juchaoqu	居巢区	8129
juchaowang	巨潮网	0
jucheer	居车儿	0
juchen	据称	22894
jucheng	居城	17747
jucheng	据称	22894
jucheng	掬诚	4589
jucheng	莒城	0
jucher	居车儿	0
juchi	巨齿	10715
juchi	拒吃	2895
juchi	拒斥	12300
juchi	矩尺	10017
juchi	菊池	16740
juchi	锯齿	23448
juchi	驹齿	0
juchi	龃齿	0
juchiboxing	锯齿波形	0
juchicao	锯齿草	0
juchigui	锯齿鲑	0
juchiweiluo	驹齿未落	0
juchixing	锯齿形	6723
juchizhuang	锯齿状	11024
juchong	巨虫	0
juchongdui	举重队	6723
juchongji	拒虫剂	0
juchongxuanshou	举重选手	0
juchu	举出	20169
juchu	居处	11835
juchu	拘出	0
juchu	锯出	0
juchuan	拘传	0
juchuan	据传	22316
juchuang	锯床	0
juchuangdianshi	驹窗电逝	0
juchuanshuo	据传说	12074
juchunzheng	巨唇症	0
juci	句词	5791
juci	居次	13768
juci	据此	23826
jucining	居慈宁	0
jucu	局促	16740
jucu	跼促	0
jucubuan	局促不安	13920
jucubuan	跼促不安	0
jucuo	举措	27780
jucuo	举错	2895
jucuo	剧挫	0
jucuo	聚错	0
jucuo	锯错	0
jucuobudang	举措不当	0
jucuoshidang	举措失当	5791
jucuyiyu	跼促一隅	0
juda	巨大	37300
juda	拒打	0
juda	拒答	2895
judabianhua	巨大变化	14731
judabuyi	居大不易	4589
judachenggong	巨大成功	17687
judachengjiu	巨大成就	15195
judafanying	巨大反映	0
judagongcheng	巨大工程	4589
judagongxian	巨大贡献	18035
judaibianhua	巨大变化	14731
judaichenggong	巨大成功	17687
judaichengjiu	巨大成就	15195
judaifanying	巨大反映	0
judaigongcheng	巨大工程	4589
judaigongxian	巨大贡献	18035
judaijinbu	巨大进步	9619
judaijun	居代郡	0
judaijunla	巨大菌落	0
judaijunluo	巨大菌落	0
judaililiang	巨大力量	4589
judaishengli	巨大胜利	10715
judaisunshi	巨大损失	14852
judaizuoyong	巨大作用	15304
judajinbu	巨大进步	9619
judajunla	巨大菌落	0
judajunluo	巨大菌落	0
judaliliang	巨大力量	4589
judan	巨蛋	17438
judan	拒弹	0
judanbai	锯蛋白	0
judang	拒挡	0
judantu	居丹徒	0
judao	锯刀	0
judashengli	巨大胜利	10715
judasunshi	巨大损失	14852
judazuoyong	巨大作用	15304
jude	局地	15410
judi	局地	15410
judi	拒敌	11312
judian	句点	13276
judian	局点	8129
judian	据点	25511
judiao	句调	2895
judiao	巨雕	0
judiao	拒钓	0
judiaocha	据调查	13610
judie	剧跌	0
judikoutian	局地扣天	2895
juding	举鼎	0
juding	具定	7485
judingbashan	举鼎拔山	0
judingerxi	聚丁二烯	4589
judingxiangjiao	聚丁橡胶	0
judiyaotian	局地钥天	0
judiyuetian	跼地籥天	0
judong	举动	31020
judong	剧动	2895
judou	句读	2895
judou	菊豆	0
judu	剧毒	21896
judu	局度	4589
judu	拒赌	0
judu	聚赌	10715
juduan	局端	4589
juduan	锯断	7485
juduiyaben	聚对亚苯	0
juduo	居多	23583
juduoshu	居多数	4589
jue	㔃	0
jue	㔢	0
jue	㟲	0
jue	㤜	0
jue	㩱	0
jue	㭈	0
jue	㭾	0
jue	㰐	0
jue	㲄	0
jue	㵐	0
jue	㷾	0
jue	㸕	0
jue	㹟	0
jue	㻕	0
jue	䀗	0
jue	䁷	0
jue	䇶	0
jue	䏐	0
jue	䏣	4589
jue	䐘	0
jue	䖼	0
jue	䘿	0
jue	䙠	0
jue	䝌	0
jue	䞵	0
jue	䞷	0
jue	䠇	0
jue	䡈	0
jue	䣤	0
jue	䦆	0
jue	䦼	0
jue	亅	10017
jue	倔	22859
jue	傕	17687
jue	决	41655
jue	刔	0
jue	劂	4589
jue	勪	0
jue	匷	0
jue	厥	28494
jue	噘	11582
jue	嚼	30243
jue	孒	0
jue	孓	9619
jue	屩	0
jue	屫	0
jue	崛	26926
jue	嶥	0
jue	巨额	25842
jue	弡	0
jue	彏	0
jue	憠	0
jue	憰	0
jue	戄	0
jue	抉	22069
jue	挗	0
jue	捔	0
jue	掘	31809
jue	撅	22215
jue	撧	0
jue	攫	18091
jue	斍	0
jue	桷	15993
jue	橛	11835
jue	橜	0
jue	欔	0
jue	欮	0
jue	殌	0
jue	氒	6723
jue	決	41193
jue	泬	0
jue	灍	0
jue	焳	0
jue	熦	0
jue	爑	0
jue	爝	10017
jue	爴	0
jue	爵	34844
jue	獗	18843
jue	玃	6723
jue	玦	12718
jue	玨	10017
jue	珏	14345
jue	瑴	4589
jue	疦	0
jue	瘚	0
jue	矍	10017
jue	矡	0
jue	砄	0
jue	絕	38040
jue	絶	21739
jue	绝	39314
jue	臄	0
jue	芵	0
jue	蕝	6723
jue	蕨	22963
jue	虳	0
jue	蚗	0
jue	蟨	0
jue	蟩	0
jue	覐	0
jue	覚	6723
jue	覺	36557
jue	觉	38570
jue	角	42374
jue	觖	8129
jue	觼	0
jue	訣	22215
jue	譎	16740
jue	诀	21527
jue	谲	16889
jue	貜	0
jue	赽	0
jue	趉	0
jue	趹	0
jue	蹶	19784
jue	蹷	0
jue	蹻	12300
jue	躩	0
jue	逫	0
jue	鈌	0
jue	鐍	5791
jue	鐝	0
jue	钁	6723
jue	钜额	0
jue	镢	5791
jue	駃	6723
jue	鴂	0
jue	鴃	8129
jue	鶌	0
jue	鷢	0
jue	龣	0
jue	𠀔	0
jue	𠄌	0
jue	𠄑	0
jue	𠊬	0
jue	𠎮	0
jue	𠜾	0
jue	𠢤	0
jue	𠨊	0
jue	𠫃	0
jue	𠶸	0
jue	𡈅	0
jue	𡚠	0
jue	𡲗	0
jue	𡳾	0
jue	𡾜	0
jue	𢁪	0
jue	𢎹	0
jue	𢏷	0
jue	𢔱	0
jue	𢖦	0
jue	𢨏	0
jue	𢩯	0
jue	𢱺	0
jue	𢴭	0
jue	𣅡	0
jue	𣖬	0
jue	𣨢	0
jue	𣬎	0
jue	𤛦	0
jue	𤞴	0
jue	𤟎	0
jue	𤹋	0
jue	𤼗	0
jue	𥆌	0
jue	𥈾	0
jue	𥏘	0
jue	𥕲	0
jue	𥛯	0
jue	𥤘	0
jue	𥾮	0
jue	𦁐	0
jue	𦏅	0
jue	𦓐	0
jue	𦛲	0
jue	𦠒	0
jue	𦪘	0
jue	𧍕	0
jue	𧗫	0
jue	𧝃	0
jue	𧣸	0
jue	𧤼	0
jue	𧥎	0
jue	𧮫	0
jue	𧱝	0
jue	𧺐	0
jue	𧽸	0
jue	𧾵	0
jue	𧿺	0
jue	𨊿	0
jue	𨏹	0
jue	𨬐	0
jue	𨰜	0
jue	𨼎	0
jue	𨼱	0
jue	𩊺	0
jue	𩍷	0
jue	𩏺	0
jue	𩓻	0
jue	𩧏	0
jue	𩧡	0
jue	𩪗	0
jue	𩰨	0
jue	𪁠	0
jue	𪈴	0
jue	𪖜	0
jue	𪚅	0
jue	𪨗	0
jue	𪮖	0
jue	𫈵	0
jue	𫏋	0
jue	𫔎	0
jue	𫘝	0
jue	𫛞	0
jue	𫞝	0
jue	𫦌	0
jue	𫦳	0
jue	𬺖	0
jue	𱉔	0
jue	𱊧	0
jue	𱱱	0
jueai	绝爱	0
juean	觉岸	0
jueaochanyou	抉奥阐幽	0
jueban	绝版	16815
juebanbing	角斑病	0
juebanshu	绝版书	0
juebei	角杯	4589
juebei	角背	2895
juebi	绝壁	17501
juebi	绝笔	10380
juebie	决别	0
juebie	诀别	15712
juebieshu	诀别书	2895
juebu	决不	32876
juebu	绝不	36511
juebubaxiu	决不罢休	2895
juebubi	绝不比	0
juebudaishi	决不待时	0
juebudiande	角不点地	0
juebudiandi	角不点地	0
juebufangqi	绝不放弃	5791
juebufanhui	决不反悔	0
juebuhui	决不会	26389
juebuhui	绝不会	15712
juebuke	决不可	11312
juebukuai	决不会	26389
juebukuai	绝不会	15712
juebukuandai	决不宽贷	0
juebule	嚼不了	0
juebuliao	嚼不了	0
juebuneng	决不能	25816
juebuneng	绝不能	19361
juebushiyan	决不食言	0
juebushiyan	绝不食言	0
juebuyunxu	决不允许	12514
juebuyunxu	绝不允许	12074
juebuzai	决不再	2895
juecai	绝才	2895
juecai	蕨菜	11024
juecaichan	巨额财产	8686
juece	决策	31283
juecebiao	决策表	0
juececeng	决策层	11582
juecechengxu	决策程序	6723
juecedangju	决策当局	0
juecedanwei	决策单位	0
juecefenxi	决策分析	5791
juecehanshu	决策函数	0
juecejigou	决策机构	12912
juecejuzhen	决策矩阵	0
juecekongjian	决策空间	0
juecekongzhi	决策控制	0
juecequan	决策权	14606
juecerenyuan	决策人员	0
jueceshu	决策树	10715
juecewenti	决策问题	2895
juecexing	决策性	0
juecexue	决策学	0
jueceyiju	决策依据	4589
juecezhe	决策者	17747
juecezhichijitong	决策支持系统	5791
juecezhichixitong	决策支持系统	5791
juecezhiding	决策制定	2895
juecezhunze	决策准则	0
juecha	觉察	23670
juecha	觉查	5791
juechacai	角叉菜	4589
juechacaijiao	角叉菜胶	4589
juechachu	觉察出	4589
juechadao	觉察到	10017
juechang	绝唱	17307
juechangbuduan	绝长补短	0
juechangjiduan	绝长继短	0
juechangxuduan	绝长续短	0
juechashijian	觉察时间	0
juechen	绝尘	9619
juechenerqu	绝尘而去	4589
juechu	决出	16505
juechu	掘出	21622
juechu	绝处	13920
juechu	觉出	10715
juechuang	爵床	0
juechuangke	爵床科	0
juechufengsheng	绝处逢生	15084
juechulai	掘出来	13098
juechumingci	决出名次	0
juecixiong	决雌雄	5791
juecunkuan	巨额存款	0
jueda	绝大	28416
juedabufen	绝大部分	25985
juedaduoshu	绝大多数	28392
juedaduoshuge	绝大多数个	0
juedaduoshuzhan	绝大多数站	0
juedai	绝代	7485
juedai	绝大	28416
juedai	绝待	0
juedaibufen	绝大部分	25985
juedaiduoshu	绝大多数	28392
juedaiduoshuge	绝大多数个	0
juedaiduoshuzhan	绝大多数站	0
juedaijiaren	绝代佳人	0
juedaimeinv	绝代美女	0
juedaishuangjiao	绝代双娇	0
juedanbai	角蛋白	6723
juedanbaimei	角蛋白酶	0
juedao	绝倒	0
juede	觉得	49917
juedechongsheng	绝地重生	0
juededa	绝地大	12514
juededai	绝地大	12514
juededuibian	角的对边	4589
juedehenmei	觉得很没	0
juedehenmo	觉得很没	0
juedehenyou	觉得很有	9619
juedeihenmei	觉得很没	0
juedeihenmo	觉得很没	0
juedeihenyou	觉得很有	9619
juedeijingqi	觉得惊奇	0
juedejingqi	觉得惊奇	0
juedezhongsheng	绝地重生	0
juedi	决堤	15410
juedi	绝地	26623
juedi	角抵	13446
juediao	角雕	4589
juedichongsheng	绝地重生	0
juedida	绝地大	12514
juedidai	绝地大	12514
juediduibian	角的对边	4589
juedierqi	崛地而起	0
jueding	决定	43848
jueding	绝顶	21200
juedingcongming	绝顶聪明	2895
juedingcu	决定簇	0
juedingjishu	决定系数	0
juedinglun	决定论	15808
juedingquan	决定权	24858
juedingshu	决定书	10715
juedingxing	决定性	26148
juedingxishu	决定系数	0
juedizhongsheng	绝地重生	0
juedou	决斗	28588
juedou	角斗	20169
juedouchang	角斗场	0
juedoushi	角斗士	13920
juedouzhe	决斗者	8129
jueduan	决断	21669
jueduanli	决断力	4589
jueduanruliu	决断如流	0
jueduguancha	角度观察	9178
juedui	绝对	41681
jueduibawo	绝对把握	6723
