# pinyin	word	freq_score
# generated by pinyin-build-weights — DO NOT EDIT BY HAND. Regenerate via:
#   cargo run --features tools --release --bin pinyin-build-weights
huanqiu	换球	0
huanqiu	环球	28489
huanqiuhangkonggongsi	环球航空公司	0
huanqiujunshi	环球军事	0
huanqiulvhang	环球旅行	8129
huanqiulvxing	环球旅行	8129
huanqiushibao	环球时报	17172
huanqiutong	环球通	0
huanqiuwang	环球网	11024
huanqiuxiaojie	环球小姐	0
huanqu	唤取	6723
huanqu	换去	2895
huanqu	换取	26945
huanqu	环区	0
huanr	患儿	17033
huanran	涣然	0
huanran	焕然	14969
huanranbingshi	涣然冰释	0
huanrangchu	还让出	0
huanrangdao	还让到	0
huanranruxin	焕然如新	0
huanranyixin	涣然一新	0
huanranyixin	焕然一新	23685
huanrao	环绕	27823
huanraopanxuan	环绕盘旋	0
huanraosheng	环绕声	8129
huanraosudu	环绕速度	0
huanraozhao	环绕着	15084
huanraozhe	环绕着	15084
huanraozhuo	环绕着	15084
huanre	换热	13098
huanren	换人	18459
huanren	桓仁	9619
huanrenmanzuzizhixian	桓仁满族自治县	0
huanrenqing	还人情	0
huanrenxian	桓仁县	0
huanreqi	换热器	12300
huanrezhan	换热站	0
huanri	幻日	0
huanritoutian	换日偷天	0
huanru	换入	5791
huanrubingshi	涣如冰释	0
huanruobingshi	涣若冰释	0
huanruobingxiao	涣若冰消	0
huanruopingsheng	欢若平生	0
huansan	换伞	0
huansan	涣散	20136
huansha	浣纱	6723
huanshan	环山	17307
huanshang	患上	23048
huanshang	换上	26235
huanshanglai	换上来	0
huanshangmin	宦商民	0
huanshangonglu	环山公路	2895
huanshangqu	换上去	0
huanshe	还射	0
huanshen	换肾	0
huansheng	欢声	14477
huansheng	环生	13446
huanshengleidong	欢声雷动	4589
huanshengxiaoyu	欢声笑语	18035
huanshenshoushu	换肾手术	0
huanshi	幻视	5791
huanshi	护岸石	0
huanshi	欢实	5791
huanshi	环蚀	0
huanshi	环视	12718
huanshi	环食	11024
huanshi	缓释	14066
huanshibishen	还施彼身	0
huanshifeiliao	缓释肥料	0
huanshiji	缓蚀剂	0
huanshilu	幻世录	0
huanshilu	环市路	2895
huanshimin	桓石民	2895
huanshipian	缓释片	0
huanshizuoyong	幻视作用	0
huanshou	换守	0
huanshou	换手	13276
huanshou	换收	0
huanshou	缓手	0
huanshou	还手	21918
huanshoulv	换手率	8129
huanshoushuai	换手率	8129
huanshu	幻数	6723
huanshu	幻术	16257
huanshui	换水	9619
huanshui	环水	15613
huanshuzhi	桓叔之	4589
huansi	环伺	11312
huansi	还撕	0
huansiansuan	环丝氨酸	0
huansong	欢送	18558
huansonghui	欢送会	15084
huansongkuai	欢送会	15084
huansongwanhui	欢送晚会	0
huansongwankuai	欢送晚会	0
huansu	换速	8129
huansu	还俗	14066
huansuan	换算	19857
huansuan	还算	16740
huansuanbiao	换算表	2895
huansuanqi	换算器	0
huantai	换台	7485
huantai	换胎	0
huantai	桓台	0
huantai	环肽	0
huantaixian	桓台县	0
huantan	欢谈	5791
huantang	换汤	10380
huantangbuhuanyao	换汤不换药	13768
huanteng	欢腾	14606
huantian	换填	0
huantian	换田	0
huantianxian	环天线	0
huantianxidi	欢天喜地	13098
huantiao	换调	2895
huantiao	欢跳	10380
huantiao	环跳	0
huantiao	还调	4589
huantie	换帖	0
huanting	幻听	10380
huanting	换停	4589
huantou	唤头	0
huantou	换头	2895
huantu	宦途	4589
huantu	换图	2895
huantu	换土	2895
huantun	还吞	5791
huanwaianji	环外氨基	0
huanwan	环烷	6723
huanwang	还望	0
huanwanggui	环网柜	0
huanwansuan	环烷酸	0
huanwanting	环烷烃	2895
huanwei	换为	21575
huanwei	换位	19748
huanwei	环卫	18979
huanwei	还为	21200
huanweichu	环卫处	0
huanweidui	环卫队	0
huanweigong	环卫工	16505
huanweigongren	环卫工人	14208
huanweiju	环卫局	0
huanweishebei	环卫设备	0
huanweisuo	环卫所	0
huanwen	换文	11582
huanwen	环纹	5791
huanwenfa	桓温伐	0
huanwenju	桓温举	0
huanwenmie	桓温灭	0
huanwensi	桓温死	2895
huanwenzhi	桓温之	4589
huanwenzhuan	桓温专	0
huanwoheshan	还我河山	6723
huanwu	换屋	0
huanwu	欢舞	0
huanwuerxi	环戊二烯	9619
huanxi	换吸	0
huanxi	换洗	18655
huanxi	换系	13610
huanxi	欢喜	24386
huanxi	欢息	0
huanxi	浣洗	2895
huanxi	还席	0
huanxia	换下	14606
huanxialai	换下来	6723
huanxian	环县	10715
huanxian	环线	21278
huanxianfa	环线法	0
huanxiang	幻像	21599
huanxiang	幻想	34975
huanxiang	幻相	8129
huanxiang	幻象	26328
huanxiang	换向	9619
huanxiang	换箱	0
huanxiang	换项	0
huanxiang	还乡	17979
huanxiangansuan	环腺苷酸	0
huanxiangde	幻想地	0
huanxiangdi	幻想地	0
huanxiangfa	换向阀	0
huanxiangguo	幻想国	0
huanxianghe	还乡河	0
huanxiangli	幻想力	4589
huanxiangpian	幻想片	2895
huanxiangqi	换向器	5791
huanxiangqu	幻想曲	16171
huanxiangtuan	还乡团	4589
huanxiangzhoujin	还乡昼锦	0
huanxiangzuo	幻想作	10380
huanxiao	欢笑	26666
huanxiaosheng	欢笑声	12074
huanxiaqu	换下去	2895
huanxie	换血	14066
huanxie	换鞋	0
huanxifu	欢喜佛	4589
huanxiling	欢喜岭	0
huanxin	换心	10380
huanxin	换新	17501
huanxin	欢心	23371
huanxin	欢欣	18252
huanxinfan	桓鑫蘩	0
huanxing	唤醒	28797
huanxing	换型	8129
huanxing	换姓	9619
huanxing	环型	9178
huanxing	环形	21304
huanxing	环星	5791
huanxing	环行	14606
huanxing	缓刑	23685
huanxing	缓行	6723
huanxing	还行	12912
huanxingdeitong	还行得通	0
huanxingdetong	还行得通	0
huanxingfu	换行符	8129
huanxingjiaocha	环形交叉	0
huanxingjiaocha	环行交叉	0
huanxingkahuan	环形卡环	0
huanxingqi	环行器	0
huanxingshan	环形山	8129
huanxinguwu	欢心鼓舞	0
huanxinguwu	欢欣鼓舞	20203
huanxingxian	环行线	4589
huanxingxianwei	环行纤维	0
huanxingxianzhi	环形限制	0
huanxingzhankai	环形展开	0
huanxingzhen	环形阵	2895
huanxinhuan	桓鑫锾	0
huanxinruokuang	欢欣若狂	0
huanxinshoushu	换心手术	0
huanxinyan	换新颜	6723
huanxinzhuang	换新装	2895
huanxiong	浣熊	24976
huanxiruokuang	欢喜若狂	0
huanxisha	浣溪沙	6723
huanxisha	浣溪纱	0
huanxiushanzhuang	环秀山庄	0
huanxiyuanjia	欢喜冤家	6723
huanxiyukuang	欢喜欲狂	0
huanxuan	换选	0
huanxuan	桓玄	17806
huanxue	换学	11582
huanya	换牙	13768
huanyan	欢宴	12074
huanyan	欢颜	10715
huanyan	缓延	0
huanyanfan	桓彦范	0
huanyang	换样	0
huanyang	环氧	14606
huanyang	豢养	14477
huanyang	还养	10380
huanyang	还阳	0
huanyangbingwan	环氧丙烷	2895
huanyanghuawu	环氧化物	0
huanyanglvbingwan	环氧氯丙烷	2895
huanyangshuzhi	环氧树脂	12514
huanyangyiwan	环氧乙烷	8129
huanyanzhi	换言之	18979
huanyao	换药	15993
huanyao	还要	40124
huanye	换页	5791
huanyi	换衣	10380
huanyi	浣衣	6723
huanyi	缓役	0
huanyi	缓议	4589
huanyi	还以	19110
huanyifu	换衣服	9619
huanyihuan	缓一缓	17747
huanyijian	换衣间	0
huanyin	幻阴	0
huanyin	欢音	6723
huanying	幻影	26059
huanying	欢迎	42669
huanyingci	欢迎词	0
huanyingci	欢迎辞	9178
huanyingguanglin	欢迎光临	0
huanyinghui	欢迎会	15712
huanyinghuigu	欢迎惠顾	0
huanyingkuai	欢迎会	15712
huanyingnin	欢迎您	9619
huanyingpiping	欢迎批评	6723
huanyingwanhui	欢迎晚会	0
huanyingwankuai	欢迎晚会	0
huanyingxin	欢迎信	2895
huanyingyanhui	欢迎宴会	0
huanyingyankuai	欢迎宴会	0
huanyingyishi	欢迎仪式	12300
huanyiwai	环以外	8686
huanyong	换用	12514
huanyong	还用	18655
huanyongshuo	还用说	5791
huanyou	宦游	7485
huanyou	患有	28142
huanyou	换有	10017
huanyou	换油	8129
huanyou	獾油	0
huanyou	环游	24976
huanyoushijie	环游世界	8686
huanyu	寰宇	17922
huanyu	换喻	0
huanyu	换羽	11024
huanyu	欢娱	10017
huanyu	欢愉	20672
huanyu	环宇	10017
huanyu	还于	12912
huanyuan	还原	32000
huanyuan	还愿	11024
huanyuancheng	还原成	9178
huanyuandian	还原点	0
huanyuanerju	还原二聚	0
huanyuanfa	还原法	7485
huanyuanfanben	还元返本	0
huanyuanfanben	还原反本	0
huanyuanji	还原剂	14731
huanyuanjingling	还原精灵	0
huanyuanka	还原卡	0
huanyuanliu	还原硫	0
huanyuanlu	还原炉	0
huanyuanlun	还原论	8686
huanyuanmei	还原酶	11582
huanyuanranliao	还原染料	0
huanyuanronglian	还原熔炼	2895
huanyuantie	还原铁	0
huanyuanxing	还原型	4589
huanyuanxing	还原性	12514
huanyuanyan	还原焰	0
huanyuanzuoyong	还原作用	2895
huanyue	换约	5791
huanyue	欢悦	10017
huanyue	欢跃	0
huanyuecheng	欢乐城	0
huanyuede	欢乐地	0
huanyuedi	欢乐地	0
huanyuegu	欢乐谷	8129
huanyuejinxiao	欢乐今宵	4589
huanyueqifen	欢乐气氛	5791
huanyuesong	欢乐颂	9178
huanyuexianghe	欢乐祥和	0
huanyuexianghuo	欢乐祥和	0
huanyunxiaoying	环晕效应	0
huanyuyigong	换羽移宫	0
huanzai	还载	5791
huanzhai	换摘	0
huanzhai	还债	24337
huanzhang	换张	0
huanzhang	还账	12912
huanzhao	缓召	0
huanzhao	还着	4589
huanzhe	宦者	15195
huanzhe	患者	36441
huanzhe	还着	4589
huanzheng	换证	8686
huanzheng	缓征	0
huanzhengyumin	还政于民	5791
huanzhenhao	还真好	5791
huanzhi	换支	0
huanzhi	换枝	0
huanzhi	换纸	4589
huanzhi	换织	0
huanzhi	环志	14606
huanzhi	缓滞	4589
huanzhi	还值	0
huanzhi	还织	0
huanzhihutian	患至呼天	0
huanzhijia	宦之家	11312
huanzhiqirenzhishen	还治其人之身	5791
huanzhiqu	桓之曲	0
huanzhizu	桓之族	0
huanzhong	环中	16740
huanzhu	獾猪	4589
huanzhuang	换装	16585
huanzhuang	环状	19857
huanzhuangbei	换装备	0
huanzhuangguanwang	环状管网	0
huanzhuanglvxing	环状绿型	0
huanzhuangruangu	环状软骨	0
huanzhuangzhushui	环状注水	0
huanzhufanbi	还珠返璧	0
huanzhugege	还珠格格	8129
huanzhuhepu	还珠合浦	0
huanzhuo	还着	4589
huanzi	环子	8129
huanzongchun	桓宗纯	0
huanzongtian	桓宗天	0
huanzu	换租	0
huanzu	换组	4589
huanzu	环阻	0
huanzui	还嘴	15993
huanzuo	唤作	7485
huanzuo	环坐	4589
huapai	画派	17687
huapan	花盘	7485
huapao	滑跑	10715
huapao	花炮	17438
huapaochang	花炮厂	0
huapen	花盆	19481
huapeng	花棚	0
huapenli	花盆里	5791
huapi	画皮	12074
huapian	划片	8686
huapian	画片	19153
huapian	花片	5791
huapin	画品	8129
huapin	话频	2895
huaping	华坪	11024
huaping	画屏	8129
huaping	花瓶	26791
huapingjia	画评家	0
huapingxian	华坪县	0
huapo	划破	21454
huapo	化婆	0
huapo	滑坡	20702
huapoti	滑坡体	10017
huapu	华浦	0
huapu	画谱	10017
huapu	花圃	16505
huaqi	划起	8686
huaqi	化器	18145
huaqi	化气	13920
huaqi	华旗	2895
huaqi	滑起	0
huaqi	花旗	21174
huaqi	花期	19320
huaqian	化钱	0
huaqian	化铅	6723
huaqian	花钱	29874
huaqiang	花墙	8129
huaqiang	花枪	12718
huaqiang	花腔	12718
huaqiangbei	华强北	13768
huaqianmai	花钱买	11312
huaqianxiaozai	花钱消灾	0
huaqianyuexia	花前月下	14606
huaqiao	华侨	23597
huaqiao	滑橇	8129
huaqiao	花俏	11582
huaqiao	花巧	6723
huaqiaocheng	华侨城	6723
huaqiaochengjituan	华侨城集团	0
huaqiaodaixue	华侨大学	4589
huaqiaodaxue	华侨大学	4589
huaqiaogong	花桥公	0
huaqiaogong	花桥宫	0
huaqiaolianhui	华侨联会	0
huaqiaoliankuai	华侨联会	0
huaqiaoyinhang	华侨银行	0
huaqiaoyinxing	华侨银行	0
huaqiaozhixiang	华侨之乡	4589
huaqican	花旗参	6723
huaqihui	花奇卉	0
huaqijituan	花旗集团	5791
huaqilai	划起来	0
huaqilai	滑起来	0
huaqing	划清	22048
huaqing	化氢	20397
huaqingchi	华清池	6723
huaqingjiexian	划清界线	5791
huaqingjiexian	划清界限	15084
huaqingsu	花青素	11024
huaqishen	花旗参	6723
huaqiu	花楸	6723
huaqiu	花球	17564
huaqiu	花鳅	0
huaqiucun	花楸村	0
huaqixin	花气馨	0
huaqiyinhang	花旗银行	9178
huaqiyinxing	花旗银行	9178
huaqu	划去	11582
huaqu	滑去	0
huaquan	划拳	8686
huaquan	华拳	0
huaquan	画圈	0
huaquan	花圈	20102
huaquan	花拳	16171
huaquan	豁拳	9619
huaquanxiutui	花拳绣腿	12300
huaquliumo	花衢柳陌	0
huaqun	花群	0
huar	化儿	2895
huar	画儿	0
huar	花儿	24792
huar	话儿	5791
huaran	哗然	17307
huardongzi	花儿洞子	0
huaren	华人	32748
huaren	画人	12300
huarenhuaqiao	华人华侨	13768
huarenledui	华人乐队	0
huarenluntan	华人论坛	4589
huarenshequ	华人社区	13276
huarenwang	华人网	0
huarenyuedui	华人乐队	0
huarhuo	化儿伙	0
huari	华日	19441
huariguangtian	化日光天	0
huarjiang	花儿匠	0
huarledui	花儿乐队	0
huarong	华容	17033
huarong	华融	9619
huarong	花容	11024
huarong	花绒	0
huarongbian	花荣便	0
huarongbo	花荣拨	0
huarongda	花荣大	0
huarongdai	花荣大	0
huarongdai	花荣带	0
huarongdao	华容道	7485
huarongjian	花荣见	0
huarongpei	花荣陪	0
huarongpian	花荣便	0
huarongqiang	花荣抢	0
huarongqu	华容区	2895
huarongting	花荣听	0
huarongting	花荣挺	0
huarongxian	华容县	11312
huarongxian	花荣见	0
huarongxiao	花荣笑	0
huarongyuemao	花容月貌	9619
huarongyumao	花容玉貌	0
huarongzhai	花荣寨	0
huaroumen	滑肉门	0
huaru	划入	20136
huaru	化入	10017
huaru	滑入	11312
huarui	华瑞	12514
huarui	花蕊	16083
huaruicao	花瑞草	5791
huaruishi	花蕊石	0
huarun	华润	13446
huarun	滑润	11312
huarunji	滑润剂	0
huarunjituan	华润集团	6723
huarunyou	滑润油	0
huaruohan	华若翰	0
huaruohonggou	画若鸿沟	0
huaruoyancao	化若偃草	0
huarutan	滑入潭	0
huaruxue	花如雪	2895
huaruyou	滑如游	0
huaruyu	花如玉	0
huaryangzi	花儿样子	0
huaryuedui	花儿乐队	0
huasanshi	华三世	12912
huase	化铯	14066
huase	花色	21716
huasechuangling	花色窗棂	0
huasefanduo	花色繁多	2895
huasepinzhong	花色品种	6723
huaseqiquan	花色齐全	0
huasesu	花色素	7485
huasesumei	花色素酶	0
huasha	华厦	4589
huasha	华沙	22027
huashabu	花纱布	4589
huashagongyue	华沙公约	4589
huashajumi	画沙聚米	0
huashan	华山	21121
huashan	花山	19279
huashan	花衫	4589
huashana	花沙纳	2895
huashancan	华山参	0
huashang	划上	15712
huashang	划伤	22256
huashang	华商	18145
huashang	滑上	2895
huashang	画商	0
huashangbao	华商报	9178
huashanghou	华商候	0
huashanglai	滑上来	0
huashangqu	滑上去	0
huashangwang	华商网	0
huashangxiang	华商相	0
huashangyang	华商洋	0
huashanlu	华山路	5791
huashanlunjian	华山论剑	6723
huashanpai	华山派	4589
huashanqu	花山区	7485
huashanshen	华山参	0
huashansong	华山松	2895
huashanyiyuan	华山医院	9619
huashao	花哨	22195
huashayinni	画沙印泥	0
huashe	划设	16505
huashen	化身	27758
huashen	花神	11312
huasheng	化生	24161
huasheng	华盛	27037
huasheng	画圣	10017
huasheng	花生	29504
huasheng	话声	10715
huashengbao	华声报	8129
huashengbing	花生饼	5791
huashengcheng	化生成	11312
huashengcun	化生存	0
huashengdou	花生豆	8129
huashengdun	华盛顿	35289
huashengdundaixue	华盛顿大学	12912
huashengdundaxue	华盛顿大学	12912
huashengdunguojiadongwuyuan	华盛顿国家动物园	0
huashengdunhu	华盛顿湖	6723
huashengdunjinianbei	华盛顿纪念碑	7485
huashengdunshi	华盛顿市	7485
huashengdunyou	华盛顿邮	17373
huashengdunyoubao	华盛顿邮报	17373
huashengdunzhou	华盛顿州	20875
huashengfen	花生粉	2895
huashengguo	花生果	16740
huashengjiang	花生酱	26587
huashengjing	华圣境	0
huashengke	花生壳	0
huashengmi	花生米	17172
huashengqiao	花生壳	0
huashengren	花生仁	10380
huashengsi	化生寺	0
huashengtang	花生糖	15712
huashengtian	华胜天	0
huashengyi	花生衣	0
huashengyou	花生油	16083
huashenwei	化身为	10380
huashetianzu	画蛇填足	0
huashetianzu	画蛇添足	15410
huashezhuozu	画蛇著足	0
huashi	化师	5791
huashi	化时	20169
huashi	化石	28793
huashi	化释	0
huashi	化食	14731
huashi	华士	11312
huashi	华氏	25711
huashi	华视	6723
huashi	华饰	9619
huashi	滑石	14606
huashi	画史	13446
huashi	画室	18035
huashi	画师	22336
huashi	花事	8129
huashi	花市	18979
huashi	花式	19821
huashi	花石	17307
huashi	花饰	15410
huashida	华师大	7485
huashidai	划时代	17806
huashidai	华师大	7485
huashidai	画时代	0
huashidongsu	哗世动俗	0
huashidu	华氏度	12912
huashifen	滑石粉	12514
huashigang	花石纲	7485
huashigongsi	华视公司	0
huashijin	花似锦	12074
huashili	华势力	11024
huashilin	化石林	0
huashiliubing	花式溜冰	2895
huashimei	华师美	0
huashipian	滑石片	0
huashipin	花饰品	0
huashiquchong	哗世取宠	0
huashiquming	哗世取名	0
huashiqun	化石群	14066
huashiwang	华视网	0
huashiwenbiao	华氏温标	8129
huashiwendu	华氏温度	4589
huashixia	花石峡	0
huashiye	华实业	2895
huashiyi	华师一	0
huashizhen	华石镇	0
huashizi	画十字	2895
huashou	划手	9619
huashoushan	滑寿善	0
huashu	桦树	14345
huashu	滑鼠	17865
huashu	花束	21200
huashu	花树	12300
huashu	花鼠	0
huashuang	滑爽	0
huashucong	花树丛	0
huashui	划水	18655
huashui	滑水	13446
huashuiban	滑水板	8129
huashuichang	滑水场	0
huashuifa	华水发	0
huashuigu	化水谷	0
huashuiloubing	画水镂冰	0
huashuiti	滑水梯	2895
huashuiwan	花水湾	4589
huashujie	桦树街	0
huashuo	华硕	12912
huashuohuilai	话说回来	10715
huashuoliushuo	花说柳说	0
huashuozhu	华硕主	0
huashupi	桦树皮	6723
huasi	华寺	10017
huasi	花丝	10380
huasibao	花四宝	0
huasijin	花似锦	12074
huasitu	华司徒	0
huasu	华素	4589
huasuan	划算	23164
huasuiruci	话虽如此	4589
huasuizhuang	花穗状	0
huata	滑塌	0
huatai	华泰	8129
huatai	花台	15808
huataiji	化钛基	0
huatan	化探	8129
huatan	化痰	15712
huatan	化碳	25350
huatan	画坛	13098
huatan	花坛	16424
huatan	花毯	0
huatang	化堂	12514
huatang	滑膛	12514
huatang	画堂	5791
huatang	花汤	0
huatang	花糖	13920
huatangpao	滑膛炮	8129
huatangqiang	滑膛枪	4589
huatangqiangshou	滑膛枪手	0
huatangshi	滑膛式	4589
huatanyao	化痰药	0
huatanzhihai	化痰止咳	2895
huatanzhike	化痰止咳	2895
huataxiang	滑塌相	0
huate	华特	19821
huateer	华特尔	0
huatelin	华特林	4589
huatenglianhe	华腾联合	0
huati	滑梯	19320
huati	画题	10715
huati	话题	34253
huatian	华天	12912
huatiancuo	花田错	2895
huatianjindi	花天锦地	0
huatianjiudi	花天酒地	15808
huatianxiazhidaji	滑天下之大稽	4589
huatie	化铁	16889
huatie	画帖	5791
huatie	画贴	5791
huatie	花铁	2895
huatiegan	花铁干	0
huatielu	化铁炉	0
huatielu	滑铁卢	21918
huatieluzhanyi	滑铁卢战役	6723
huating	划艇	19711
huating	华亭	14969
huating	花厅	10017
huatinghe	华亭鹤	4589
huatingheli	华亭鹤唳	4589
huatingsi	华亭寺	0
huatingxian	华亭县	11312
huatingzuoban	划艇座板	0
huatiwang	华体网	0
huatiyizhuan	话题一转	0
huatong	化铜	8129
huatong	华通	11312
huatong	华铜	0
huatong	花桶	0
huatong	花童	14731
huatong	花筒	11312
huatong	话筒	25111
huatongxu	华同旭	0
huatongzhu	花同株	2895
huatou	滑头	23493
huatou	花头	12718
huatou	话头	16962
huatouhuanao	滑头滑脑	0
huatu	画图	18145
huatuanjincu	花团锦簇	12300
huatuban	画图板	0
huatubi	画图笔	0
huatufenjiang	画土分疆	0
huatugou	花土沟	0
huatulu	花吐鲁	0
huatuo	华佗	11582
huatuo	华陀	6723
huatuo	滑脱	0
huatuo	花托	11312
huatuoxiaoying	滑脱效应	0
huatuozaishi	华陀在世	0
huatuozaizaowan	华佗再造丸	0
huatuzhi	画图纸	0
huawai	化外	15993
huawairen	华外人	0
huawaiyin	画外音	18199
huawaiyin	话外音	8129
huawaizhimin	化外之民	9178
huawan	花完	10715
huawang	画王	7485
huawang	花王	11835
huawangga	化王噶	0
huawanhao	化万豪	0
huawanzi	花万紫	0
huawei	划为	21252
huawei	化为	29649
huawei	华为	25693
huawei	华威	11312
huaweidianzi	华微电子	0
huaweigongsi	华为公司	10715
huaweihuijin	化为灰烬	18934
huaweijishu	华为技术	7485
huaweijishuyouxiangongsi	华为技术有限公司	4589
huaweijiyou	化为己有	0
huaweipaoying	化为泡影	10380
huaweiqiuxu	华尾丘墟	0
huaweishanqiu	华尾山丘	0
huaweiwuyou	化为乌有	18199
huawen	华文	23597
huawen	花纹	23784
huawenban	花纹板	0
huawenchubanshe	华文出版社	0
huawenhuayang	花纹花样	0
huawenlu	花纹路	2895
huawenzhi	花纹纸	0
huawu	化武	17103
huawu	华屋	8129
huawu	花坞	10380
huawu	花舞	5791
huawu	话务	9178
huawubairi	花无百日	5791
huawubairihong	花无百日红	5791
huawuban	话务班	0
huawuliang	话务量	0
huawumei	化物酶	11835
huawuqiuxu	华屋丘墟	0
huawuqiuxu	华屋秋墟	0
huawuque	花无缺	0
huawushanqiu	华屋山丘	0
huawusuo	化物所	2895
huawutai	话务台	5791
huawuyuan	话务员	9619
huaxi	华西	16083
huaxi	花息	0
huaxi	花溪	14969
huaxia	划下	11312
huaxia	华夏	23627
huaxia	滑下	13098
huaxia	画下	13098
huaxia	花下	10715
huaxia	话匣	9178
huaxiadade	华夏大地	10715
huaxiadadi	华夏大地	10715
huaxiadaide	华夏大地	10715
huaxiadaidi	华夏大地	10715
huaxiaernv	华夏儿女	12912
huaxiagongye	华夏工业	0
huaxiagongzhuan	华夏工专	0
huaxialai	滑下来	5791
huaxiaman	华夏鳗	0
huaxiaminzu	华夏民族	12718
huaxian	划线	17172
huaxian	化仙	2895
huaxian	化纤	13446
huaxian	华县	15195
huaxian	滑县	12718
huaxian	滑线	2895
huaxian	画线	10017
huaxian	花县	11312
huaxian	花线	2895
huaxianbu	化纤布	0
huaxianchang	化纤厂	4589
huaxiang	化香	10017
huaxiang	滑向	14345
huaxiang	滑翔	23923
huaxiang	滑降	4589
huaxiang	画像	27715
huaxiang	画象	2895
huaxiang	花乡	4589
huaxiang	花巷	10017
huaxiang	花香	22236
huaxiangdiao	花香调	0
huaxiangfufu	花香拂拂	0
huaxiangji	滑翔机	19999
huaxiangniaoyu	花香鸟语	0
huaxiangongye	化纤工业	0
huaxiangsan	滑翔伞	15712
huaxiangshenyuan	滑向深渊	0
huaxiangshi	画像石	11835
huaxiangshu	化香树	0
huaxiangtiao	花香调	0
huaxiangyi	滑翔翼	4589
huaxiangzhuan	画像砖	6723
huaxianmianliao	化纤面料	0
huaxianweiyi	化险为夷	18305
huaxianye	花先叶	2895
huaxianzhi	化纤制	2895
huaxianzhipiao	划线支票	0
huaxianzi	花仙子	8129
huaxiao	哗笑	0
huaxiao	花消	11312
huaxiao	花销	20643
huaxiaoweijiu	化枭为鸠	0
huaxiaqu	滑下去	8686
huaxiaqu	画下去	0
huaxiarnv	华夏儿女	12912
huaxiashaikun	花下晒裈	0
huaxiasi	花下死	4589
huaxiawenhua	华夏文化	8686
huaxiayinhang	华夏银行	5791
huaxiayinxing	华夏银行	5791
huaxiazhengquan	华夏证券	0
huaxiazi	话匣子	15613
huaxicun	华西村	0
huaxidaixue	华西大学	2895
huaxidaxue	华西大学	2895
huaxidong	花溪洞	0
huaxidoushibao	华西都市报	0
huaxidushibao	华西都市报	0
huaxie	花蟹	5791
huaxie	花鞋	8129
huaxifu	花媳妇	0
huaxifuer	花媳妇儿	0
huaxifur	花媳妇儿	0
huaxijie	华西街	0
huaxijun	华锡钧	0
huaxili	花溪里	0
huaxin	华信	8129
huaxin	华新	14345
huaxin	花心	19929
huaxincun	华新村	6723
huaxindeng	花信灯	0
huaxing	划行	12300
huaxing	化形	19999
huaxing	化性	21068
huaxing	华兴	12300
huaxing	华星	0
huaxing	滑行	24702
huaxing	画行	8129
huaxing	花型	13768
huaxing	花性	9619
huaxingchen	华星辰	0
huaxingdao	滑行道	18035
huaxinghui	华兴会	4589
huaxingkuai	华兴会	4589
huaxingpaodao	滑行跑道	2895
huaxingqiuyue	华星秋月	0
huaxingqiwei	化性起伪	0
huaxinnianhua	花信年华	0
huaxinru	华歆入	0
huaxinshuini	华新水泥	2895
huaxinsi	花心思	6723
huaxinxie	花心血	0
huaxinxue	花心血	0
huaxinyin	华歆引	0
huaxinzou	华歆奏	0
huaxiongyin	华雄引	0
huaxipan	花溪畔	6723
huaxiqu	花溪区	9619
huaxishan	滑西闪	0
huaxiu	花绣	4589
huaxixiehedaixue	华西协合大学	4589
huaxixiehedaxue	华西协合大学	4589
huaxiyikedaixue	华西医科大学	5791
huaxiyikedaxue	华西医科大学	5791
huaxiyu	华溪渔	0
huaxu	化虚	2895
huaxu	花序	19153
huaxu	花絮	21148
huaxue	化学	34986
huaxue	滑雪	29200
huaxueban	滑雪板	19279
huaxuebianhua	化学变化	10017
huaxueboshi	化学剥蚀	0
huaxuebu	化学部	10017
huaxuecailiao	化学材料	0
huaxuechang	滑雪场	14066
huaxuechengfen	化学成分	14852
huaxuechun	化学纯	0
huaxuedangliang	化学当量	4589
huaxuedelei	化学地雷	0
huaxuedianchi	化学电池	8686
huaxuedilei	化学地雷	0
huaxuedu	化学镀	5791
huaxuedushui	化学堵水	0
huaxuefa	化学法	4589
huaxuefaguang	化学发光	6723
huaxuefangcheng	化学方程	10380
huaxuefangzhi	化学防治	2895
huaxuefanying	化学反应	24646
huaxuefeiliao	化学肥料	6723
huaxuefenxi	化学分析	9619
huaxuefenzi	化学分子	2895
huaxuefu	滑雪服	0
huaxueganjiao	化学感觉	0
huaxueganjue	化学感觉	0
huaxueganshou	化学感受	7485
huaxuegongchang	化学工厂	7485
huaxuegongcheng	化学工程	15993
huaxuegongye	化学工业	17240
huaxuehecheng	化学合成	11582
huaxuehua	化学化	11024
huaxuehuohua	化学活化	0
huaxueji	化学剂	10715
huaxueji	化学系	17806
huaxueji	滑雪屐	0
huaxuejia	化学家	23854
huaxuejian	化学键	17564
huaxuejiancai	化学建材	0
huaxuejiang	化学奖	12912
huaxuejiangjie	化学降解	0
huaxuejiaoan	化学教案	0
huaxuejiaolian	化学交联	2895
huaxuejie	化学界	10715
huaxuejili	化学机理	0
huaxueke	化学科	9619
huaxueke	化学课	7485
huaxuekejian	化学课件	0
huaxuekuang	化学矿	2895
huaxueming	化学名	10017
huaxueneng	化学能	12300
huaxuenongyao	化学农药	4589
huaxueoulian	化学偶联	0
huaxuepaoguang	化学抛光	0
