# words.tsv — Phase 2 ingest from CC-CEDICT + HSK 2.0
# Schema: code\tword\treading_path\ttier\tsource
# reading_path: [char|reading][char|reading]... showing
#   exactly which reading of each char is used.
# tier: 1-3 HSK / 4-6 cedict by word length.
guoqu	过去	[过|guò][去|qù]	2	cedict+hsk3
guoqu	过去	[过|guò][去|qù]	2	cedict+hsk3
guoran	果然	[果|guǒ][然|rán]	2	cedict+hsk4
guozhi	果汁	[果|guǒ][汁|zhī]	2	cedict+hsk3
gushi	故事	[故|gù][事|shì]	2	cedict+hsk3
gushi	故事	[故|gù][事|shì]	2	cedict+hsk3
guyi	故意	[故|gù][意|yì]	2	cedict+hsk4
guzhang	鼓掌	[鼓|gǔ][掌|zhǎng]	2	cedict+hsk4
haipa	害怕	[害|hài][怕|pà]	2	cedict+hsk3
haishi	还是	[还|hái][是|shì]	2	cedict+hsk3
haixiu	害羞	[害|hài][羞|xiū]	2	cedict+hsk4
haiyang	海洋	[海|hǎi][洋|yáng]	2	cedict+hsk4
hangban	航班	[航|háng][班|bān]	2	cedict+hsk4
hanjia	寒假	[寒|hán][假|jiǎ]	2	cedict+hsk4
haochu	好处	[好|hǎo][处|chù]	2	cedict+hsk4
haochu	好处	[好|hǎo][处|chù]	2	cedict+hsk4
haoma	号码	[号|hào][码|mǎ]	2	cedict+hsk4
haoxiang	好像	[好|hǎo][像|xiàng]	2	cedict+hsk4
hege	合格	[合|hé][格|gé]	2	cedict+hsk4
heiban	黑板	[黑|hēi][板|bǎn]	2	cedict+hsk3
heshi	合适	[合|hé][适|shì]	2	cedict+hsk4
hezi	盒子	[盒|hé][子|zi]	2	cedict+hsk4
houhui	后悔	[后|hòu][悔|huǐ]	2	cedict+hsk4
houlai	后来	[后|hòu][来|lái]	2	cedict+hsk4
houzi	猴子	[猴|hóu][子|zi]	2	cedict+hsk4
huaiyi	怀疑	[怀|huái][疑|yí]	2	cedict+hsk4
huanjing	环境	[环|huán][境|jìng]	2	cedict+hsk3
huayuan	花园	[花|huā][园|yuán]	2	cedict+hsk3
huiyi	会议	[会|huì][议|yì]	2	cedict+hsk3
huiyi	回忆	[回|huí][忆|yì]	2	cedict+hsk4
huode	获得	[获|huò][得|dé]	2	cedict+hsk4
huodong	活动	[活|huó][动|dòng]	2	cedict+hsk4
huopo	活泼	[活|huó][泼|pō]	2	cedict+hsk4
huozhe	或者	[或|huò][者|zhě]	2	cedict+hsk3
huran	忽然	[忽|hū][然|rán]	2	cedict+hsk4
hushi	护士	[护|hù][士|shì]	2	cedict+hsk4
huxiang	互相	[互|hù][相|xiāng]	2	cedict+hsk4
huzhao	护照	[护|hù][照|zhào]	2	cedict+hsk3
jiaban	加班	[加|jiā][班|bān]	2	cedict+hsk4
jiage	价格	[价|jià][格|gé]	2	cedict+hsk4
jiaju	家具	[家|jiā][具|jù]	2	cedict+hsk4
jiancha	检查	[检|jiǎn][查|chá]	2	cedict+hsk3
jianchi	坚持	[坚|jiān][持|chí]	2	cedict+hsk4
jiandan	简单	[简|jiǎn][单|dān]	2	cedict+hsk3
jianfei	减肥	[减|jiǎn][肥|féi]	2	cedict+hsk4
jiangdi	降低	[降|jiàng][低|dī]	2	cedict+hsk4
jiangjin	奖金	[奖|jiǎng][金|jīn]	2	cedict+hsk4
jianglai	将来	[将|jiāng][来|lái]	2	cedict+hsk4
jiankang	健康	[健|jiàn][康|kāng]	2	cedict+hsk3
jianmian	见面	[见|jiàn][面|miàn]	2	cedict+hsk3
jianshao	减少	[减|jiǎn][少|shǎo]	2	cedict+hsk4
jiaoao	骄傲	[骄|jiāo][傲|ào]	2	cedict+hsk4
jiaoliu	交流	[交|jiāo][流|liú]	2	cedict+hsk4
jiaoshou	教授	[教|jiào][授|shòu]	2	cedict+hsk4
jiaotong	交通	[交|jiāo][通|tōng]	2	cedict+hsk4
jiaoyu	教育	[教|jiào][育|yù]	2	cedict+hsk4
jiaozi	饺子	[饺|jiǎo][子|zi]	2	cedict+hsk4
jiayouzhan	加油站	[加|jiā][油|yóu][站|zhàn]	2	cedict+hsk4
jichu	基础	[基|jī][础|chǔ]	2	cedict+hsk4
jide	记得	[记|jì][得|dé]	2	cedict+hsk3
jidong	激动	[激|jī][动|dòng]	2	cedict+hsk4
jiedao	街道	[街|jiē][道|dào]	2	cedict+hsk3
jieguo	结果	[结|jié][果|guǒ]	2	cedict+hsk4
jieguo	结果	[结|jié][果|guǒ]	2	cedict+hsk4
jiehun	结婚	[结|jié][婚|hūn]	2	cedict+hsk3
jiejue	解决	[解|jiě][决|jué]	2	cedict+hsk3
jiemu	节目	[节|jié][目|mù]	2	cedict+hsk3
jieri	节日	[节|jié][日|rì]	2	cedict+hsk3
jieshi	解释	[解|jiě][释|shì]	2	cedict+hsk4
jieshou	接受	[接|jiē][受|shòu]	2	cedict+hsk4
