# char\tcodepoint\ttier\thsk_level\tcanonical_reading
# tier: 1/2/3 from 通用规范汉字表 一/二/三级
# hsk_level: 0=non-HSK, 1-6 HSK 2.0 single-char level
# Source: 通用规范汉字表 2013 + mozillazg kMandarin_8105 + HSK 2.0
凸	51F8	1	0	tū
凹	51F9	1	0	āo
出	51FA	1	2	chū
击	51FB	1	0	jī
函	51FD	1	0	hán
凿	51FF	1	0	záo
刀	5200	1	4	dāo
刁	5201	1	0	diāo
刃	5203	1	0	rèn
分	5206	1	3	fēn
切	5207	1	5	qiè
刊	520A	1	0	kān
刑	5211	1	0	xíng
划	5212	1	0	huà
列	5217	1	0	liè
刘	5218	1	0	liú
则	5219	1	5	zé
刚	521A	1	0	gāng
创	521B	1	0	chuàng
初	521D	1	0	chū
删	5220	1	0	shān
判	5224	1	0	pàn
刨	5228	1	0	páo
利	5229	1	0	lì
别	522B	1	2	bié
刮	522E	1	3	guā
到	5230	1	2	dào
制	5236	1	0	zhì
刷	5237	1	3	shuā
券	5238	1	0	quàn
刹	5239	1	0	shā
刺	523A	1	6	cì
刻	523B	1	3	kè
剂	5242	1	0	jì
剃	5243	1	0	tì
削	524A	1	0	xuē
前	524D	1	0	qián
剑	5251	1	0	jiàn
剔	5254	1	0	tī
剖	5256	1	0	pōu
剥	5265	1	0	bō
剧	5267	1	0	jù
剩	5269	1	4	shèng
剪	526A	1	0	jiǎn
副	526F	1	6	fù
割	5272	1	6	gē
剿	527F	1	0	jiǎo
劈	5288	1	6	pī
力	529B	1	0	lì
劝	529D	1	5	quàn
办	529E	1	0	bàn
功	529F	1	0	gōng
加	52A0	1	0	jiā
务	52A1	1	0	wù
劣	52A3	1	0	liè
动	52A8	1	0	dòng
助	52A9	1	0	zhù
努	52AA	1	0	nǔ
劫	52AB	1	0	jié
励	52B1	1	0	lì
劲	52B2	1	0	jìn
劳	52B3	1	0	láo
势	52BF	1	0	shì
勃	52C3	1	0	bó
勇	52C7	1	0	yǒng
勉	52C9	1	0	miǎn
勋	52CB	1	0	xūn
勒	52D2	1	0	lēi
勘	52D8	1	0	kān
募	52DF	1	0	mù
勤	52E4	1	0	qín
勺	52FA	1	0	sháo
勾	52FE	1	0	gōu
勿	52FF	1	6	wù
匀	5300	1	0	yún
包	5305	1	3	bāo
匆	5306	1	0	cōng
匈	5308	1	0	xiōng
匕	5315	1	0	bǐ
化	5316	1	0	huà
北	5317	1	0	běi
匙	5319	1	0	shi
匠	5320	1	0	jiàng
匣	5323	1	0	xiá
匪	532A	1	0	fěi
匹	5339	1	5	pǐ
区	533A	1	0	qū
医	533B	1	0	yī
匾	533E	1	0	biǎn
匿	533F	1	0	nì
十	5341	1	1	shí
千	5343	1	2	qiān
升	5347	1	5	shēng
午	5348	1	0	wǔ
卉	5349	1	0	huì
半	534A	1	3	bàn
华	534E	1	0	huá
协	534F	1	0	xié
卑	5351	1	0	bēi
卒	5352	1	0	zú
卓	5353	1	0	zhuó
单	5355	1	0	dān
卖	5356	1	2	mài
南	5357	1	3	nán
博	535A	1	0	bó
卜	535C	1	0	bo
占	5360	1	0	zhàn
卡	5361	1	0	kǎ
卢	5362	1	0	lú
卤	5364	1	0	lǔ
卦	5366	1	0	guà
卧	5367	1	0	wò
卫	536B	1	0	wèi
卯	536F	1	0	mǎo
印	5370	1	0	yìn
危	5371	1	0	wēi
