# code	word	freq	source	class_hint
tutu	涂涂	17128	digested	unknown
tuitui	推推	17099	digested	verb_redup
jiji	吉吉	17080	digested	unknown
xunxun	寻寻	17077	digested	unknown
tuntun	吞吞	17076	digested	unknown
youyou	幽幽	17071	digested	unknown
bingbing	饼饼	17064	digested	unknown
kunkun	困困	17064	digested	unknown
tangtang	汤汤	17054	digested	unknown
chaichai	柴柴	17050	digested	unknown
mengmeng	懵懵	17050	digested	unknown
penpen	盆盆	17047	digested	unknown
qingqing	卿卿	17043	digested	unknown
hanhan	憨憨	17038	digested	unknown
momo	脉脉	17028	digested	unknown
lvlv	缕缕	17023	digested	unknown
bingbing	病病	17021	digested	unknown
chacha	叉叉	17016	digested	unknown
duoduo	躲躲	17013	digested	unknown
qiqi	凄凄	17006	digested	unknown
beibei	背背	16990	digested	unknown
zhenzhen	珍珍	16988	digested	unknown
diaodiao	掉掉	16977	digested	unknown
qiqi	琦琦	16976	digested	unknown
jiaojiao	焦焦	16932	digested	unknown
yanyan	炎炎	16913	digested	unknown
xixi	熙熙	16912	digested	name
xiaxia	吓吓	16910	digested	unknown
tantan	坦坦	16909	digested	unknown
yaoyao	药药	16906	digested	unknown
baobao	报报	16898	digested	unknown
qunqun	裙裙	16887	digested	unknown
ququ	蛐蛐	16865	digested	unknown
leilei	蕾蕾	16856	digested	unknown
panpan	盼盼	16851	digested	unknown
tietie	贴贴	16828	digested	unknown
xixi	习习	16792	digested	unknown
guagua	刮刮	16787	digested	unknown
wanwan	湾湾	16777	digested	unknown
cuicui	翠翠	16739	digested	unknown
gaigai	盖盖	16731	digested	unknown
shoushou	受受	16720	digested	unknown
fengfeng	疯疯	16713	digested	unknown
pianpian	骗骗	16712	digested	unknown
nannan	喃喃	16690	digested	unknown
tongtong	桐桐	16689	digested	unknown
duidui	怼怼	16688	digested	unknown
jiujiu	酒酒	16682	digested	unknown
kuaikuai	块块	16671	digested	unknown
chengcheng	城城	16652	digested	unknown
liaoliao	撩撩	16646	digested	unknown
xinxin	鑫鑫	16629	digested	name
yanyan	严严	16602	digested	unknown
jiaojiao	脚脚	16541	digested	unknown
liuliu	遛遛	16520	digested	unknown
jiji	几几	16508	digested	unknown
meimei	霉霉	16508	digested	unknown
biaobiao	表表	16499	digested	unknown
gengen	根根	16497	digested	unknown
chanchan	潺潺	16471	digested	unknown
fenfen	愤愤	16467	digested	unknown
dingding	定定	16455	digested	unknown
youyou	游游	16438	digested	unknown
zhazha	扎扎	16434	digested	unknown
baibai	掰掰	16427	digested	unknown
taotao	桃桃	16408	digested	unknown
bangbang	邦邦	16405	digested	unknown
lunlun	伦伦	16399	digested	unknown
cancan	餐餐	16389	digested	unknown
diedie	喋喋	16389	digested	unknown
dada	答答	16385	digested	verb_redup
nvenve	虐虐	16382	digested	unknown
niaoniao	袅袅	16381	digested	unknown
zuizui	醉醉	16380	digested	unknown
manman	曼曼	16379	digested	unknown
banban	版版	16367	digested	unknown
coucou	凑凑	16361	digested	unknown
maimai	卖卖	16352	digested	unknown
ruirui	睿睿	16352	digested	unknown
dengdeng	灯灯	16333	digested	unknown
xuxu	徐徐	16331	digested	unknown
xuexue	雪雪	16319	digested	name
xuanxuan	萱萱	16304	digested	name
zaizai	再再	16295	digested	unknown
ruirui	瑞瑞	16267	digested	unknown
xiexie	些些	16265	digested	unknown
shishi	使使	16257	digested	unknown
dandan	眈眈	16249	digested	unknown
zizi	姊姊	16249	digested	unknown
neinei	内内	16233	digested	unknown
quanquan	劝劝	16226	digested	unknown
saisai	塞塞	16190	digested	unknown
cucu	粗粗	16183	digested	adj_redup
rourou	柔柔	16176	digested	adj_redup
saosao	扫扫	16171	digested	unknown
qunqun	群群	16168	digested	unknown
jiangjiang	江江	16150	digested	unknown
miaomiao	秒秒	16140	digested	unknown
baobao	薄薄	16132	digested	adj_redup
qiaoqiao	乔乔	16122	digested	unknown
jinjin	金金	16120	digested	unknown
diadia	嗲嗲	16114	digested	unknown
diadie	嗲嗲	16114	digested	unknown
diedia	嗲嗲	16114	digested	unknown
linlin	林林	16107	digested	name
kuku	裤裤	16104	digested	unknown
lulu	撸撸	16104	digested	unknown
xuxu	许许	16082	digested	unknown
gungun	滚滚	16074	digested	unknown
xuxu	栩栩	16073	digested	unknown
diedie	跌跌	16069	digested	unknown
baba	拔拔	16065	digested	unknown
bianbian	变变	16059	digested	unknown
peipei	培培	16058	digested	unknown
dingding	鼎鼎	16049	digested	unknown
jiejie	杰杰	16039	digested	name
hanhan	喊喊	16032	digested	verb_redup
fanfan	泛泛	16027	digested	unknown
xiaoxiao	骁骁	16019	digested	unknown
daidai	戴戴	16007	digested	unknown
leilei	雷雷	15997	digested	unknown
bibi	避避	15996	digested	unknown
shaoshao	烧烧	15977	digested	unknown
panpan	潘潘	15976	digested	unknown
zhazha	炸炸	15966	digested	unknown
fenfen	芬芬	15943	digested	unknown
cuicui	催催	15932	digested	unknown
fengfeng	缝缝	15932	digested	unknown
lili	沥沥	15911	digested	unknown
yueyue	玥玥	15902	digested	unknown
luoluo	洛洛	15896	digested	unknown
miaomiao	淼淼	15895	digested	unknown
rongrong	蓉蓉	15888	digested	unknown
shushu	树树	15874	digested	unknown
xiaxia	虾虾	15865	digested	unknown
tengteng	疼疼	15864	digested	unknown
zhuozhuo	灼灼	15864	digested	unknown
yanyan	奄奄	15860	digested	unknown
zhuizhui	追追	15839	digested	unknown
binbin	斌斌	15819	digested	unknown
kankan	侃侃	15797	digested	unknown
tiaotiao	挑挑	15795	digested	unknown
weiwei	巍巍	15785	digested	unknown
baobao	爆爆	15779	digested	unknown
chacha	茶茶	15779	digested	unknown
taotao	陶陶	15779	digested	unknown
changchang	畅畅	15759	digested	unknown
runrun	润润	15746	digested	unknown
chaochao	抄抄	15745	digested	unknown
sisi	死死	15742	digested	unknown
yuanyuan	园园	15725	digested	unknown
cheche	扯扯	15717	digested	unknown
liuliu	流流	15717	digested	unknown
caocao	草草	15703	digested	unknown
papa	趴趴	15695	digested	unknown
chuangchuang	闯闯	15693	digested	unknown
lulu	鲁鲁	15683	digested	unknown
xixi	稀稀	15683	digested	adj_redup
jiaojiao	佼佼	15664	digested	unknown
yaya	牙牙	15653	digested	unknown
huihui	辉辉	15640	digested	unknown
zhangzhang	涨涨	15640	digested	unknown
zhaozhao	着着	15615	digested	unknown
zhaozhe	着着	15615	digested	unknown
zhaozhuo	着着	15615	digested	unknown
zhezhao	着着	15615	digested	unknown
zhezhe	着着	15615	digested	unknown
zhezhuo	着着	15615	digested	unknown
zhuozhao	着着	15615	digested	unknown
zhuozhe	着着	15615	digested	unknown
zhuozhuo	着着	15615	digested	unknown
niaoniao	鸟鸟	15612	digested	unknown
xuxu	絮絮	15605	digested	unknown
sangsang	桑桑	15599	digested	unknown
qiaoqiao	翘翘	15592	digested	unknown
huhu	忽忽	15591	digested	unknown
yeye	烨烨	15586	digested	unknown
qianqian	芊芊	15583	digested	unknown
yanyan	嫣嫣	15567	digested	unknown
weiwei	威威	15556	digested	unknown
taotao	淘淘	15555	digested	unknown
longlong	龙龙	15554	digested	unknown
yanyan	岩岩	15553	digested	unknown
luoluo	罗罗	15551	digested	unknown
momo	沫沫	15548	digested	unknown
xiaoxiao	晓晓	15548	digested	unknown
chengcheng	称称	15533	digested	unknown
yingying	硬硬	15527	digested	adj_redup
queque	缺缺	15526	digested	unknown
jiejie	结结	15525	digested	unknown
jiongjiong	囧囧	15509	digested	unknown
jiujiu	揪揪	15509	digested	unknown
dandan	弹弹	15480	digested	unknown
dantan	弹弹	15480	digested	unknown
tandan	弹弹	15480	digested	unknown
tantan	弹弹	15480	digested	unknown
zhanzhan	粘粘	15480	digested	unknown
xianxian	仙仙	15469	digested	unknown
caicai	踩踩	15468	digested	unknown
pipi	劈劈	15468	digested	unknown
xixi	惜惜	15468	digested	unknown
jiji	济济	15467	digested	unknown
jiji	岌岌	15465	digested	unknown
cece	测测	15461	digested	unknown
zuozuo	佐佐	15449	digested	unknown
xinxin	馨馨	15415	digested	unknown
zhouzhou	洲洲	15415	digested	unknown
haohao	豪豪	15401	digested	name
shishi	湿湿	15395	digested	unknown
zhuazhua	抓抓	15395	digested	verb_redup
xingxing	幸幸	15387	digested	unknown
huanhuan	嬛嬛	15360	digested	unknown
guigui	贵贵	15332	digested	unknown
tingting	挺挺	15324	digested	unknown
tuotuo	托托	15312	digested	unknown
chongchong	充充	15311	digested	unknown
zhunzhun	谆谆	15290	digested	unknown
yangyang	泱泱	15289	digested	unknown
momo	漠漠	15288	digested	unknown
dudu	独独	15286	digested	unknown
jingjing	菁菁	15275	digested	unknown
zuzu	祖祖	15260	digested	unknown
jiejie	洁洁	15253	digested	unknown
tiantian	恬恬	15246	digested	unknown
zanzan	攒攒	15246	digested	unknown
anan	按按	15226	digested	unknown
zhouzhou	昼昼	15216	digested	unknown
dundun	墩墩	15214	digested	unknown
duanduan	段段	15204	digested	unknown
fufu	负负	15202	digested	unknown
yanyan	妍妍	15187	digested	name
paopao	炮炮	15181	digested	unknown
suosuo	缩缩	15178	digested	unknown
popo	破破	15167	digested	unknown
dangdang	党党	15156	digested	unknown
yuanyuan	元元	15152	digested	unknown
bobo	饽饽	15148	digested	unknown
aoao	熬熬	15141	digested	unknown
xiaxia	霞霞	15141	digested	unknown
wawa	挖挖	15137	digested	unknown
chuanchuan	川川	15128	digested	unknown
kuankuan	宽宽	15096	digested	unknown
qingqing	晴晴	15095	digested	unknown
nennen	嫩嫩	15083	digested	adj_redup
suosuo	索索	15076	digested	unknown
zuozuo	左左	15049	digested	unknown
xuxu	旭旭	15033	digested	unknown
yuyu	语语	15019	digested	unknown
feifei	沸沸	15018	digested	unknown
keke	壳壳	15017	digested	unknown
nuonuo	挪挪	15016	digested	verb_redup
sunsun	孙孙	15011	digested	unknown
momo	抹抹	14994	digested	unknown
xiexie	鞋鞋	14990	digested	unknown
xixi	曦曦	14985	digested	unknown
daidai	袋袋	14969	digested	unknown
xuanxuan	璇璇	14969	digested	name
zhouzhou	舟舟	14957	digested	unknown
tiantian	湉湉	14952	digested	unknown
kenken	啃啃	14936	digested	unknown
jiangjiang	酱酱	14933	digested	unknown
linlin	粼粼	14932	digested	unknown
qiangqiang	锵锵	14921	digested	unknown
chongchong	忡忡	14900	digested	unknown
dudu	度度	14891	digested	unknown
yangyang	怏怏	14874	digested	unknown
shanshan	删删	14869	digested	unknown
nainai	奈奈	14861	digested	unknown
chuichui	捶捶	14852	digested	unknown
qiaoqiao	巧巧	14852	digested	unknown
miaomiao	妙妙	14844	digested	unknown
zhuozhuo	桌桌	14834	digested	unknown
susu	酥酥	14833	digested	unknown
xixi	淅淅	14823	digested	unknown
dudu	毒毒	14814	digested	unknown
yingying	颖颖	14783	digested	name
shuaishuai	甩甩	14766	digested	unknown
zuizui	嘴嘴	14766	digested	unknown
wanwan	碗碗	14752	digested	unknown
juanjuan	涓涓	14749	digested	unknown
feifei	霏霏	14747	digested	unknown
jiejie	街街	14739	digested	unknown
hanhan	翰翰	14730	digested	name
doudou	窦窦	14712	digested	unknown
lulu	辘辘	14712	digested	unknown
zeze	仄仄	14702	digested	unknown
yinyin	茵茵	14701	digested	unknown
diandian	颠颠	14696	digested	unknown
keke	克克	14696	digested	unknown
koukou	抠抠	14694	digested	unknown
niangniang	嬢嬢	14694	digested	unknown
baba	坝坝	14684	digested	unknown
shoushou	兽兽	14676	digested	unknown
wuwu	捂捂	14676	digested	unknown
xiongxiong	凶凶	14635	digested	unknown
tangtang	烫烫	14619	digested	unknown
zhaozhao	昭昭	14544	digested	unknown
shenshen	伸伸	14528	digested	unknown
mangmang	莽莽	14508	digested	unknown
qinqin	沁沁	14507	digested	unknown
fufu	敷敷	14487	digested	unknown
qiangqiang	抢抢	14487	digested	unknown
shuanshuan	涮涮	14486	digested	unknown
lili	梨梨	14481	digested	unknown
liuliu	留留	14467	digested	unknown
youyou	优优	14467	digested	unknown
zhouzhou	粥粥	14466	digested	unknown
zhezhe	哲哲	14465	digested	name
zhizhi	芝芝	14447	digested	unknown
zhenzhen	振振	14446	digested	unknown
dengdeng	登登	14444	digested	unknown
qiqi	骑骑	14427	digested	unknown
loulou	搂搂	14393	digested	unknown
linlin	凛凛	14368	digested	unknown
zhaozhao	招招	14366	digested	unknown
jiji	集集	14357	digested	unknown
zeizei	贼贼	14342	digested	unknown
yanyan	演演	14335	digested	unknown
xianxian	纤纤	14310	digested	unknown
keke	珂珂	14303	digested	name
pengpeng	怦怦	14290	digested	unknown
xixi	夕夕	14286	digested	unknown
pingping	评评	14284	digested	unknown
songsong	怂怂	14282	digested	unknown
kaokao	烤烤	14261	digested	unknown
lanlan	岚岚	14261	digested	unknown
zhenzhen	震震	14258	digested	unknown
kuangkuang	哐哐	14239	digested	unknown
panpan	盘盘	14236	digested	unknown
zhuzhu	煮煮	14229	digested	unknown
jingjing	婧婧	14217	digested	unknown
qiangqiang	将将	14212	digested	unknown
liangliang	量量	14186	digested	unknown
xianxian	闲闲	14162	digested	unknown
weiwei	唯唯	14155	digested	unknown
lailai	赖赖	14128	digested	unknown
xuanxuan	选选	14121	digested	unknown
pinpin	拼拼	14106	digested	unknown
lianlian	莲莲	14098	digested	unknown
junjun	菌菌	14097	digested	unknown
shuoshuo	硕硕	14083	digested	unknown
weiwei	伟伟	14083	digested	name
xiongxiong	胸胸	14060	digested	unknown
hehe	河河	14059	digested	unknown
gugu	股股	14047	digested	unknown
hanhan	晗晗	14036	digested	unknown
maomao	帽帽	14010	digested	unknown
toutou	投投	14010	digested	unknown
chenchen	辰辰	14002	digested	name
duoduo	哆哆	13989	digested	unknown
guagua	挂挂	13981	digested	unknown
popo	坡坡	13978	digested	unknown
rongrong	绒绒	13965	digested	unknown
tantan	摊摊	13965	digested	unknown
cangcang	藏藏	13951	digested	unknown
sasa	飒飒	13942	digested	unknown
bianbian	扁扁	13919	digested	adj_redup
honghong	宏宏	13916	digested	unknown
raorao	扰扰	13910	digested	unknown
lili	俪俪	13891	digested	unknown
shuashua	唰唰	13867	digested	unknown
qianqian	牵牵	13841	digested	unknown
jiaojiao	姣姣	13839	digested	unknown
zhenzhen	镇镇	13817	digested	unknown
chichi	赤赤	13816	digested	unknown
mumu	沐沐	13816	digested	unknown
shuaishuai	摔摔	13816	digested	unknown
xiangxiang	翔翔	13816	digested	name
rangrang	攘攘	13810	digested	unknown
shushu	鼠鼠	13790	digested	unknown
hanhan	寒寒	13770	digested	unknown
cece	策策	13741	digested	unknown
chengcheng	橙橙	13711	digested	unknown
guoguo	郭郭	13711	digested	unknown
xianxian	贤贤	13704	digested	unknown
chuanchuan	船船	13693	digested	unknown
raorao	绕绕	13688	digested	unknown
biebie	憋憋	13685	digested	unknown
chenchen	琛琛	13685	digested	unknown
maomao	茂茂	13685	digested	unknown
peipei	沛沛	13685	digested	unknown
jiji	寂寂	13655	digested	unknown
kuikui	睽睽	13643	digested	unknown
chaochao	炒炒	13630	digested	unknown
xiangxiang	湘湘	13603	digested	unknown
bobo	卜卜	13598	digested	unknown
bobu	卜卜	13598	digested	unknown
bubo	卜卜	13598	digested	unknown
bubu	卜卜	13598	digested	unknown
chanchan	馋馋	13575	digested	unknown
tangtang	躺躺	13575	digested	unknown
xuxu	叙叙	13575	digested	unknown
zhuaizhuai	拽拽	13575	digested	unknown
taitai	泰泰	13571	digested	unknown
qiaoqiao	桥桥	13563	digested	unknown
shuangshuang	霜霜	13489	digested	unknown
diedie	叠叠	13482	digested	unknown
yingying	莺莺	13462	digested	unknown
guangguang	咣咣	13459	digested	unknown
jinjin	近近	13458	digested	adj_redup
changchang	肠肠	13448	digested	unknown
saisai	赛赛	13422	digested	unknown
jiajia	夹夹	13416	digested	unknown
paipai	派派	13416	digested	unknown
gege	鸽鸽	13400	digested	unknown
yanyan	验验	13390	digested	unknown
gaogao	糕糕	13364	digested	unknown
baobao	暴暴	13339	digested	unknown
xianxian	县县	13329	digested	unknown
doudou	斗斗	13322	digested	unknown
haohao	皓皓	13319	digested	unknown
ganggang	岗岗	13308	digested	unknown
xunxun	勋勋	13282	digested	unknown
wangwang	网网	13280	digested	unknown
lvlv	捋捋	13268	digested	unknown
jianjian	坚坚	13245	digested	unknown
aiai	矮矮	13231	digested	unknown
yanyan	烟烟	13226	digested	unknown
dangdang	铛铛	13212	digested	onomatopoeia
qianqian	欠欠	13212	digested	unknown
qianqian	签签	13212	digested	unknown
queque	雀雀	13212	digested	unknown
zhongzhong	肿肿	13212	digested	unknown
pengpeng	芃芃	13184	digested	unknown
gungun	棍棍	13180	digested	unknown
chacha	查查	13168	digested	unknown
youyou	右右	13165	digested	unknown
zhuizhui	惴惴	13090	digested	unknown
chengcheng	撑撑	13079	digested	unknown
chongchong	宠宠	13079	digested	unknown
sheshe	蛇蛇	13069	digested	unknown
qinqin	琴琴	13065	digested	name
didi	蒂蒂	13053	digested	unknown
yaya	芽芽	13045	digested	unknown
dundun	蹲蹲	13010	digested	unknown
xuxu	虚虚	13002	digested	unknown
keke	课课	12999	digested	unknown
beibei	辈辈	12986	digested	unknown
miemie	灭灭	12975	digested	unknown
qiaqia	掐掐	12975	digested	unknown
ruanruan	阮阮	12975	digested	unknown
zhezhe	折折	12974	digested	unknown
juju	举举	12971	digested	unknown
jiejie	借借	12963	digested	unknown
cucu	簇簇	12959	digested	unknown
meimei	莓莓	12939	digested	unknown
qiaoqiao	俏俏	12939	digested	unknown
weiwei	玮玮	12939	digested	name
lailai	莱莱	12937	digested	unknown
shuoshuo	烁烁	12932	digested	unknown
lanlan	澜澜	12912	digested	unknown
bobo	播播	12908	digested	unknown
linlin	霖霖	12903	digested	unknown
zeze	泽泽	12903	digested	unknown
jiujiu	赳赳	12900	digested	unknown
banban	搬搬	12898	digested	unknown
luanluan	乱乱	12866	digested	unknown
shushu	输输	12866	digested	unknown
qiqi	棋棋	12797	digested	unknown
huohuo	祸祸	12790	digested	unknown
daodao	导导	12789	digested	unknown
ranran	染染	12788	digested	unknown
tuitui	退退	12788	digested	unknown
zhuzhu	助助	12732	digested	unknown
cuicui	崔崔	12713	digested	unknown
lianlian	怜怜	12713	digested	unknown
biaobiao	彪彪	12701	digested	unknown
shengsheng	升升	12701	digested	unknown
zhaizhai	宅宅	12681	digested	unknown
qieqie	窃窃	12661	digested	unknown
miaomiao	渺渺	12656	digested	unknown
bingbing	兵兵	12651	digested	unknown
kangkang	抗抗	12642	digested	unknown
ganggang	港港	12639	digested	unknown
nangnang	囔囔	12628	digested	unknown
chengcheng	诚诚	12612	digested	unknown
peipei	配配	12612	digested	unknown
shushu	疏疏	12605	digested	unknown
xianxian	咸咸	12595	digested	adj_redup
dada	搭搭	12591	digested	unknown
nienie	聂聂	12591	digested	unknown
shishi	十十	12565	digested	unknown
huhu	互互	12553	digested	unknown
gugu	菇菇	12550	digested	unknown
mingming	铭铭	12550	digested	unknown
chengcheng	澄澄	12546	digested	unknown
gangan	杆杆	12507	digested	unknown
xixi	溪溪	12505	digested	unknown
yongyong	庸庸	12479	digested	unknown
jiaojiao	交交	12465	digested	unknown
chaichai	拆拆	12464	digested	unknown
meimei	媚媚	12464	digested	unknown
shushu	熟熟	12464	digested	adj_redup
gonggong	恭恭	12456	digested	unknown
huanhuan	桓桓	12424	digested	unknown
fufu	佛佛	12423	digested	unknown
gangan	赶赶	12420	digested	unknown
maomao	冒冒	12420	digested	unknown
tongtong	桶桶	12420	digested	unknown
zengzeng	增增	12420	digested	unknown
zunzun	尊尊	12420	digested	unknown
yeye	页页	12415	digested	unknown
xiangxiang	箱箱	12405	digested	unknown
yingying	营营	12399	digested	unknown
lvlv	驴驴	12375	digested	unknown
manman	蔓蔓	12375	digested	unknown
shushu	梳梳	12375	digested	unknown
momo	茉茉	12374	digested	unknown
dundun	敦敦	12351	digested	unknown
tuotuo	驼驼	12330	digested	unknown
xunxun	熏熏	12330	digested	unknown
fufu	父父	12312	digested	unknown
jiajia	架架	12309	digested	unknown
suosuo	梭梭	12301	digested	unknown
zhengzheng	征征	12297	digested	unknown
zuozuo	座座	12288	digested	unknown
fengfeng	锋锋	12286	digested	unknown
jiaojiao	蕉蕉	12284	digested	unknown
ruoruo	若若	12284	digested	unknown
wawa	袜袜	12284	digested	unknown
youyou	柚柚	12284	digested	unknown
huahua	划划	12275	digested	unknown
huhu	湖湖	12275	digested	unknown
cengceng	噌噌	12237	digested	unknown
juejue	嚼嚼	12237	digested	unknown
yinyin	殷殷	12212	digested	unknown
yuanyuan	怨怨	12208	digested	unknown
bapa	耙耙	12189	digested	unknown
paba	耙耙	12189	digested	unknown
papa	耙耙	12189	digested	unknown
papa	帕帕	12162	digested	unknown
dangdang	挡挡	12140	digested	unknown
jiujiu	旧旧	12140	digested	unknown
ruirui	锐锐	12140	digested	unknown
xuanxuan	炫炫	12140	digested	unknown
huanghuang	皇皇	12124	digested	unknown
jiujiu	纠纠	12111	digested	unknown
xixi	汐汐	12090	digested	unknown
pianpian	篇篇	12084	digested	unknown
leilei	泪泪	12039	digested	unknown
yunyun	韵韵	12039	digested	unknown
langlang	狼狼	12028	digested	unknown
daodao	岛岛	12002	digested	unknown
dengdeng	蹬蹬	11987	digested	unknown
zuanzuan	钻钻	11987	digested	unknown
qiangqiang	枪枪	11977	digested	unknown
hanhan	汗汗	11934	digested	unknown
xuexue	薛薛	11934	digested	unknown
cici	刺刺	11902	digested	unknown
yiyi	亿亿	11896	digested	unknown
biaobiao	标标	11891	digested	unknown
rengreng	扔扔	11880	digested	unknown
yuanyuan	缘缘	11880	digested	unknown
chuichui	垂垂	11840	digested	unknown
feifei	费费	11826	digested	unknown
jianjian	捡捡	11824	digested	unknown
juju	菊菊	11824	digested	unknown
liaoliao	廖廖	11824	digested	unknown
tingting	霆霆	11824	digested	unknown
langlang	琅琅	11823	digested	unknown
kankan	砍砍	11819	digested	unknown
shaoshao	勺勺	11819	digested	unknown
yinyin	阴阴	11811	digested	unknown
gonggong	攻攻	11806	digested	unknown
zhuzhu	竹竹	11779	digested	unknown
diandian	典典	11769	digested	unknown
baobao	豹豹	11768	digested	unknown
sansan	伞伞	11768	digested	unknown
gege	葛葛	11756	digested	unknown
xunxun	醺醺	11725	digested	unknown
zaozao	凿凿	11717	digested	unknown
chuanchuan	传传	11711	digested	unknown
qiqi	淇淇	11711	digested	unknown
aoao	袄袄	11710	digested	unknown
bianbian	辫辫	11710	digested	unknown
lengleng	愣愣	11710	digested	unknown
sisi	撕撕	11710	digested	unknown
yanyan	厌厌	11710	digested	unknown
hehe	鹤鹤	11651	digested	unknown
liangliang	良良	11651	digested	unknown
zaozao	皂皂	11651	digested	unknown
fufu	浮浮	11642	digested	unknown
mumu	牧牧	11625	digested	unknown
shengsheng	绳绳	11625	digested	unknown
banban	拌拌	11590	digested	unknown
hanhan	含含	11579	digested	unknown
panpan	攀攀	11557	digested	unknown
rere	惹惹	11528	digested	unknown
shangshang	赏赏	11528	digested	unknown
tiantian	填填	11528	digested	unknown
tiantian	添添	11528	digested	unknown
qiangqiang	墙墙	11517	digested	unknown
wawa	瓦瓦	11517	digested	unknown
bianbian	编编	11513	digested	unknown
caicai	彩彩	11465	digested	unknown
jingjing	惊惊	11464	digested	unknown
taitai	抬抬	11464	digested	unknown
zhaozhao	罩罩	11464	digested	unknown
zhuanzhuan	赚赚	11464	digested	unknown
jiangjiang	奖奖	11410	digested	unknown
tuotuo	陀陀	11410	digested	unknown
gugu	骨骨	11409	digested	unknown
bangbang	梆梆	11407	digested	unknown
xiexie	斜斜	11406	digested	unknown
jiejie	戒戒	11399	digested	unknown
nini	泥泥	11399	digested	unknown
suosuo	锁锁	11391	digested	unknown
jinjin	尽尽	11365	digested	unknown
maimai	埋埋	11365	digested	unknown
pangpang	乓乓	11352	digested	unknown
banban	瓣瓣	11343	digested	unknown
aoao	凹凹	11342	digested	unknown
chuanchuan	喘喘	11332	digested	unknown
gaga	尬尬	11332	digested	unknown
shasha	纱纱	11332	digested	unknown
zhengzheng	争争	11307	digested	unknown
beibei	悲悲	11286	digested	unknown
fufu	扶扶	11263	digested	unknown
gege	割割	11263	digested	unknown
mangmang	芒芒	11263	digested	unknown
susu	诉诉	11263	digested	unknown
tengteng	藤藤	11263	digested	unknown
youyou	佑佑	11263	digested	unknown
zuzu	租租	11232	digested	unknown
xiangxiang	乡乡	11211	digested	unknown
taotao	逃逃	11193	digested	unknown
yeye	野野	11189	digested	unknown
baobao	堡堡	11188	digested	unknown
xixi	锡锡	11151	digested	unknown
zhaizhai	窄窄	11126	digested	unknown
dengdeng	邓邓	11120	digested	unknown
guaiguai	拐拐	11120	digested	unknown
gugu	顾顾	11120	digested	unknown
guoguo	裹裹	11120	digested	unknown
ningning	凝凝	11120	digested	unknown
hehe	荷荷	11072	digested	unknown
yaoyao	腰腰	11072	digested	unknown
bibi	鼻鼻	11045	digested	unknown
loulou	喽喽	11045	digested	unknown
manman	蛮蛮	11045	digested	unknown
xiangxiang	祥祥	11045	digested	unknown
yanyan	彦彦	11045	digested	unknown
lingling	令令	11033	digested	unknown
bengbeng	崩崩	11024	digested	unknown
mianmian	棉棉	11024	digested	unknown
wenwen	蚊蚊	11006	digested	unknown
nana	纳纳	10983	digested	unknown
bibi	闭闭	10968	digested	unknown
huanghuang	荒荒	10968	digested	unknown
jiajia	甲甲	10964	digested	unknown
caicai	采采	10939	digested	unknown
feifei	妃妃	10939	digested	unknown
ranran	燃燃	10937	digested	unknown
kongkong	控控	10907	digested	unknown
fengfeng	蜂蜂	10905	digested	unknown
gaga	噶噶	10888	digested	unknown
jiangjiang	蒋蒋	10888	digested	unknown
kaka	咖咖	10888	digested	unknown
xiangxiang	巷巷	10888	digested	unknown
xuexue	削削	10888	digested	unknown
yingying	赢赢	10888	digested	unknown
dundun	盾盾	10819	digested	unknown
qiqi	启启	10819	digested	unknown
diaodiao	钓钓	10806	digested	unknown
meimei	眉眉	10806	digested	unknown
mengmeng	檬檬	10806	digested	unknown
qiaoqiao	跷跷	10806	digested	unknown
zaza	砸砸	10806	digested	unknown
taotao	掏掏	10802	digested	unknown
niannian	蔫蔫	10801	digested	unknown
jianjian	键键	10744	digested	unknown
jiaojiao	骄骄	10731	digested	unknown
hengheng	恒恒	10721	digested	unknown
wuwu	舞舞	10712	digested	unknown
yuyu	羽羽	10699	digested	unknown
zhuzhu	蛛蛛	10649	digested	unknown
junjun	均均	10636	digested	unknown
kuokuo	扩扩	10636	digested	unknown
zaza	杂杂	10636	digested	unknown
baba	扒扒	10634	digested	unknown
kunkun	昆昆	10634	digested	unknown
xunxun	训训	10634	digested	unknown
yangyang	央央	10634	digested	unknown
zouzou	揍揍	10634	digested	unknown
fenfen	忿忿	10612	digested	unknown
lianlian	涟涟	10610	digested	unknown
zhanzhan	詹詹	10560	digested	unknown
yaya	哑哑	10550	digested	unknown
zhizhi	枝枝	10550	digested	unknown
feifei	废废	10543	digested	unknown
jiajia	茄茄	10543	digested	unknown
juju	橘橘	10543	digested	unknown
tingting	廷廷	10543	digested	unknown
taitai	胎胎	10539	digested	unknown
dudu	渡渡	10535	digested	unknown
qieqie	怯怯	10520	digested	unknown
tangtang	趟趟	10520	digested	unknown
maimai	脉脉	10503	digested	unknown
popo	泼泼	10483	digested	unknown
susu	俗俗	10466	digested	unknown
mianmian	眠眠	10448	digested	unknown
nainai	乃乃	10448	digested	unknown
pingping	屏屏	10448	digested	unknown
xiaxia	瞎瞎	10448	digested	unknown
xiuxiu	绣绣	10448	digested	unknown
yiyi	逸逸	10448	digested	unknown
zizi	姿姿	10448	digested	unknown
ningning	宁宁	10426	digested	unknown
lulu	录录	10412	digested	unknown
diaodiao	雕雕	10411	digested	unknown
duoduo	咄咄	10350	digested	unknown
kuokuo	阔阔	10350	digested	unknown
luoluo	萝萝	10350	digested	unknown
